fight_stat_id,fight_id,fighter_id,knockdowns,total_strikes_att,total_strikes_succ,sig_strikes_att,sig_strikes_succ,takedown_att,takedown_succ,submission_att,reversals,ctrl_time,event_id,referee,f_1,f_2,winner,num_rounds,title_fight,weight_class,gender,result,result_details,finish_round,finish_time,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq,event_city,event_country
14436,7218,2976.0,0.0,34.0,19.0,32.0,18.0,0.0,0.0,0.0,0.0,0.0,664,0,2976.0,2884.0,2884.0,5.0,0,0,0,0,0,2,123,172.72,155.0,180.34,2.0,31.055441478439427,12,3,0,0.0,0,0
14435,7218,2884.0,0.0,42.0,17.0,40.0,16.0,6.0,1.0,0.0,0.0,88.0,664,0,2976.0,2884.0,2884.0,5.0,0,0,0,0,0,2,123,177.8,155.0,177.8,1.0,33.28678986995209,23,2,0,1.0,0,0
14434,7217,1662.0,0.0,59.0,37.0,40.0,23.0,15.0,5.0,1.0,0.0,453.0,664,1,1662.0,2464.0,1662.0,3.0,0,1,0,1,1,3,300,177.8,145.0,177.8,1.0,29.472963723477072,16,2,0,0.0,0,0
14433,7217,2464.0,0.0,72.0,32.0,55.0,18.0,0.0,0.0,0.0,1.0,131.0,664,1,1662.0,2464.0,1662.0,3.0,0,1,0,1,1,3,300,170.18,145.0,180.34,0.0,32.63518138261465,17,7,0,0.0,0,0
14432,7216,981.0,0.0,130.0,90.0,102.0,70.0,1.0,1.0,0.0,0.0,123.0,664,2,981.0,179.0,981.0,3.0,0,2,1,0,2,2,162,167.64,115.0,165.1,0.0,36.90622861054072,17,3,2,0.0,0,0
14431,7216,179.0,0.0,37.0,16.0,32.0,13.0,6.0,1.0,0.0,0.0,169.0,664,2,981.0,179.0,981.0,3.0,0,2,1,0,2,2,162,160.02,115.0,157.48,0.0,38.21492128678987,18,12,0,0.0,0,0
14430,7215,3831.0,0.0,105.0,63.0,80.0,45.0,2.0,1.0,1.0,0.0,210.0,664,3,3831.0,2974.0,3831.0,3.0,0,3,0,2,3,2,272,185.42,170.0,195.58,0.0,29.508555783709788,11,2,0,0.0,0,0
14429,7215,2974.0,0.0,57.0,29.0,51.0,25.0,2.0,0.0,0.0,0.0,33.0,664,3,3831.0,2974.0,3831.0,3.0,0,3,0,2,3,2,272,177.8,170.0,170.18,2.0,27.096509240246405,10,3,0,0.0,0,0
14428,7214,1108.0,0.0,10.0,0.0,9.0,0.0,3.0,2.0,1.0,0.0,118.0,664,0,1108.0,2320.0,2320.0,3.0,0,1,0,2,4,1,192,175.26,145.0,182.88,0.0,28.648870636550306,16,5,0,0.0,0,0
14427,7214,2320.0,0.0,10.0,8.0,9.0,8.0,0.0,0.0,1.0,0.0,0.0,664,0,1108.0,2320.0,2320.0,3.0,0,1,0,2,4,1,192,175.26,145.0,175.26,2.0,28.32580424366872,15,6,1,0.0,0,0
14426,7213,3945.0,0.0,95.0,38.0,85.0,33.0,6.0,2.0,2.0,0.0,235.0,664,2,3945.0,2373.0,2373.0,3.0,0,4,0,1,1,3,300,170.18,135.0,172.72,1.0,30.614647501711158,9,2,0,1.0,0,0
14425,7213,2373.0,0.0,104.0,52.0,92.0,43.0,6.0,2.0,0.0,0.0,279.0,664,2,3945.0,2373.0,2373.0,3.0,0,4,0,1,1,3,300,170.18,135.0,167.64,0.0,29.987679671457904,14,2,0,0.0,0,0
14424,7212,1752.0,2.0,178.0,134.0,143.0,104.0,2.0,0.0,0.0,1.0,171.0,664,3,1752.0,3002.0,1752.0,3.0,0,3,0,0,5,3,75,187.96,170.0,190.5,0.0,40.09308692676249,33,15,1,1.0,0,0
14423,7212,3002.0,0.0,110.0,56.0,103.0,51.0,1.0,1.0,0.0,0.0,48.0,664,3,1752.0,3002.0,1752.0,3.0,0,3,0,0,5,3,75,182.88,170.0,187.96,0.0,29.965776865160848,16,8,0,1.0,0,0
14422,7211,1885.0,0.0,60.0,44.0,39.0,28.0,3.0,1.0,0.0,0.0,219.0,664,1,1885.0,3646.0,3646.0,3.0,0,5,0,3,6,1,255,175.26,185.0,185.42,0.0,28.580424366872005,7,3,0,0.0,0,0
14421,7211,3646.0,0.0,5.0,3.0,4.0,2.0,1.0,1.0,0.0,0.0,26.0,664,1,1885.0,3646.0,3646.0,3.0,0,5,0,3,6,1,255,182.88,185.0,182.88,0.0,29.859000684462696,9,5,0,0.0,0,0
14420,7210,309.0,0.0,234.0,118.0,191.0,85.0,3.0,1.0,0.0,0.0,187.0,664,3,309.0,3421.0,309.0,3.0,0,6,0,1,1,3,300,187.96,239.0,200.66,0.0,34.98151950718686,11,2,0,0.0,0,0
14419,7210,3421.0,0.0,198.0,100.0,183.0,87.0,0.0,0.0,2.0,0.0,53.0,664,3,309.0,3421.0,309.0,3.0,0,6,0,1,1,3,300,190.5,230.0,198.12,0.0,35.41409993155373,13,10,0,0.0,0,0
14416,7208,249.0,0.0,131.0,78.0,109.0,60.0,3.0,0.0,1.0,0.0,54.0,664,2,249.0,1071.0,1071.0,3.0,0,7,1,1,7,3,300,167.64,135.0,172.72,0.0,25.661875427789184,7,2,0,0.0,0,0
14415,7208,1071.0,0.0,240.0,112.0,182.0,69.0,5.0,3.0,0.0,0.0,291.0,664,2,249.0,1071.0,1071.0,3.0,0,7,1,1,7,3,300,172.72,135.0,172.72,0.0,35.02532511978097,6,0,0,0.0,0,0
14414,7207,2534.0,0.0,356.0,127.0,356.0,127.0,2.0,0.0,0.0,0.0,0.0,663,4,2534.0,3250.0,3250.0,3.0,0,3,0,1,7,3,300,190.5,170.0,205.74,0.0,31.38398357289528,25,10,0,1.0,0,0
14413,7207,3250.0,0.0,190.0,105.0,190.0,105.0,0.0,0.0,0.0,0.0,0.0,663,4,2534.0,3250.0,3250.0,3.0,0,3,0,1,7,3,300,180.34,170.0,185.42,2.0,27.537303216974674,16,2,0,0.0,0,0
14412,7206,946.0,1.0,31.0,19.0,30.0,18.0,0.0,0.0,0.0,0.0,17.0,663,1,946.0,1660.0,946.0,3.0,0,4,0,0,8,1,54,175.26,135.0,170.18,2.0,19.460643394934976,8,1,0,0.0,0,0
14411,7206,1660.0,0.0,19.0,6.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,663,1,946.0,1660.0,946.0,3.0,0,4,0,0,8,1,54,177.8,135.0,187.96,0.0,34.234086242299796,14,4,0,0.0,0,0
14410,7205,23.0,0.0,101.0,36.0,101.0,36.0,0.0,0.0,1.0,0.0,17.0,663,4,23.0,2846.0,23.0,3.0,0,0,0,2,9,2,206,185.42,155.0,195.58,2.0,24.71731690622861,14,1,0,0.0,0,0
14409,7205,2846.0,0.0,82.0,38.0,82.0,38.0,6.0,0.0,0.0,0.0,11.0,663,4,23.0,2846.0,23.0,3.0,0,0,0,2,9,2,206,177.8,155.0,180.34,0.0,34.168377823408626,20,11,0,0.0,0,0
14408,7204,1348.0,0.0,209.0,73.0,208.0,72.0,1.0,0.0,0.0,0.0,7.0,663,5,1348.0,1495.0,1495.0,3.0,0,1,0,1,1,3,300,185.42,145.0,193.04,0.0,27.274469541409992,15,5,0,0.0,0,0
14407,7204,1495.0,0.0,185.0,83.0,184.0,82.0,3.0,0.0,0.0,0.0,0.0,663,5,1348.0,1495.0,1495.0,3.0,0,1,0,1,1,3,300,180.34,145.0,180.34,2.0,32.930869267624914,15,5,1,0.0,0,0
14406,7203,2814.0,1.0,51.0,37.0,31.0,21.0,5.0,5.0,6.0,0.0,389.0,663,0,2814.0,1085.0,2814.0,3.0,0,2,1,2,3,2,218,157.48000000000002,115.0,154.94,0.0,30.548939082819988,11,3,0,0.0,0,0
14405,7203,1085.0,0.0,48.0,34.0,13.0,3.0,1.0,0.0,0.0,0.0,22.0,663,0,2814.0,1085.0,2814.0,3.0,0,2,1,2,3,2,218,160.02,115.0,160.02,0.0,31.301848049281315,7,4,0,0.0,0,0
14404,7202,2181.0,1.0,90.0,54.0,84.0,49.0,0.0,0.0,0.0,0.0,3.0,663,1,2181.0,2929.0,2181.0,3.0,0,5,0,0,10,2,284,182.88,185.0,190.5,1.0,32.89253935660506,12,2,0,0.0,0,0
14403,7202,2929.0,0.0,116.0,38.0,116.0,38.0,5.0,0.0,0.0,0.0,50.0,663,1,2181.0,2929.0,2181.0,3.0,0,5,0,0,10,2,284,193.04,185.0,193.04,0.0,30.190280629705683,11,5,0,0.0,0,0
14402,7201,3389.0,0.0,225.0,116.0,212.0,103.0,1.0,0.0,0.0,0.0,26.0,663,4,3389.0,2400.0,3389.0,3.0,0,8,1,1,1,3,300,165.1,125.0,165.1,0.0,30.288843258042437,11,1,0,0.0,0,0
14401,7201,2400.0,0.0,225.0,95.0,206.0,77.0,10.0,2.0,0.0,0.0,180.0,663,4,3389.0,2400.0,3389.0,3.0,0,8,1,1,1,3,300,170.18,125.0,172.72,0.0,35.06639288158795,9,3,0,0.0,0,0
14400,7200,1064.0,0.0,39.0,15.0,38.0,14.0,2.0,0.0,0.0,0.0,1.0,663,1,1064.0,3574.0,3574.0,3.0,0,0,0,0,5,1,218,180.34,155.0,185.42,0.0,37.478439425051334,13,4,0,0.0,0,0
14399,7200,3574.0,1.0,72.0,43.0,72.0,43.0,0.0,0.0,0.0,0.0,2.0,663,1,1064.0,3574.0,3574.0,3.0,0,0,0,0,5,1,218,182.88,155.0,182.88,0.0,28.72826830937714,8,2,0,0.0,0,0
14398,7199,2196.0,0.0,206.0,147.0,128.0,81.0,4.0,3.0,0.0,0.0,649.0,663,5,2196.0,1874.0,2196.0,3.0,0,2,1,1,1,3,300,160.02,115.0,152.4,0.0,28.188911704312115,7,0,0,0.0,0,0
14397,7199,1874.0,0.0,64.0,39.0,29.0,8.0,2.0,0.0,0.0,0.0,33.0,663,5,2196.0,1874.0,2196.0,3.0,0,2,1,1,1,3,300,152.4,115.0,162.56,1.0,31.055441478439427,6,2,0,0.0,0,0
14396,7198,4089.0,0.0,271.0,94.0,271.0,94.0,0.0,0.0,0.0,0.0,0.0,662,6,4089.0,512.0,512.0,5.0,1,5,0,1,1,5,300,193.04,185.0,203.2,2.0,34.67488021902806,24,3,0,0.0,1,1
14395,7198,512.0,1.0,259.0,137.0,259.0,137.0,0.0,0.0,0.0,0.0,14.0,662,6,4089.0,512.0,512.0,5.0,1,5,0,1,1,5,300,185.42,185.0,193.04,0.0,33.073237508555785,28,5,0,0.0,1,1
14394,7197,342.0,0.0,69.0,30.0,67.0,28.0,0.0,0.0,0.0,0.0,0.0,662,0,342.0,225.0,225.0,3.0,0,6,0,2,11,2,277,187.96,264.0,190.5,1.0,31.025325119780973,15,6,0,0.0,1,1
14393,7197,225.0,1.0,164.0,107.0,143.0,93.0,1.0,0.0,1.0,0.0,155.0,662,0,342.0,225.0,225.0,3.0,0,6,0,2,11,2,277,200.66,250.0,203.2,0.0,35.41683778234086,37,10,0,0.0,1,1
14392,7196,2285.0,1.0,186.0,116.0,182.0,112.0,1.0,1.0,0.0,0.0,45.0,662,7,2285.0,3179.0,2285.0,3.0,0,9,0,1,1,3,300,165.1,125.0,172.72,1.0,30.360027378507873,19,6,0,0.0,1,1
14391,7196,3179.0,0.0,310.0,101.0,304.0,99.0,5.0,0.0,0.0,0.0,8.0,662,7,2285.0,3179.0,2285.0,3.0,0,9,0,1,1,3,300,170.18,125.0,177.8,0.0,23.534565366187543,7,1,0,1.0,1,1
14390,7195,471.0,1.0,14.0,11.0,14.0,11.0,0.0,0.0,0.0,0.0,5.0,662,8,471.0,2120.0,471.0,3.0,0,6,0,0,12,1,82,182.88,264.0,187.96,1.0,30.28062970568104,7,3,0,1.0,1,1
14389,7195,2120.0,0.0,15.0,7.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,662,8,471.0,2120.0,471.0,3.0,0,6,0,0,12,1,82,198.12,245.0,203.2,0.0,36.375085557837096,12,4,0,1.0,1,1
14388,7194,1280.0,1.0,29.0,16.0,29.0,16.0,0.0,0.0,0.0,0.0,3.0,662,6,1280.0,335.0,1280.0,3.0,0,10,0,0,12,1,132,190.5,205.0,200.66,0.0,32.5201916495551,10,4,0,0.0,1,1
14387,7194,335.0,0.0,25.0,9.0,24.0,8.0,0.0,0.0,0.0,0.0,0.0,662,6,1280.0,335.0,1280.0,3.0,0,10,0,0,12,1,132,193.04,205.0,198.12,0.0,27.789185489390828,8,3,0,0.0,1,1
14386,7193,323.0,1.0,165.0,91.0,154.0,81.0,2.0,1.0,1.0,0.0,101.0,662,0,323.0,2307.0,323.0,3.0,0,10,0,2,3,3,289,193.04,205.0,195.58,0.0,33.379876796714576,10,1,0,0.0,1,1
14385,7193,2307.0,0.0,123.0,60.0,120.0,58.0,2.0,1.0,0.0,0.0,15.0,662,0,323.0,2307.0,323.0,3.0,0,10,0,2,3,3,289,193.04,205.0,198.12,0.0,30.297056810403834,15,5,1,0.0,1,1
14384,7192,2390.0,0.0,70.0,43.0,68.0,41.0,1.0,0.0,0.0,0.0,7.0,662,7,2390.0,1865.0,1865.0,3.0,0,1,0,0,13,2,199,170.18,145.0,172.72,2.0,30.390143737166323,12,3,0,0.0,1,1
14383,7192,1865.0,0.0,143.0,87.0,87.0,38.0,1.0,1.0,0.0,0.0,166.0,662,7,2390.0,1865.0,1865.0,3.0,0,1,0,0,13,2,199,170.18,145.0,175.26,0.0,31.408624229979466,15,6,1,0.0,1,1
14382,7191,1573.0,0.0,179.0,88.0,179.0,88.0,2.0,0.0,0.0,0.0,0.0,662,8,1573.0,1896.0,1573.0,3.0,0,0,0,1,1,3,300,182.88,155.0,187.96,0.0,29.60438056125941,17,6,0,0.0,1,1
14381,7191,1896.0,0.0,190.0,85.0,188.0,83.0,1.0,0.0,0.0,0.0,0.0,662,8,1573.0,1896.0,1573.0,3.0,0,0,0,1,1,3,300,172.72,155.0,172.72,0.0,38.893908281998634,18,9,0,0.0,1,1
14380,7190,2650.0,0.0,378.0,172.0,377.0,171.0,5.0,0.0,0.0,0.0,21.0,662,6,2650.0,1132.0,2650.0,3.0,0,0,0,1,1,3,300,177.8,155.0,182.88,1.0,28.591375770020534,15,5,0,0.0,1,1
14379,7190,1132.0,0.0,359.0,152.0,354.0,148.0,0.0,0.0,0.0,0.0,41.0,662,6,2650.0,1132.0,2650.0,3.0,0,0,0,1,1,3,300,175.26,155.0,177.8,1.0,28.34223134839151,7,2,1,0.0,1,1
14378,7189,3227.0,0.0,136.0,75.0,94.0,44.0,3.0,0.0,0.0,0.0,21.0,662,0,3227.0,1127.0,1127.0,3.0,0,3,0,1,1,3,300,180.34,170.0,193.04,2.0,35.70704996577687,3,3,0,0.0,1,1
14377,7189,1127.0,0.0,112.0,63.0,76.0,35.0,6.0,1.0,0.0,0.0,581.0,662,0,3227.0,1127.0,1127.0,3.0,0,3,0,1,1,3,300,175.26,170.0,182.88,0.0,33.711156741957566,8,3,0,0.0,1,1
14376,7188,42.0,0.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,662,7,42.0,1672.0,1672.0,3.0,0,1,0,2,3,1,59,172.72,145.0,182.88,0.0,30.650239561943874,13,8,0,0.0,1,1
14375,7188,1672.0,0.0,6.0,2.0,6.0,2.0,2.0,1.0,1.0,0.0,32.0,662,7,42.0,1672.0,1672.0,3.0,0,1,0,2,3,1,59,180.34,145.0,180.34,0.0,34.001368925393564,17,6,0,0.0,1,1
14374,7187,2319.0,0.0,69.0,39.0,58.0,29.0,1.0,1.0,1.0,0.0,45.0,662,8,2319.0,3353.0,2319.0,3.0,0,3,0,2,3,1,289,187.96,170.0,190.5,0.0,30.89664613278576,9,2,0,0.0,1,1
14373,7187,3353.0,0.0,66.0,45.0,59.0,39.0,0.0,0.0,0.0,0.0,0.0,662,8,2319.0,3353.0,2319.0,3.0,0,3,0,2,3,1,289,180.34,170.0,177.8,2.0,33.97125256673511,10,4,0,0.0,1,1
14372,7186,2881.0,0.0,157.0,110.0,156.0,109.0,0.0,0.0,0.0,0.0,9.0,661,6,2881.0,567.0,2881.0,5.0,0,6,0,0,5,2,224,193.04,245.0,205.74,0.0,33.95208761122519,12,2,0,0.0,2,2
14371,7186,567.0,0.0,44.0,11.0,44.0,11.0,1.0,0.0,0.0,0.0,2.0,661,6,2881.0,567.0,2881.0,5.0,0,6,0,0,5,2,224,190.5,260.0,198.12,0.0,29.166324435318277,16,4,0,0.0,2,2
14370,7185,2983.0,0.0,232.0,62.0,225.0,58.0,1.0,0.0,0.0,0.0,24.0,661,9,2983.0,1523.0,2983.0,3.0,0,8,1,1,1,3,300,170.18,125.0,165.1,0.0,34.09993155373032,11,1,0,0.0,2,2
14369,7185,1523.0,0.0,152.0,60.0,150.0,60.0,6.0,0.0,0.0,0.0,25.0,661,9,2983.0,1523.0,2983.0,3.0,0,8,1,1,1,3,300,165.1,125.0,165.1,0.0,31.737166324435318,12,6,0,0.0,2,2
14368,7184,899.0,0.0,210.0,123.0,182.0,101.0,9.0,5.0,0.0,0.0,320.0,661,10,899.0,1643.0,899.0,3.0,0,0,0,0,14,2,284,180.34,155.0,185.42,1.0,28.268309377138944,12,1,0,1.0,2,2
14367,7184,1643.0,0.0,67.0,27.0,62.0,24.0,3.0,1.0,1.0,0.0,14.0,661,10,899.0,1643.0,899.0,3.0,0,0,0,0,14,2,284,175.26,155.0,177.8,0.0,29.00752908966461,17,7,0,0.0,2,2
14366,7183,1417.0,1.0,64.0,36.0,46.0,26.0,1.0,1.0,1.0,0.0,83.0,661,6,1417.0,2691.0,1417.0,3.0,0,10,0,2,3,1,226,187.96,205.0,190.5,0.0,34.51334702258727,19,7,0,0.0,2,2
14365,7183,2691.0,0.0,27.0,10.0,25.0,8.0,0.0,0.0,0.0,0.0,0.0,661,6,1417.0,2691.0,1417.0,3.0,0,10,0,2,3,1,226,190.5,205.0,193.04,0.0,31.531827515400412,14,3,0,0.0,2,2
14364,7182,2794.0,0.0,99.0,61.0,88.0,52.0,0.0,0.0,2.0,0.0,55.0,661,11,2794.0,2849.0,2794.0,3.0,0,1,0,0,15,3,140,182.88,145.0,185.42,1.0,26.781656399726216,13,2,0,0.0,2,2
14363,7182,2849.0,0.0,88.0,40.0,73.0,28.0,4.0,0.0,0.0,0.0,162.0,661,11,2794.0,2849.0,2794.0,3.0,0,1,0,0,15,3,140,175.26,145.0,175.26,0.0,29.166324435318277,12,2,0,0.0,2,2
14362,7181,3488.0,1.0,49.0,26.0,49.0,26.0,0.0,0.0,0.0,0.0,3.0,661,9,3488.0,25.0,3488.0,3.0,0,1,0,0,16,1,231,172.72,145.0,175.26,0.0,28.413415468856947,19,9,1,0.0,2,2
14361,7181,25.0,0.0,41.0,9.0,41.0,9.0,0.0,0.0,0.0,0.0,0.0,661,9,3488.0,25.0,3488.0,3.0,0,1,0,0,16,1,231,172.72,145.0,172.72,0.0,27.422313483915126,11,4,0,0.0,2,2
14360,7180,2115.0,0.0,166.0,87.0,163.0,84.0,0.0,0.0,0.0,0.0,18.0,661,10,2115.0,1971.0,2115.0,3.0,0,4,0,1,1,3,300,167.64,135.0,185.42,1.0,31.96167008898015,19,3,0,0.0,2,2
14359,7180,1971.0,0.0,166.0,70.0,132.0,48.0,11.0,2.0,0.0,0.0,386.0,661,10,2115.0,1971.0,2115.0,3.0,0,4,0,1,1,3,300,167.64,135.0,172.72,0.0,27.852156057494867,8,1,0,0.0,2,2
14358,7179,1986.0,0.0,220.0,124.0,182.0,98.0,10.0,6.0,0.0,0.0,367.0,661,11,1986.0,1764.0,1986.0,3.0,0,3,0,1,1,3,300,177.8,170.0,187.96,0.0,31.019849418206707,10,3,0,0.0,2,2
14357,7179,1764.0,0.0,198.0,90.0,183.0,77.0,0.0,0.0,0.0,0.0,5.0,661,11,1986.0,1764.0,1986.0,3.0,0,3,0,1,1,3,300,187.96,170.0,198.12,0.0,28.539356605065024,10,5,1,0.0,2,2
14356,7178,3395.0,0.0,134.0,85.0,77.0,40.0,0.0,0.0,0.0,3.0,131.0,661,10,3395.0,3114.0,3395.0,3.0,0,7,1,1,1,3,300,170.18,135.0,170.18,0.0,34.299794661190965,7,1,0,0.0,2,2
14355,7178,3114.0,0.0,120.0,75.0,42.0,18.0,8.0,5.0,1.0,0.0,522.0,661,10,3395.0,3114.0,3395.0,3.0,0,7,1,1,1,3,300,172.72,135.0,177.8,0.0,28.487337440109513,13,5,0,0.0,2,2
14354,7177,3837.0,0.0,36.0,25.0,6.0,4.0,5.0,2.0,1.0,0.0,195.0,661,11,3837.0,987.0,3837.0,3.0,0,4,0,2,17,1,255,172.72,135.0,180.34,0.0,26.64476386036961,11,0,0,0.0,2,2
14353,7177,987.0,0.0,26.0,25.0,8.0,7.0,0.0,0.0,0.0,0.0,30.0,661,11,3837.0,987.0,3837.0,3.0,0,4,0,2,17,1,255,165.1,135.0,170.18,0.0,28.424366872005475,8,3,0,0.0,2,2
14352,7176,3035.0,0.0,259.0,39.0,259.0,39.0,2.0,0.0,0.0,0.0,4.0,661,9,3035.0,3505.0,3505.0,3.0,0,11,0,1,1,3,300,172.72,135.0,182.88,0.0,40.290212183436005,6,6,0,0.0,2,2
14351,7176,3505.0,0.0,222.0,127.0,221.0,126.0,1.0,0.0,0.0,0.0,8.0,661,9,3035.0,3505.0,3505.0,3.0,0,11,0,1,1,3,300,172.72,135.0,177.8,0.0,26.570841889117045,6,1,0,0.0,2,2
14350,7175,2532.0,2.0,128.0,75.0,128.0,75.0,0.0,0.0,1.0,0.0,57.0,660,-1,2532.0,2309.0,2532.0,5.0,0,1,0,0,12,3,23,180.34,145.0,175.26,0.0,32.3066392881588,25,7,0,0.0,3,3
14349,7175,2309.0,0.0,126.0,35.0,124.0,34.0,1.0,0.0,0.0,0.0,15.0,660,-1,2532.0,2309.0,2532.0,5.0,0,1,0,0,12,3,23,170.18,145.0,182.88,0.0,37.02395619438741,17,8,0,0.0,3,3
14348,7174,632.0,0.0,147.0,91.0,147.0,91.0,3.0,1.0,0.0,0.0,56.0,660,12,632.0,579.0,632.0,3.0,0,10,0,1,7,3,300,193.04,205.0,193.04,0.0,35.663244353182755,37,18,0,0.0,3,3
14347,7174,579.0,0.0,191.0,62.0,187.0,59.0,1.0,0.0,0.0,0.0,79.0,660,12,632.0,579.0,632.0,3.0,0,10,0,1,7,3,300,195.58,205.0,200.66,0.0,32.58590006844627,21,9,0,0.0,3,3
14346,7173,3477.0,0.0,141.0,65.0,141.0,65.0,0.0,0.0,0.0,0.0,0.0,660,6,3477.0,3591.0,3477.0,3.0,0,1,0,1,1,3,300,182.88,145.0,187.96,0.0,35.58110882956879,15,3,0,0.0,3,3
14345,7173,3591.0,0.0,168.0,62.0,168.0,62.0,0.0,0.0,0.0,0.0,0.0,660,6,3477.0,3591.0,3477.0,3.0,0,1,0,1,1,3,300,177.8,145.0,185.42,1.0,35.761806981519506,21,14,0,1.0,3,3
14344,7172,1528.0,0.0,84.0,56.0,57.0,36.0,4.0,4.0,3.0,0.0,566.0,660,13,1528.0,2868.0,1528.0,3.0,0,4,0,1,1,3,300,170.18,135.0,172.72,1.0,29.00752908966461,8,0,0,0.0,3,3
14343,7172,2868.0,0.0,106.0,50.0,66.0,15.0,0.0,0.0,1.0,0.0,0.0,660,13,1528.0,2868.0,1528.0,3.0,0,4,0,1,1,3,300,170.18,135.0,170.18,0.0,31.95071868583162,10,4,0,0.0,3,3
14342,7171,3755.0,0.0,210.0,119.0,128.0,61.0,14.0,0.0,0.0,0.0,488.0,660,14,3755.0,827.0,3755.0,3.0,0,8,1,1,1,3,300,162.56,125.0,167.64,0.0,24.892539356605067,12,1,0,0.0,3,3
14341,7171,827.0,0.0,202.0,96.0,151.0,55.0,3.0,0.0,0.0,0.0,9.0,660,14,3755.0,827.0,3755.0,3.0,0,8,1,1,1,3,300,167.64,125.0,172.72,0.0,30.757015742642025,19,3,0,0.0,3,3
14340,7170,470.0,1.0,16.0,11.0,13.0,8.0,0.0,0.0,0.0,0.0,4.0,660,6,470.0,1179.0,470.0,3.0,0,6,0,0,12,1,84,190.5,240.0,190.5,0.0,27.50718685831622,5,1,0,0.0,3,3
14339,7170,1179.0,0.0,10.0,3.0,9.0,2.0,1.0,0.0,0.0,0.0,17.0,660,6,470.0,1179.0,470.0,3.0,0,6,0,0,12,1,84,182.88,265.0,190.5,0.0,38.92402464065709,14,9,0,0.0,3,3
14338,7169,3390.0,1.0,46.0,16.0,45.0,15.0,0.0,0.0,0.0,0.0,0.0,660,12,3390.0,3639.0,3390.0,3.0,0,6,0,0,5,1,181,193.04,260.0,198.12,0.0,32.47638603696099,10,1,0,0.0,3,3
14337,7169,3639.0,0.0,23.0,15.0,22.0,14.0,0.0,0.0,0.0,0.0,0.0,660,12,3390.0,3639.0,3390.0,3.0,0,6,0,0,5,1,181,193.04,236.0,198.12,0.0,31.854893908281998,8,4,1,1.0,3,3
14336,7168,2265.0,0.0,31.0,15.0,31.0,15.0,2.0,0.0,0.0,0.0,0.0,660,13,2265.0,3941.0,3941.0,3.0,0,4,0,0,5,1,256,170.18,135.0,175.26,0.0,26.861054072553046,10,4,0,0.0,3,3
14335,7168,3941.0,1.0,77.0,45.0,77.0,45.0,0.0,0.0,0.0,0.0,26.0,660,13,2265.0,3941.0,3941.0,3.0,0,4,0,0,5,1,256,167.64,135.0,177.8,0.0,27.457905544147845,9,3,0,0.0,3,3
14334,7167,1463.0,0.0,58.0,30.0,57.0,29.0,2.0,0.0,0.0,0.0,9.0,660,14,1463.0,1403.0,1403.0,3.0,0,5,0,0,14,1,256,190.5,185.0,203.2,0.0,35.23066392881588,22,10,0,1.0,3,3
14333,7167,1403.0,0.0,85.0,54.0,72.0,44.0,1.0,1.0,0.0,0.0,96.0,660,14,1463.0,1403.0,1403.0,3.0,0,5,0,0,14,1,256,182.88,185.0,187.96,1.0,29.086926762491444,19,6,0,1.0,3,3
14332,7166,607.0,1.0,161.0,85.0,149.0,75.0,0.0,0.0,0.0,0.0,40.0,660,6,607.0,3820.0,607.0,3.0,0,3,0,1,1,3,300,182.88,170.0,180.34,0.0,34.04243668720055,20,7,0,0.0,3,3
14331,7166,3820.0,0.0,260.0,112.0,258.0,112.0,4.0,0.0,0.0,0.0,33.0,660,6,607.0,3820.0,607.0,3.0,0,3,0,1,1,3,300,180.34,170.0,187.96,0.0,27.195071868583163,14,3,0,0.0,3,3
14330,7165,2811.0,1.0,89.0,43.0,85.0,40.0,1.0,0.0,0.0,0.0,5.0,660,12,2811.0,2212.0,2811.0,3.0,0,3,0,0,10,1,229,177.8,170.0,182.88,2.0,25.76865160848734,9,2,0,0.0,3,3
14329,7165,2212.0,0.0,53.0,17.0,53.0,17.0,0.0,0.0,0.0,0.0,0.0,660,12,2811.0,2212.0,2811.0,3.0,0,3,0,0,10,1,229,182.88,170.0,180.34,1.0,23.592060232717316,6,3,0,0.0,3,3
14328,7164,2028.0,0.0,61.0,27.0,41.0,11.0,4.0,3.0,0.0,0.0,98.0,660,13,2028.0,4049.0,4049.0,3.0,0,8,1,0,18,2,289,165.1,125.0,170.18,0.0,27.66050650239562,19,7,0,0.0,3,3
14327,7164,4049.0,0.0,89.0,68.0,65.0,47.0,0.0,0.0,0.0,1.0,311.0,660,13,2028.0,4049.0,4049.0,3.0,0,8,1,0,18,2,289,165.1,125.0,170.18,1.0,31.485284052019164,12,6,0,0.0,3,3
14326,7163,3471.0,1.0,179.0,108.0,115.0,56.0,1.0,1.0,0.0,0.0,321.0,660,14,3471.0,3072.0,3471.0,3.0,0,1,0,1,1,3,300,182.88,145.0,187.96,0.0,31.38945927446954,11,6,0,0.0,3,3
14325,7163,3072.0,1.0,88.0,40.0,76.0,30.0,4.0,0.0,0.0,0.0,94.0,660,14,3471.0,3072.0,3471.0,3.0,0,1,0,1,1,3,300,180.34,145.0,185.42,0.0,29.352498288843258,13,5,1,0.0,3,3
