fight_stat_id,fighter_id,knockdowns,total_strikes_att,total_strikes_succ,sig_strikes_att,sig_strikes_succ,takedown_att,takedown_succ,submission_att,reversals,ctrl_time,event_id,referee,f_1,f_2,winner,num_rounds,title_fight,weight_class,gender,result,finish_time,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq,event_city,event_country,cumulative_ctrl_time,cumulative_reversals,cumulative_submission_att,cumulative_takedown_succ,cumulative_takedown_att,cumulative_sig_strikes_att,cumulative_total_strikes_succ,cumulative_total_strikes_att,cumulative_knockdowns,avg_finish_time
4549,429.0,0.0,24.0,11.0,21.0,8.0,0.0,0.0,0.0,0.0,6.0,236,0,427.0,429.0,427.0,3.0,0,10,0,2,158,187.96,185.0,190.5,0.0,42.48596851471595,16,9,0,0.0,0,0,1375.0,0.0,1.0,11.0,28.0,447.0,477.0,726.0,2.0,200.85714285714286
4965,429.0,0.0,7.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,254,45,925.0,429.0,925.0,3.0,0,10,0,0,63,187.96,185.0,190.5,0.0,42.48596851471595,16,9,0,0.0,100,1,1375.0,0.0,1.0,11.0,28.0,454.0,478.0,733.0,2.0,183.625
5464,429.0,0.0,21.0,17.0,10.0,6.0,1.0,0.0,0.0,0.0,39.0,277,45,429.0,1860.0,1860.0,5.0,0,5,0,2,274,187.96,185.0,190.5,0.0,42.48596851471595,16,9,0,0.0,31,8,1414.0,0.0,1.0,11.0,29.0,464.0,495.0,754.0,2.0,193.66666666666666
7114,429.0,0.0,7.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,351,6,429.0,3715.0,3715.0,3.0,0,10,0,0,52,187.96,185.0,190.5,0.0,42.48596851471595,16,9,0,0.0,100,1,1414.0,0.0,1.0,11.0,29.0,471.0,496.0,761.0,2.0,179.5
7465,431.0,0.0,102.0,17.0,102.0,17.0,1.0,1.0,0.0,0.0,1.0,366,0,1596.0,431.0,1596.0,3.0,0,2,1,1,300,152.4,115.0,152.4,0.0,34.41478439425051,9,4,0,0.0,6,0,1.0,0.0,0.0,1.0,1.0,102.0,17.0,102.0,0.0,300.0
7763,431.0,0.0,162.0,45.0,162.0,45.0,2.0,0.0,0.0,0.0,0.0,379,45,2664.0,431.0,431.0,3.0,0,2,1,1,300,152.4,115.0,152.4,0.0,34.41478439425051,9,4,0,0.0,39,1,1.0,0.0,0.0,1.0,3.0,264.0,62.0,264.0,0.0,300.0
8123,431.0,0.0,182.0,76.0,176.0,72.0,0.0,0.0,0.0,0.0,0.0,395,121,1266.0,431.0,431.0,3.0,0,2,1,1,300,152.4,115.0,152.4,0.0,34.41478439425051,9,4,0,0.0,5,0,1.0,0.0,0.0,1.0,3.0,440.0,138.0,446.0,0.0,300.0
8786,431.0,0.0,163.0,64.0,136.0,38.0,1.0,0.0,0.0,0.0,0.0,424,16,431.0,4049.0,4049.0,3.0,0,2,1,1,300,152.4,115.0,152.4,0.0,34.41478439425051,9,4,0,0.0,77,0,1.0,0.0,0.0,1.0,4.0,576.0,202.0,609.0,0.0,300.0
9332,431.0,0.0,124.0,35.0,123.0,34.0,1.0,0.0,1.0,0.0,0.0,447,83,431.0,16.0,16.0,3.0,0,2,1,1,300,152.4,115.0,152.4,0.0,34.41478439425051,9,4,0,0.0,60,0,1.0,0.0,1.0,1.0,5.0,699.0,237.0,733.0,0.0,300.0
1885,435.0,0.0,40.0,25.0,13.0,4.0,3.0,1.0,0.0,0.0,139.0,112,75,3191.0,435.0,3191.0,3.0,0,5,0,2,238,182.88,170.0,185.42,0.0,41.22655715263518,31,15,0,0.0,0,0,139.0,0.0,0.0,1.0,3.0,13.0,25.0,40.0,0.0,238.0
8303,435.0,0.0,59.0,50.0,24.0,21.0,3.0,2.0,2.0,1.0,330.0,402,4,2016.0,435.0,435.0,3.0,1,3,0,2,43,182.88,170.0,185.42,0.0,41.22655715263518,31,15,0,0.0,0,0,469.0,1.0,2.0,3.0,6.0,37.0,75.0,99.0,0.0,140.5
1424,436.0,1.0,200.0,80.0,198.0,78.0,0.0,0.0,0.0,0.0,8.0,88,0,436.0,3267.0,436.0,3.0,0,3,0,0,37,182.88,155.0,182.88,0.0,44.276522929500345,11,6,1,1.0,93,4,8.0,0.0,0.0,0.0,0.0,198.0,80.0,200.0,1.0,37.0
1555,436.0,1.0,41.0,26.0,30.0,16.0,0.0,0.0,0.0,1.0,66.0,95,75,3290.0,436.0,3290.0,3.0,0,3,0,2,254,182.88,155.0,182.88,0.0,44.276522929500345,11,6,1,1.0,7,4,74.0,1.0,0.0,0.0,0.0,228.0,106.0,241.0,2.0,145.5
1677,436.0,0.0,202.0,149.0,81.0,43.0,1.0,1.0,3.0,0.0,82.0,102,0,2257.0,436.0,2257.0,3.0,0,3,0,1,300,182.88,155.0,182.88,0.0,44.276522929500345,11,6,1,1.0,148,4,156.0,1.0,3.0,1.0,1.0,309.0,255.0,443.0,2.0,197.0
1818,436.0,1.0,180.0,134.0,86.0,45.0,1.0,1.0,0.0,1.0,189.0,109,3,436.0,2027.0,436.0,3.0,0,3,0,1,300,182.88,155.0,182.88,0.0,44.276522929500345,11,6,1,1.0,7,4,345.0,2.0,3.0,2.0,2.0,395.0,389.0,623.0,3.0,222.75
1969,436.0,0.0,209.0,133.0,160.0,85.0,2.0,0.0,0.0,0.0,64.0,116,68,1946.0,436.0,1946.0,3.0,0,3,0,1,300,182.88,155.0,182.88,0.0,44.276522929500345,11,6,1,1.0,138,4,409.0,2.0,3.0,2.0,4.0,555.0,522.0,832.0,3.0,238.2
2248,436.0,0.0,136.0,80.0,102.0,46.0,0.0,0.0,0.0,0.0,273.0,130,55,436.0,615.0,436.0,3.0,0,3,0,1,300,182.88,155.0,182.88,0.0,44.276522929500345,11,6,1,1.0,145,18,682.0,2.0,3.0,2.0,4.0,657.0,602.0,968.0,3.0,248.5
2429,436.0,0.0,25.0,11.0,19.0,5.0,0.0,0.0,1.0,0.0,0.0,138,68,2619.0,436.0,2619.0,3.0,0,3,0,1,300,182.88,155.0,182.88,0.0,44.276522929500345,11,6,1,1.0,93,4,682.0,2.0,4.0,2.0,4.0,676.0,613.0,993.0,3.0,255.85714285714286
2899,436.0,0.0,296.0,140.0,296.0,140.0,3.0,0.0,0.0,0.0,0.0,161,0,519.0,436.0,519.0,3.0,0,0,0,1,300,182.88,155.0,182.88,0.0,44.276522929500345,11,6,1,1.0,27,0,682.0,2.0,4.0,2.0,7.0,972.0,753.0,1289.0,3.0,261.375
3046,436.0,1.0,72.0,47.0,61.0,37.0,1.0,0.0,0.0,0.0,198.0,168,147,436.0,920.0,436.0,3.0,0,0,0,0,102,182.88,155.0,182.88,0.0,44.276522929500345,11,6,1,1.0,0,0,880.0,2.0,4.0,2.0,8.0,1033.0,800.0,1361.0,4.0,243.66666666666666
2738,438.0,0.0,74.0,54.0,34.0,18.0,6.0,3.0,0.0,1.0,693.0,153,0,438.0,3893.0,438.0,3.0,0,5,0,1,300,185.42,185.0,187.96,0.0,36.26009582477755,20,9,0,0.0,0,0,693.0,1.0,0.0,3.0,6.0,34.0,54.0,74.0,0.0,300.0
3007,438.0,1.0,34.0,25.0,31.0,22.0,3.0,0.0,0.0,0.0,44.0,166,84,3851.0,438.0,438.0,3.0,0,5,0,0,260,185.42,185.0,187.96,0.0,36.26009582477755,20,9,0,0.0,0,0,737.0,1.0,0.0,3.0,9.0,65.0,79.0,108.0,1.0,280.0
3270,438.0,0.0,62.0,41.0,33.0,13.0,4.0,1.0,0.0,0.0,58.0,178,84,438.0,665.0,665.0,3.0,0,5,0,1,300,185.42,185.0,187.96,0.0,36.26009582477755,20,9,0,0.0,0,0,795.0,1.0,0.0,4.0,13.0,98.0,120.0,170.0,1.0,286.6666666666667
3818,438.0,0.0,167.0,47.0,159.0,39.0,3.0,2.0,0.0,0.0,138.0,203,3,438.0,64.0,438.0,3.0,0,5,0,1,300,185.42,185.0,187.96,0.0,36.26009582477755,20,9,0,0.0,112,0,933.0,1.0,0.0,6.0,16.0,257.0,167.0,337.0,1.0,290.0
4069,438.0,0.0,183.0,92.0,173.0,83.0,12.0,5.0,0.0,0.0,325.0,215,55,173.0,438.0,438.0,3.0,0,5,0,1,300,185.42,185.0,187.96,0.0,36.26009582477755,20,9,0,0.0,135,4,1258.0,1.0,0.0,11.0,28.0,430.0,259.0,520.0,1.0,292.0
4373,438.0,0.0,270.0,131.0,254.0,116.0,0.0,0.0,0.0,0.0,0.0,229,14,2914.0,438.0,438.0,3.0,0,5,0,1,300,185.42,185.0,187.96,0.0,36.26009582477755,20,9,0,0.0,83,21,1258.0,1.0,0.0,11.0,28.0,684.0,390.0,790.0,1.0,293.3333333333333
4708,438.0,0.0,87.0,38.0,79.0,30.0,1.0,0.0,0.0,0.0,97.0,243,3,438.0,1783.0,438.0,3.0,0,5,0,1,300,185.42,185.0,187.96,0.0,36.26009582477755,20,9,0,0.0,132,0,1355.0,1.0,0.0,11.0,29.0,763.0,428.0,877.0,1.0,294.2857142857143
5049,438.0,0.0,132.0,62.0,112.0,45.0,9.0,2.0,0.0,0.0,191.0,258,0,2110.0,438.0,438.0,3.0,0,5,0,1,300,185.42,185.0,187.96,0.0,36.26009582477755,20,9,0,0.0,128,0,1546.0,1.0,0.0,13.0,38.0,875.0,490.0,1009.0,1.0,295.0
5280,438.0,0.0,87.0,35.0,70.0,21.0,3.0,0.0,0.0,0.0,68.0,269,163,438.0,960.0,960.0,3.0,0,5,0,1,300,185.42,185.0,187.96,0.0,36.26009582477755,20,9,0,0.0,17,0,1614.0,1.0,0.0,13.0,41.0,945.0,525.0,1096.0,1.0,295.55555555555554
5603,438.0,0.0,70.0,37.0,56.0,24.0,1.0,0.0,0.0,0.0,257.0,284,15,3742.0,438.0,3742.0,3.0,0,5,0,0,198,185.42,185.0,187.96,0.0,36.26009582477755,20,9,0,0.0,120,0,1871.0,1.0,0.0,13.0,42.0,1001.0,562.0,1166.0,1.0,285.8
6012,438.0,0.0,126.0,57.0,119.0,50.0,1.0,1.0,0.0,0.0,29.0,303,75,438.0,1860.0,438.0,3.0,0,5,0,1,300,185.42,185.0,187.96,0.0,36.26009582477755,20,9,0,0.0,0,0,1900.0,1.0,0.0,14.0,43.0,1120.0,619.0,1292.0,1.0,287.09090909090907
6304,438.0,0.0,7.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,316,38,438.0,144.0,144.0,3.0,0,5,0,0,44,185.42,185.0,187.96,0.0,36.26009582477755,20,9,0,0.0,63,1,1900.0,1.0,0.0,14.0,43.0,1127.0,621.0,1299.0,1.0,266.8333333333333
7548,438.0,0.0,112.0,58.0,100.0,46.0,0.0,0.0,0.0,0.0,119.0,370,16,438.0,1920.0,438.0,3.0,0,5,0,1,300,185.42,185.0,187.96,0.0,36.26009582477755,20,9,0,0.0,96,0,2019.0,1.0,0.0,14.0,43.0,1227.0,679.0,1411.0,1.0,269.38461538461536
8298,438.0,0.0,74.0,34.0,71.0,31.0,3.0,1.0,0.0,1.0,127.0,402,6,438.0,412.0,438.0,3.0,0,5,0,1,300,185.42,185.0,187.96,0.0,36.26009582477755,20,9,0,0.0,0,0,2146.0,2.0,0.0,15.0,46.0,1298.0,713.0,1485.0,1.0,271.57142857142856
8511,438.0,1.0,146.0,80.0,136.0,70.0,0.0,0.0,0.0,0.0,84.0,412,5,2060.0,438.0,438.0,3.0,0,5,0,1,300,185.42,185.0,187.96,0.0,36.26009582477755,20,9,0,0.0,0,0,2230.0,2.0,0.0,15.0,46.0,1434.0,793.0,1631.0,2.0,273.46666666666664
9019,438.0,1.0,115.0,62.0,96.0,46.0,1.0,0.0,0.0,0.0,152.0,434,51,2322.0,438.0,438.0,3.0,0,5,0,0,136,185.42,185.0,187.96,0.0,36.26009582477755,20,9,0,0.0,28,0,2382.0,2.0,0.0,15.0,47.0,1530.0,855.0,1746.0,3.0,264.875
9228,438.0,0.0,181.0,46.0,174.0,40.0,12.0,1.0,0.0,0.0,126.0,442,0,438.0,4089.0,4089.0,5.0,0,5,0,1,300,185.42,185.0,187.96,0.0,36.26009582477755,20,9,0,0.0,0,0,2508.0,2.0,0.0,16.0,59.0,1704.0,901.0,1927.0,3.0,266.94117647058823
10598,438.0,0.0,23.0,3.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,499,48,438.0,742.0,742.0,3.0,0,5,0,0,147,185.42,185.0,187.96,0.0,36.26009582477755,20,9,0,0.0,18,0,2508.0,2.0,0.0,16.0,59.0,1727.0,904.0,1950.0,3.0,260.27777777777777
11678,438.0,0.0,135.0,73.0,108.0,54.0,0.0,0.0,0.0,0.0,5.0,548,6,438.0,3544.0,438.0,3.0,0,5,0,1,300,185.42,185.0,187.96,0.0,36.26009582477755,20,9,0,0.0,19,7,2513.0,2.0,0.0,16.0,59.0,1835.0,977.0,2085.0,3.0,262.36842105263156
12125,438.0,1.0,155.0,88.0,150.0,84.0,0.0,0.0,0.0,0.0,9.0,568,6,4074.0,438.0,438.0,3.0,0,5,0,1,300,185.42,185.0,187.96,0.0,36.26009582477755,20,9,0,0.0,0,0,2522.0,2.0,0.0,16.0,59.0,1985.0,1065.0,2240.0,4.0,264.25
13134,438.0,0.0,167.0,98.0,150.0,82.0,1.0,0.0,0.0,0.0,121.0,610,1,438.0,3163.0,3163.0,3.0,0,5,0,1,300,185.42,185.0,187.96,0.0,36.26009582477755,20,9,0,0.0,0,0,2643.0,2.0,0.0,16.0,60.0,2135.0,1163.0,2407.0,4.0,265.95238095238096
13936,438.0,0.0,65.0,15.0,64.0,15.0,0.0,0.0,0.0,0.0,0.0,643,1,438.0,684.0,684.0,3.0,0,5,0,0,215,185.42,185.0,187.96,0.0,36.26009582477755,20,9,0,0.0,0,0,2643.0,2.0,0.0,16.0,60.0,2199.0,1178.0,2472.0,4.0,263.6363636363636
14313,438.0,0.0,116.0,71.0,115.0,70.0,0.0,0.0,0.0,0.0,0.0,659,16,164.0,438.0,438.0,3.0,0,5,0,1,300,185.42,185.0,187.96,0.0,36.26009582477755,20,9,0,0.0,4,0,2643.0,2.0,0.0,16.0,60.0,2314.0,1249.0,2588.0,4.0,265.2173913043478
1388,440.0,0.0,175.0,159.0,28.0,21.0,6.0,4.0,2.0,1.0,308.0,86,0,440.0,2176.0,440.0,3.0,0,0,0,1,300,170.18,145.0,177.8,0.0,39.37577002053388,21,7,1,0.0,0,0,308.0,1.0,2.0,4.0,6.0,28.0,159.0,175.0,0.0,300.0
1472,440.0,0.0,64.0,52.0,18.0,11.0,4.0,2.0,2.0,0.0,305.0,90,121,440.0,3761.0,440.0,3.0,0,0,0,2,169,170.18,145.0,177.8,0.0,39.37577002053388,21,7,1,0.0,105,0,613.0,1.0,4.0,6.0,10.0,46.0,211.0,239.0,0.0,234.5
1589,440.0,0.0,49.0,32.0,21.0,6.0,9.0,4.0,4.0,2.0,236.0,97,165,2722.0,440.0,2722.0,3.0,0,0,0,1,300,170.18,145.0,177.8,0.0,39.37577002053388,21,7,1,0.0,27,0,849.0,3.0,8.0,10.0,19.0,67.0,243.0,288.0,0.0,256.3333333333333
1704,440.0,0.0,95.0,68.0,43.0,19.0,14.0,7.0,0.0,1.0,401.0,103,84,440.0,1382.0,440.0,3.0,0,0,0,1,300,170.18,145.0,177.8,0.0,39.37577002053388,21,7,1,0.0,0,0,1250.0,4.0,8.0,17.0,33.0,110.0,311.0,383.0,0.0,267.25
1823,440.0,0.0,77.0,39.0,35.0,13.0,3.0,1.0,3.0,1.0,261.0,109,3,116.0,440.0,116.0,3.0,0,0,0,0,117,170.18,145.0,177.8,0.0,39.37577002053388,21,7,1,0.0,7,4,1511.0,5.0,11.0,18.0,36.0,145.0,350.0,460.0,0.0,237.2
1923,440.0,0.0,146.0,86.0,72.0,18.0,11.0,1.0,0.0,0.0,206.0,114,75,1276.0,440.0,1276.0,3.0,0,0,0,1,300,170.18,145.0,177.8,0.0,39.37577002053388,21,7,1,0.0,54,0,1717.0,5.0,11.0,19.0,47.0,217.0,436.0,606.0,0.0,247.66666666666666
2102,440.0,0.0,115.0,70.0,64.0,27.0,7.0,3.0,0.0,0.0,308.0,123,84,440.0,2885.0,440.0,3.0,0,0,0,1,300,170.18,145.0,177.8,0.0,39.37577002053388,21,7,1,0.0,0,0,2025.0,5.0,11.0,22.0,54.0,281.0,506.0,721.0,0.0,255.14285714285714
2862,440.0,0.0,63.0,50.0,11.0,7.0,2.0,2.0,1.0,0.0,178.0,159,92,440.0,3911.0,440.0,3.0,0,0,0,2,227,170.18,145.0,177.8,0.0,39.37577002053388,21,7,1,0.0,132,0,2203.0,5.0,12.0,24.0,56.0,292.0,556.0,784.0,0.0,251.625
3094,440.0,0.0,71.0,23.0,70.0,22.0,1.0,1.0,0.0,0.0,29.0,170,117,440.0,965.0,965.0,3.0,0,0,0,0,88,170.18,145.0,177.8,0.0,39.37577002053388,21,7,1,0.0,139,0,2232.0,5.0,12.0,25.0,57.0,362.0,579.0,855.0,0.0,233.44444444444446
3346,440.0,0.0,140.0,109.0,26.0,10.0,7.0,3.0,0.0,0.0,403.0,181,6,440.0,2981.0,440.0,3.0,0,0,0,0,171,170.18,145.0,177.8,0.0,39.37577002053388,21,7,1,0.0,16,6,2635.0,5.0,12.0,28.0,64.0,388.0,688.0,995.0,0.0,227.2
3600,440.0,0.0,136.0,57.0,128.0,50.0,11.0,2.0,0.0,0.0,144.0,193,117,440.0,519.0,440.0,3.0,0,0,0,1,300,170.18,145.0,177.8,0.0,39.37577002053388,21,7,1,0.0,16,6,2779.0,5.0,12.0,30.0,75.0,516.0,745.0,1131.0,0.0,233.8181818181818
4270,440.0,0.0,10.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,224,3,440.0,1436.0,1436.0,3.0,0,0,0,0,115,170.18,145.0,177.8,0.0,39.37577002053388,21,7,1,0.0,36,6,2779.0,5.0,12.0,30.0,75.0,526.0,747.0,1141.0,0.0,223.91666666666666
4886,440.0,0.0,24.0,20.0,11.0,7.0,1.0,1.0,1.0,0.0,78.0,251,3,440.0,888.0,440.0,3.0,0,0,0,2,158,170.18,145.0,177.8,0.0,39.37577002053388,21,7,1,0.0,108,6,2857.0,5.0,13.0,31.0,76.0,537.0,767.0,1165.0,0.0,218.84615384615384
5598,440.0,0.0,63.0,45.0,31.0,18.0,3.0,2.0,1.0,0.0,232.0,284,15,440.0,1259.0,440.0,3.0,0,1,0,2,267,170.18,145.0,177.8,0.0,39.37577002053388,21,7,1,0.0,120,0,3089.0,5.0,14.0,33.0,79.0,568.0,812.0,1228.0,0.0,222.28571428571428
6392,440.0,0.0,177.0,114.0,94.0,39.0,11.0,6.0,0.0,0.0,505.0,320,3,440.0,1377.0,1377.0,3.0,0,1,0,0,250,170.18,145.0,177.8,0.0,39.37577002053388,21,7,1,0.0,107,0,3594.0,5.0,14.0,39.0,90.0,662.0,926.0,1405.0,0.0,224.13333333333333
6743,440.0,0.0,7.0,2.0,7.0,2.0,0.0,0.0,1.0,0.0,1.0,336,117,2702.0,440.0,440.0,3.0,0,1,0,2,39,170.18,145.0,177.8,0.0,39.37577002053388,21,7,1,0.0,36,6,3595.0,5.0,15.0,39.0,90.0,669.0,928.0,1412.0,0.0,212.5625
7355,440.0,0.0,17.0,13.0,5.0,2.0,2.0,2.0,0.0,0.0,118.0,361,0,3472.0,440.0,3472.0,3.0,0,1,0,0,162,170.18,145.0,177.8,0.0,39.37577002053388,21,7,1,0.0,0,0,3713.0,5.0,15.0,41.0,92.0,674.0,941.0,1429.0,0.0,209.58823529411765
4456,442.0,0.0,80.0,54.0,42.0,23.0,7.0,3.0,3.0,0.0,296.0,232,147,442.0,7.0,7.0,3.0,0,7,1,0,175,167.64,135.0,165.1,0.0,37.60164271047228,19,9,0,0.0,0,0,296.0,0.0,3.0,3.0,7.0,42.0,54.0,80.0,0.0,175.0
5005,442.0,0.0,54.0,28.0,50.0,24.0,3.0,1.0,0.0,1.0,119.0,256,117,934.0,442.0,934.0,5.0,1,7,1,2,58,167.64,135.0,165.1,0.0,37.60164271047228,19,9,0,0.0,0,0,415.0,1.0,3.0,4.0,10.0,92.0,82.0,134.0,0.0,116.5
5284,442.0,0.0,124.0,82.0,57.0,27.0,7.0,1.0,2.0,0.0,353.0,269,0,442.0,3541.0,442.0,3.0,0,7,1,1,300,167.64,135.0,165.1,0.0,37.60164271047228,19,9,0,0.0,17,0,768.0,1.0,5.0,5.0,17.0,149.0,164.0,258.0,0.0,177.66666666666666
5724,442.0,0.0,150.0,88.0,116.0,55.0,4.0,1.0,0.0,0.0,163.0,290,28,442.0,1533.0,442.0,3.0,0,7,1,1,300,167.64,135.0,165.1,0.0,37.60164271047228,19,9,0,0.0,83,21,931.0,1.0,5.0,6.0,21.0,265.0,252.0,408.0,0.0,208.25
6076,442.0,0.0,115.0,75.0,60.0,23.0,0.0,0.0,2.0,1.0,356.0,306,6,442.0,1756.0,442.0,3.0,0,7,1,1,300,167.64,135.0,165.1,0.0,37.60164271047228,19,9,0,0.0,0,0,1287.0,2.0,7.0,6.0,21.0,325.0,327.0,523.0,0.0,226.6
6574,442.0,1.0,148.0,84.0,122.0,58.0,4.0,1.0,2.0,0.0,368.0,328,75,442.0,3043.0,442.0,3.0,0,7,1,1,300,167.64,135.0,165.1,0.0,37.60164271047228,19,9,0,0.0,48,0,1655.0,2.0,9.0,7.0,25.0,447.0,411.0,671.0,1.0,238.83333333333334
7095,442.0,0.0,132.0,65.0,104.0,40.0,9.0,2.0,2.0,0.0,305.0,350,121,2529.0,442.0,442.0,5.0,1,7,1,2,210,167.64,135.0,165.1,0.0,37.60164271047228,19,9,0,0.0,0,0,1960.0,2.0,11.0,9.0,34.0,551.0,476.0,803.0,1.0,234.71428571428572
7386,442.0,0.0,15.0,3.0,15.0,3.0,5.0,0.0,0.0,0.0,0.0,362,0,442.0,1440.0,1440.0,5.0,1,7,1,2,196,167.64,135.0,165.1,0.0,37.60164271047228,19,9,0,0.0,0,0,1960.0,2.0,11.0,9.0,39.0,566.0,479.0,818.0,1.0,229.875
7694,442.0,0.0,93.0,48.0,65.0,21.0,5.0,1.0,0.0,0.0,267.0,376,3,442.0,1263.0,1263.0,3.0,0,7,1,1,300,167.64,135.0,165.1,0.0,37.60164271047228,19,9,0,0.0,18,0,2227.0,2.0,11.0,10.0,44.0,631.0,527.0,911.0,1.0,237.66666666666666
12161,442.0,0.0,183.0,110.0,120.0,65.0,6.0,3.0,0.0,0.0,352.0,569,1,1070.0,442.0,442.0,3.0,0,7,1,0,113,167.64,135.0,165.1,0.0,37.60164271047228,19,9,0,0.0,0,0,2579.0,2.0,11.0,13.0,50.0,751.0,637.0,1094.0,1.0,225.2
12533,442.0,0.0,302.0,145.0,276.0,122.0,6.0,1.0,0.0,0.0,172.0,585,4,246.0,442.0,246.0,5.0,0,7,1,1,300,167.64,135.0,165.1,0.0,37.60164271047228,19,9,0,0.0,0,0,2751.0,2.0,11.0,14.0,56.0,1027.0,782.0,1396.0,1.0,232.0
13183,442.0,0.0,201.0,121.0,164.0,85.0,7.0,0.0,0.0,0.0,125.0,612,15,1554.0,442.0,1554.0,3.0,0,8,1,1,300,167.64,135.0,165.1,0.0,37.60164271047228,19,9,0,0.0,22,0,2876.0,2.0,11.0,14.0,63.0,1191.0,903.0,1597.0,1.0,237.66666666666666
358,446.0,0.0,39.0,25.0,37.0,24.0,1.0,1.0,4.0,0.0,,21,121,446.0,2848.0,446.0,1.0,0,5,0,2,477,182.88,185.0,187.96,0.0,53.1170431211499,32,8,0,0.0,107,0,,0.0,4.0,1.0,1.0,37.0,25.0,39.0,0.0,477.0
374,446.0,0.0,35.0,25.0,32.0,23.0,1.0,1.0,1.0,0.0,,22,121,446.0,2463.0,446.0,1.0,0,5,0,0,178,182.88,185.0,187.96,0.0,53.1170431211499,32,8,0,0.0,154,0,,0.0,5.0,2.0,2.0,69.0,50.0,74.0,0.0,327.5
514,446.0,0.0,55.0,47.0,40.0,32.0,1.0,1.0,0.0,0.0,251.0,32,117,446.0,2842.0,446.0,3.0,0,5,0,0,298,182.88,185.0,187.96,0.0,53.1170431211499,32,8,0,0.0,151,21,251.0,0.0,5.0,3.0,3.0,109.0,97.0,129.0,0.0,317.6666666666667
535,446.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,33,121,1376.0,446.0,1376.0,5.0,1,10,0,0,32,182.88,185.0,187.96,0.0,53.1170431211499,32,8,0,0.0,75,0,252.0,0.0,5.0,3.0,3.0,110.0,97.0,130.0,0.0,246.25
590,446.0,0.0,7.0,6.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,37,117,446.0,1626.0,446.0,3.0,0,10,0,2,55,182.88,185.0,187.96,0.0,53.1170431211499,32,8,0,0.0,0,0,252.0,0.0,9.0,3.0,3.0,114.0,103.0,137.0,0.0,208.0
624,446.0,0.0,18.0,12.0,13.0,7.0,0.0,0.0,0.0,0.0,103.0,39,211,446.0,656.0,446.0,3.0,0,10,0,4,126,182.88,185.0,187.96,0.0,53.1170431211499,32,8,0,0.0,0,0,355.0,0.0,9.0,3.0,3.0,127.0,115.0,155.0,0.0,194.33333333333334
660,446.0,0.0,161.0,131.0,98.0,70.0,5.0,3.0,0.0,0.0,829.0,42,188,446.0,2626.0,446.0,3.0,0,10,0,1,300,182.88,185.0,187.96,0.0,53.1170431211499,32,8,0,0.0,7,4,1184.0,0.0,9.0,6.0,8.0,225.0,246.0,316.0,0.0,209.42857142857142
725,446.0,0.0,14.0,6.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,46,188,2943.0,446.0,2943.0,3.0,0,10,0,0,160,182.88,185.0,187.96,0.0,53.1170431211499,32,8,0,0.0,13,0,1184.0,0.0,9.0,6.0,8.0,239.0,252.0,330.0,0.0,203.25
776,446.0,0.0,46.0,40.0,34.0,28.0,4.0,1.0,0.0,0.0,147.0,49,188,446.0,3851.0,446.0,3.0,0,5,0,0,282,182.88,185.0,187.96,0.0,53.1170431211499,32,8,0,0.0,149,0,1331.0,0.0,9.0,7.0,12.0,273.0,292.0,376.0,0.0,212.0
822,446.0,0.0,148.0,118.0,102.0,73.0,12.0,5.0,0.0,0.0,365.0,52,121,446.0,3851.0,446.0,3.0,0,5,0,1,300,182.88,185.0,187.96,0.0,53.1170431211499,32,8,0,0.0,0,0,1696.0,0.0,9.0,12.0,24.0,375.0,410.0,524.0,0.0,220.8
852,446.0,0.0,17.0,6.0,17.0,6.0,0.0,0.0,1.0,0.0,0.0,54,121,446.0,2097.0,446.0,3.0,0,5,0,2,142,182.88,185.0,187.96,0.0,53.1170431211499,32,8,0,0.0,75,0,1696.0,0.0,10.0,12.0,24.0,392.0,416.0,541.0,0.0,213.63636363636363
872,446.0,0.0,77.0,62.0,28.0,19.0,0.0,0.0,0.0,0.0,189.0,55,0,446.0,420.0,446.0,5.0,1,5,0,0,275,182.88,185.0,187.96,0.0,53.1170431211499,32,8,0,0.0,0,0,1885.0,0.0,10.0,12.0,24.0,420.0,478.0,618.0,0.0,218.75
923,446.0,1.0,99.0,27.0,95.0,25.0,5.0,1.0,1.0,0.0,48.0,58,0,2943.0,446.0,2943.0,5.0,1,5,0,4,205,182.88,185.0,187.96,0.0,53.1170431211499,32,8,0,0.0,75,0,1933.0,0.0,11.0,13.0,29.0,515.0,505.0,717.0,1.0,217.69230769230768
973,446.0,0.0,86.0,61.0,24.0,15.0,4.0,3.0,2.0,0.0,360.0,61,121,1992.0,446.0,1992.0,3.0,0,5,0,4,255,182.88,185.0,187.96,0.0,53.1170431211499,32,8,0,0.0,0,0,2293.0,0.0,13.0,16.0,33.0,539.0,566.0,803.0,1.0,220.35714285714286
