fight_stat_id,fighter_id,knockdowns,total_strikes_att,total_strikes_succ,sig_strikes_att,sig_strikes_succ,takedown_att,takedown_succ,submission_att,reversals,ctrl_time,event_id,referee,f_1,f_2,winner,num_rounds,title_fight,weight_class,gender,result,finish_time,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq,event_city,event_country,cumulative_ctrl_time,cumulative_reversals,cumulative_submission_att,cumulative_takedown_succ,cumulative_takedown_att,cumulative_sig_strikes_att,cumulative_total_strikes_succ,cumulative_total_strikes_att,cumulative_knockdowns,avg_finish_time
9211,2.0,0.0,147.0,93.0,112.0,59.0,0.0,0.0,1.0,0.0,0.0,442,5,2694.0,2.0,2694.0,3.0,0,0,0,1,300,170.18,155.0,177.8,0.0,31.972621492128678,13,1,0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,112.0,93.0,147.0,0.0,300.0
4455,7.0,0.0,120.0,107.0,42.0,35.0,1.0,1.0,1.0,2.0,353.0,232,147,442.0,7.0,7.0,3.0,0,7,1,0,175,167.64,145.0,172.72,1.0,41.73305954825462,10,4,0,0.0,0,0,353.0,2.0,1.0,1.0,1.0,42.0,107.0,120.0,0.0,175.0
5744,7.0,0.0,116.0,93.0,60.0,40.0,3.0,3.0,3.0,0.0,417.0,291,4,7.0,1440.0,7.0,3.0,0,7,1,0,81,167.64,145.0,172.72,1.0,41.73305954825462,10,4,0,0.0,0,0,770.0,2.0,4.0,4.0,4.0,102.0,200.0,236.0,0.0,128.0
6145,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,309,121,934.0,7.0,934.0,5.0,1,7,1,2,14,167.64,145.0,172.72,1.0,41.73305954825462,10,4,0,0.0,60,0,773.0,2.0,4.0,4.0,4.0,103.0,200.0,237.0,0.0,90.0
7378,7.0,0.0,37.0,23.0,23.0,11.0,4.0,3.0,0.0,2.0,545.0,362,0,7.0,1274.0,1274.0,3.0,0,7,1,1,300,167.64,145.0,172.72,1.0,41.73305954825462,10,4,0,0.0,0,0,1318.0,4.0,4.0,7.0,8.0,126.0,223.0,274.0,0.0,142.5
8960,7.0,0.0,128.0,77.0,106.0,59.0,2.0,0.0,0.0,0.0,14.0,431,4,7.0,246.0,246.0,3.0,0,7,1,1,300,167.64,145.0,172.72,1.0,41.73305954825462,10,4,0,0.0,0,0,1332.0,4.0,4.0,7.0,10.0,232.0,300.0,402.0,0.0,174.0
9266,7.0,0.0,123.0,94.0,57.0,33.0,10.0,6.0,0.0,0.0,534.0,444,112,7.0,1070.0,7.0,3.0,0,7,1,1,300,167.64,145.0,172.72,1.0,41.73305954825462,10,4,0,0.0,71,0,1866.0,4.0,4.0,13.0,20.0,289.0,394.0,525.0,0.0,195.0
9710,7.0,0.0,6.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,462,6,7.0,3979.0,3979.0,3.0,0,12,1,0,61,167.64,145.0,172.72,1.0,41.73305954825462,10,4,0,0.0,60,0,1866.0,4.0,4.0,13.0,20.0,295.0,397.0,531.0,0.0,175.85714285714286
10403,11.0,0.0,96.0,70.0,31.0,10.0,4.0,0.0,0.0,0.0,146.0,491,39,1929.0,11.0,1929.0,3.0,0,0,0,1,300,185.42,155.0,190.5,0.0,27.01163586584531,14,4,0,0.0,19,7,146.0,0.0,0.0,0.0,4.0,31.0,70.0,96.0,0.0,300.0
11419,11.0,0.0,98.0,54.0,89.0,47.0,5.0,1.0,0.0,2.0,72.0,536,10,1573.0,11.0,11.0,3.0,0,0,0,1,300,185.42,155.0,190.5,0.0,27.01163586584531,14,4,0,0.0,19,7,218.0,2.0,0.0,1.0,9.0,120.0,124.0,194.0,0.0,300.0
12050,11.0,0.0,125.0,43.0,121.0,39.0,0.0,0.0,0.0,0.0,0.0,565,43,11.0,268.0,11.0,3.0,0,0,0,1,300,185.42,155.0,190.5,0.0,27.01163586584531,14,4,0,0.0,28,0,218.0,2.0,0.0,1.0,9.0,241.0,167.0,319.0,0.0,300.0
12741,11.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,594,0,1760.0,11.0,1760.0,3.0,0,0,0,2,131,185.42,155.0,190.5,0.0,27.01163586584531,14,4,0,0.0,0,0,222.0,2.0,0.0,1.0,9.0,242.0,168.0,320.0,0.0,257.75
13320,11.0,0.0,162.0,111.0,108.0,60.0,7.0,3.0,0.0,1.0,408.0,618,9,11.0,2998.0,11.0,3.0,0,0,0,1,300,185.42,155.0,190.5,0.0,27.01163586584531,14,4,0,0.0,2,2,630.0,3.0,0.0,4.0,16.0,350.0,279.0,482.0,0.0,266.2
14219,11.0,0.0,153.0,96.0,113.0,61.0,5.0,1.0,0.0,0.0,90.0,655,4,2583.0,11.0,11.0,3.0,0,0,0,1,300,185.42,155.0,190.5,0.0,27.01163586584531,14,4,0,0.0,7,4,720.0,3.0,0.0,5.0,21.0,463.0,375.0,635.0,0.0,271.8333333333333
11093,12.0,0.0,126.0,73.0,119.0,66.0,11.0,2.0,0.0,0.0,29.0,521,55,1343.0,12.0,1343.0,3.0,0,9,0,1,300,162.56,125.0,167.64,2.0,35.57015742642026,14,9,0,0.0,19,7,29.0,0.0,0.0,2.0,11.0,119.0,73.0,126.0,0.0,300.0
11669,12.0,0.0,150.0,74.0,132.0,59.0,3.0,1.0,0.0,0.0,27.0,548,4,4065.0,12.0,4065.0,3.0,0,9,0,1,300,162.56,125.0,167.64,2.0,35.57015742642026,14,9,0,0.0,19,7,56.0,0.0,0.0,3.0,14.0,251.0,147.0,276.0,0.0,300.0
12124,12.0,0.0,24.0,10.0,24.0,10.0,0.0,0.0,1.0,0.0,12.0,568,5,12.0,1019.0,12.0,3.0,0,9,0,2,122,162.56,125.0,167.64,2.0,35.57015742642026,14,9,0,0.0,0,0,68.0,0.0,1.0,3.0,14.0,275.0,157.0,300.0,0.0,240.66666666666666
12545,12.0,0.0,79.0,31.0,79.0,31.0,0.0,0.0,0.0,0.0,0.0,586,16,2285.0,12.0,2285.0,3.0,0,9,0,0,242,162.56,125.0,167.64,2.0,35.57015742642026,14,9,0,0.0,0,0,68.0,0.0,1.0,3.0,14.0,354.0,188.0,379.0,0.0,241.0
13031,12.0,0.0,146.0,68.0,112.0,37.0,13.0,2.0,0.0,0.0,332.0,606,0,1638.0,12.0,1638.0,3.0,0,9,0,1,300,162.56,125.0,167.64,2.0,35.57015742642026,14,9,0,0.0,0,0,400.0,0.0,1.0,5.0,27.0,466.0,256.0,525.0,0.0,252.8
13541,12.0,0.0,258.0,141.0,234.0,119.0,4.0,1.0,0.0,0.0,63.0,627,16,2354.0,12.0,2354.0,3.0,0,9,0,1,300,162.56,125.0,167.64,2.0,35.57015742642026,14,9,0,0.0,0,0,463.0,0.0,1.0,6.0,31.0,700.0,397.0,783.0,0.0,260.6666666666667
14106,12.0,0.0,291.0,104.0,287.0,103.0,5.0,1.0,0.0,0.0,70.0,651,26,12.0,296.0,296.0,3.0,0,9,0,1,300,162.56,125.0,167.64,2.0,35.57015742642026,14,9,0,0.0,8,0,533.0,0.0,1.0,7.0,36.0,987.0,501.0,1074.0,0.0,266.2857142857143
5612,13.0,0.0,152.0,107.0,67.0,27.0,0.0,0.0,0.0,2.0,237.0,285,38,13.0,168.0,168.0,3.0,0,4,0,1,300,165.1,125.0,162.56,0.0,33.12799452429842,2,4,0,0.0,119,13,237.0,2.0,0.0,0.0,0.0,67.0,107.0,152.0,0.0,300.0
6307,13.0,0.0,112.0,12.0,108.0,9.0,6.0,1.0,0.0,0.0,39.0,317,153,395.0,13.0,13.0,3.0,0,9,0,1,300,165.1,125.0,162.56,0.0,33.12799452429842,2,4,0,0.0,109,25,276.0,2.0,0.0,1.0,6.0,175.0,119.0,264.0,0.0,300.0
6818,13.0,0.0,6.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,339,7,13.0,747.0,747.0,3.0,0,9,0,0,44,165.1,125.0,162.56,0.0,33.12799452429842,2,4,0,0.0,101,9,278.0,2.0,0.0,1.0,6.0,181.0,120.0,270.0,0.0,214.66666666666666
7750,13.0,0.0,128.0,33.0,124.0,29.0,6.0,1.0,0.0,0.0,115.0,379,7,13.0,2103.0,2103.0,3.0,0,9,0,1,300,165.1,125.0,162.56,0.0,33.12799452429842,2,4,0,0.0,39,1,393.0,2.0,0.0,2.0,12.0,305.0,153.0,398.0,0.0,236.0
9331,16.0,0.0,200.0,83.0,194.0,77.0,2.0,1.0,0.0,0.0,48.0,447,83,431.0,16.0,16.0,3.0,0,2,1,1,300,162.56,115.0,160.02,2.0,34.614647501711154,24,3,0,0.0,60,0,48.0,0.0,0.0,1.0,2.0,194.0,83.0,200.0,0.0,300.0
9582,16.0,0.0,79.0,63.0,58.0,45.0,3.0,1.0,2.0,0.0,150.0,457,39,16.0,4082.0,16.0,3.0,0,2,1,2,221,162.56,115.0,160.02,2.0,34.614647501711154,24,3,0,0.0,64,13,198.0,0.0,2.0,2.0,5.0,252.0,146.0,279.0,0.0,260.5
9861,16.0,0.0,204.0,118.0,142.0,63.0,8.0,2.0,0.0,1.0,280.0,468,5,375.0,16.0,16.0,3.0,0,2,1,1,300,162.56,115.0,160.02,2.0,34.614647501711154,24,3,0,0.0,0,0,478.0,1.0,2.0,4.0,13.0,394.0,264.0,483.0,0.0,273.6666666666667
10401,16.0,1.0,38.0,29.0,38.0,29.0,0.0,0.0,0.0,0.0,1.0,490,55,3976.0,16.0,16.0,5.0,1,2,1,0,42,162.56,115.0,160.02,2.0,34.614647501711154,24,3,0,0.0,42,13,479.0,1.0,2.0,4.0,13.0,432.0,293.0,521.0,1.0,215.75
10894,16.0,0.0,413.0,170.0,408.0,165.0,8.0,1.0,0.0,0.0,74.0,511,16,16.0,2396.0,16.0,5.0,1,2,1,1,300,162.56,115.0,160.02,2.0,34.614647501711154,24,3,0,0.0,0,0,553.0,1.0,2.0,5.0,21.0,840.0,463.0,934.0,1.0,232.6
11936,16.0,0.0,11.0,7.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,559,16,16.0,1523.0,1523.0,5.0,1,2,1,0,78,162.56,115.0,160.02,2.0,34.614647501711154,24,3,0,0.0,8,0,553.0,1.0,2.0,5.0,21.0,851.0,470.0,945.0,1.0,206.83333333333334
12487,16.0,0.0,272.0,162.0,173.0,83.0,11.0,5.0,0.0,0.0,217.0,583,6,1523.0,16.0,1523.0,5.0,1,2,1,1,300,162.56,115.0,160.02,2.0,34.614647501711154,24,3,0,0.0,18,0,770.0,1.0,2.0,10.0,32.0,1024.0,632.0,1217.0,1.0,220.14285714285714
13072,16.0,1.0,130.0,94.0,102.0,69.0,6.0,3.0,0.0,0.0,169.0,607,6,16.0,2396.0,16.0,3.0,0,2,1,0,148,162.56,115.0,160.02,2.0,34.614647501711154,24,3,0,0.0,3,3,939.0,1.0,2.0,13.0,38.0,1126.0,726.0,1347.0,2.0,211.125
13525,16.0,0.0,90.0,42.0,78.0,37.0,0.0,0.0,1.0,1.0,90.0,626,16,3063.0,16.0,16.0,5.0,1,2,1,2,65,162.56,115.0,160.02,2.0,34.614647501711154,24,3,0,0.0,18,0,1029.0,2.0,3.0,13.0,38.0,1204.0,768.0,1437.0,2.0,194.88888888888889
14322,16.0,1.0,358.0,296.0,217.0,163.0,7.0,6.0,0.0,0.0,967.0,659,15,16.0,2057.0,16.0,5.0,1,2,1,1,300,162.56,115.0,160.02,2.0,34.614647501711154,24,3,0,0.0,4,0,1996.0,2.0,3.0,19.0,45.0,1421.0,1064.0,1795.0,3.0,205.4
5155,17.0,0.0,60.0,37.0,25.0,10.0,10.0,4.0,2.0,0.0,209.0,263,28,196.0,17.0,17.0,3.0,1,3,0,1,300,180.34,155.0,180.34,1.0,34.04243668720055,23,9,1,0.0,119,13,209.0,0.0,2.0,4.0,10.0,25.0,37.0,60.0,0.0,300.0
5624,17.0,0.0,179.0,130.0,40.0,19.0,4.0,2.0,1.0,0.0,483.0,285,45,17.0,1422.0,17.0,3.0,0,0,0,1,300,180.34,155.0,180.34,1.0,34.04243668720055,23,9,1,0.0,119,13,692.0,0.0,3.0,6.0,14.0,65.0,167.0,239.0,0.0,300.0
6028,17.0,0.0,67.0,47.0,46.0,28.0,7.0,0.0,0.0,0.0,226.0,304,15,17.0,219.0,219.0,3.0,0,0,0,1,300,180.34,155.0,180.34,1.0,34.04243668720055,23,9,1,0.0,4,0,918.0,0.0,3.0,6.0,21.0,111.0,214.0,306.0,0.0,300.0
6316,17.0,0.0,81.0,51.0,47.0,20.0,2.0,1.0,0.0,0.0,151.0,317,7,17.0,2362.0,2362.0,3.0,0,0,0,1,300,180.34,155.0,180.34,1.0,34.04243668720055,23,9,1,0.0,109,25,1069.0,0.0,3.0,7.0,23.0,158.0,265.0,387.0,0.0,300.0
3068,18.0,0.0,11.0,4.0,11.0,4.0,0.0,0.0,1.0,0.0,0.0,169,38,18.0,1078.0,18.0,3.0,0,1,0,2,48,172.72,155.0,175.26,0.0,45.667351129363446,15,4,0,0.0,1,1,0.0,0.0,1.0,0.0,0.0,11.0,4.0,11.0,0.0,48.0
3426,18.0,0.0,18.0,2.0,18.0,2.0,0.0,0.0,3.0,0.0,45.0,185,3,18.0,3103.0,3103.0,3.0,0,1,0,1,300,172.72,155.0,175.26,0.0,45.667351129363446,15,4,0,0.0,26,0,45.0,0.0,4.0,0.0,0.0,29.0,6.0,29.0,0.0,174.0
3692,18.0,0.0,19.0,6.0,19.0,6.0,0.0,0.0,1.0,0.0,1.0,198,0,18.0,450.0,450.0,3.0,0,1,0,0,32,172.72,155.0,175.26,0.0,45.667351129363446,15,4,0,0.0,83,21,46.0,0.0,5.0,0.0,0.0,48.0,12.0,48.0,0.0,126.66666666666667
4140,18.0,0.0,102.0,46.0,93.0,40.0,2.0,2.0,0.0,0.0,76.0,218,6,18.0,347.0,347.0,3.0,0,0,0,1,300,172.72,155.0,175.26,0.0,45.667351129363446,15,4,0,0.0,119,13,122.0,0.0,5.0,2.0,2.0,141.0,58.0,150.0,0.0,170.0
13369,23.0,0.0,178.0,52.0,178.0,52.0,0.0,0.0,0.0,0.0,0.0,620,0,1415.0,23.0,1415.0,3.0,0,0,0,1,300,185.42,155.0,195.58,2.0,24.71731690622861,14,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,178.0,52.0,178.0,0.0,300.0
13897,23.0,1.0,225.0,84.0,207.0,78.0,1.0,0.0,0.0,0.0,104.0,642,4,287.0,23.0,23.0,3.0,0,0,0,1,300,185.42,155.0,195.58,2.0,24.71731690622861,14,1,0,0.0,12,0,104.0,0.0,0.0,0.0,1.0,385.0,136.0,403.0,1.0,300.0
14410,23.0,0.0,101.0,36.0,101.0,36.0,0.0,0.0,1.0,0.0,17.0,663,4,23.0,2846.0,23.0,3.0,0,0,0,2,206,185.42,155.0,195.58,2.0,24.71731690622861,14,1,0,0.0,0,0,121.0,0.0,1.0,0.0,1.0,486.0,172.0,504.0,1.0,268.6666666666667
14361,25.0,0.0,41.0,9.0,41.0,9.0,0.0,0.0,0.0,0.0,0.0,661,9,3488.0,25.0,3488.0,3.0,0,1,0,0,231,172.72,145.0,172.72,0.0,27.422313483915126,11,4,0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,41.0,9.0,41.0,0.0,231.0
9293,26.0,0.0,99.0,63.0,64.0,33.0,5.0,2.0,5.0,1.0,162.0,445,55,1004.0,26.0,1004.0,3.0,0,3,0,1,300,182.88,170.0,190.5,0.0,33.648186173853524,17,7,0,0.0,70,18,162.0,1.0,5.0,2.0,5.0,64.0,63.0,99.0,0.0,300.0
9589,26.0,1.0,185.0,74.0,184.0,73.0,4.0,0.0,0.0,0.0,49.0,457,39,2029.0,26.0,2029.0,3.0,0,3,0,0,247,182.88,170.0,190.5,0.0,33.648186173853524,17,7,0,0.0,64,13,211.0,1.0,5.0,2.0,9.0,248.0,137.0,284.0,1.0,273.5
10619,26.0,0.0,34.0,25.0,11.0,2.0,0.0,0.0,2.0,0.0,0.0,500,6,1434.0,26.0,26.0,3.0,0,3,0,2,170,182.88,170.0,190.5,0.0,33.648186173853524,17,7,0,0.0,37,10,211.0,1.0,7.0,2.0,9.0,259.0,162.0,318.0,1.0,239.0
11626,26.0,0.0,190.0,114.0,114.0,44.0,1.0,1.0,0.0,0.0,126.0,546,4,26.0,3092.0,3092.0,3.0,0,3,0,1,300,182.88,170.0,190.5,0.0,33.648186173853524,17,7,0,0.0,19,7,337.0,1.0,7.0,3.0,10.0,373.0,276.0,508.0,1.0,254.25
12291,26.0,0.0,210.0,91.0,205.0,86.0,2.0,1.0,0.0,0.0,39.0,575,4,1597.0,26.0,1597.0,3.0,0,3,0,1,300,182.88,170.0,190.5,0.0,33.648186173853524,17,7,0,0.0,0,0,376.0,1.0,7.0,4.0,12.0,578.0,367.0,718.0,1.0,263.4
6360,30.0,0.0,135.0,61.0,131.0,57.0,2.0,0.0,0.0,1.0,36.0,319,67,30.0,3315.0,3315.0,3.0,0,3,0,1,300,180.34,170.0,185.42,0.0,37.28678986995209,24,7,0,0.0,108,6,36.0,1.0,0.0,0.0,2.0,131.0,61.0,135.0,0.0,300.0
7150,30.0,0.0,152.0,78.0,146.0,72.0,3.0,0.0,1.0,1.0,171.0,353,3,30.0,4074.0,30.0,3.0,0,3,0,0,183,180.34,170.0,185.42,0.0,37.28678986995209,24,7,0,0.0,38,0,207.0,2.0,1.0,0.0,5.0,277.0,139.0,287.0,0.0,241.5
7617,30.0,0.0,131.0,45.0,120.0,34.0,1.0,1.0,2.0,0.0,76.0,373,138,1531.0,30.0,30.0,3.0,0,3,0,1,300,180.34,170.0,185.42,0.0,37.28678986995209,24,7,0,0.0,94,0,283.0,2.0,3.0,1.0,6.0,397.0,184.0,418.0,0.0,261.0
8369,30.0,0.0,220.0,84.0,219.0,83.0,7.0,1.0,0.0,0.0,72.0,405,48,2779.0,30.0,30.0,3.0,0,3,0,1,300,180.34,170.0,185.42,0.0,37.28678986995209,24,7,0,0.0,86,0,355.0,2.0,3.0,2.0,13.0,616.0,268.0,638.0,0.0,270.75
8556,30.0,0.0,186.0,94.0,176.0,84.0,5.0,0.0,0.0,0.0,152.0,414,28,30.0,2721.0,30.0,3.0,0,3,0,1,300,180.34,170.0,185.42,0.0,37.28678986995209,24,7,0,0.0,36,6,507.0,2.0,3.0,2.0,18.0,792.0,362.0,824.0,0.0,276.6
9066,30.0,1.0,63.0,18.0,58.0,15.0,1.0,0.0,0.0,0.0,6.0,436,41,30.0,512.0,30.0,3.0,0,3,0,0,220,180.34,170.0,185.42,0.0,37.28678986995209,24,7,0,0.0,16,6,513.0,2.0,3.0,2.0,19.0,850.0,380.0,887.0,1.0,267.1666666666667
9432,30.0,1.0,32.0,15.0,32.0,15.0,0.0,0.0,0.0,0.0,8.0,451,41,30.0,268.0,30.0,3.0,0,3,0,0,80,180.34,170.0,185.42,0.0,37.28678986995209,24,7,0,0.0,36,6,521.0,2.0,3.0,2.0,19.0,882.0,395.0,919.0,2.0,240.42857142857142
9892,30.0,0.0,13.0,10.0,9.0,6.0,1.0,1.0,1.0,0.0,128.0,469,92,30.0,1697.0,30.0,3.0,0,3,0,2,155,180.34,170.0,185.42,0.0,37.28678986995209,24,7,0,0.0,56,0,649.0,2.0,4.0,3.0,20.0,891.0,405.0,932.0,2.0,229.75
10399,30.0,0.0,162.0,55.0,160.0,54.0,1.0,0.0,0.0,0.0,24.0,490,45,2029.0,30.0,2029.0,3.0,0,3,0,0,291,180.34,170.0,185.42,0.0,37.28678986995209,24,7,0,0.0,42,13,673.0,2.0,4.0,3.0,21.0,1051.0,460.0,1094.0,2.0,236.55555555555554
10904,30.0,0.0,169.0,74.0,156.0,62.0,4.0,2.0,0.0,0.0,150.0,512,42,30.0,2155.0,30.0,3.0,0,3,0,1,300,180.34,170.0,185.42,0.0,37.28678986995209,24,7,0,0.0,29,6,823.0,2.0,4.0,5.0,25.0,1207.0,534.0,1263.0,2.0,242.9
11102,30.0,0.0,138.0,46.0,138.0,46.0,4.0,0.0,0.0,0.0,53.0,521,0,30.0,883.0,883.0,3.0,0,3,0,1,300,180.34,170.0,185.42,0.0,37.28678986995209,24,7,0,0.0,19,7,876.0,2.0,4.0,5.0,29.0,1345.0,580.0,1401.0,2.0,248.0909090909091
12444,30.0,0.0,279.0,167.0,259.0,149.0,4.0,0.0,0.0,0.0,120.0,582,49,30.0,899.0,30.0,3.0,0,3,0,1,300,180.34,170.0,185.42,0.0,37.28678986995209,24,7,0,0.0,19,7,996.0,2.0,4.0,5.0,33.0,1604.0,747.0,1680.0,2.0,252.41666666666666
14045,30.0,0.0,132.0,50.0,113.0,42.0,2.0,0.0,0.0,0.0,15.0,648,3,1434.0,30.0,30.0,3.0,0,3,0,1,300,180.34,170.0,185.42,0.0,37.28678986995209,24,7,0,0.0,0,0,1011.0,2.0,4.0,5.0,35.0,1717.0,797.0,1812.0,2.0,256.0769230769231
10779,31.0,0.0,80.0,49.0,55.0,31.0,12.0,6.0,2.0,0.0,398.0,507,50,2007.0,31.0,31.0,3.0,0,1,0,1,300,177.8,135.0,182.88,2.0,27.55373032169747,10,5,1,0.0,26,0,398.0,0.0,2.0,6.0,12.0,55.0,49.0,80.0,0.0,300.0
11069,31.0,0.0,123.0,70.0,112.0,59.0,2.0,0.0,0.0,1.0,263.0,520,0,2720.0,31.0,31.0,3.0,0,1,0,1,300,177.8,135.0,182.88,2.0,27.55373032169747,10,5,1,0.0,0,0,661.0,1.0,2.0,6.0,14.0,167.0,119.0,203.0,0.0,300.0
11206,31.0,1.0,129.0,82.0,92.0,54.0,5.0,3.0,3.0,0.0,414.0,526,1,31.0,3847.0,31.0,3.0,0,1,0,1,300,177.8,135.0,182.88,2.0,27.55373032169747,10,5,1,0.0,0,0,1075.0,1.0,5.0,9.0,19.0,259.0,201.0,332.0,1.0,300.0
11404,31.0,0.0,85.0,40.0,53.0,17.0,2.0,0.0,1.0,3.0,171.0,535,13,31.0,380.0,380.0,3.0,0,1,0,1,300,177.8,135.0,182.88,2.0,27.55373032169747,10,5,1,0.0,19,7,1246.0,4.0,6.0,9.0,21.0,312.0,241.0,417.0,1.0,300.0
11695,31.0,0.0,70.0,46.0,47.0,23.0,9.0,3.0,1.0,1.0,269.0,549,5,3471.0,31.0,3471.0,3.0,0,1,0,1,300,177.8,135.0,182.88,2.0,27.55373032169747,10,5,1,0.0,0,0,1515.0,5.0,7.0,12.0,30.0,359.0,287.0,487.0,1.0,300.0
12025,31.0,0.0,112.0,55.0,89.0,42.0,17.0,2.0,0.0,0.0,381.0,564,16,98.0,31.0,98.0,3.0,0,1,0,1,300,177.8,135.0,182.88,2.0,27.55373032169747,10,5,1,0.0,0,0,1896.0,5.0,7.0,14.0,47.0,448.0,342.0,599.0,1.0,300.0
7984,33.0,1.0,113.0,45.0,112.0,44.0,0.0,0.0,0.0,0.0,12.0,389,117,33.0,247.0,33.0,3.0,0,4,0,1,300,172.72,135.0,172.72,0.0,36.34770704996578,10,2,0,0.0,90,5,12.0,0.0,0.0,0.0,0.0,112.0,45.0,113.0,1.0,300.0
8576,33.0,0.0,106.0,47.0,105.0,46.0,1.0,0.0,0.0,1.0,100.0,415,48,33.0,1108.0,1108.0,3.0,0,4,0,0,118,172.72,135.0,172.72,0.0,36.34770704996578,10,2,0,0.0,18,0,112.0,1.0,0.0,0.0,1.0,217.0,92.0,219.0,1.0,209.0
10052,33.0,0.0,83.0,29.0,82.0,28.0,5.0,1.0,0.0,0.0,38.0,476,15,33.0,1613.0,1613.0,3.0,0,4,0,1,300,172.72,135.0,172.72,0.0,36.34770704996578,10,2,0,0.0,51,5,150.0,1.0,0.0,1.0,6.0,299.0,121.0,302.0,1.0,239.33333333333334
11738,33.0,1.0,11.0,9.0,11.0,9.0,0.0,0.0,0.0,0.0,10.0,551,1,33.0,977.0,33.0,3.0,0,4,0,0,185,172.72,135.0,172.72,0.0,36.34770704996578,10,2,0,0.0,0,0,160.0,1.0,0.0,1.0,6.0,310.0,130.0,313.0,2.0,225.75
13162,33.0,0.0,105.0,54.0,105.0,54.0,0.0,0.0,0.0,0.0,0.0,611,43,33.0,336.0,33.0,3.0,0,4,0,1,300,172.72,135.0,172.72,0.0,36.34770704996578,10,2,0,0.0,0,0,160.0,1.0,0.0,1.0,6.0,415.0,184.0,418.0,2.0,240.6
5269,35.0,0.0,11.0,3.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,269,121,1920.0,35.0,1920.0,3.0,0,5,0,0,44,187.96,185.0,187.96,0.0,42.26420260095825,14,4,0,0.0,17,0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,11.0,0.0,44.0
5488,35.0,0.0,226.0,66.0,226.0,66.0,1.0,1.0,0.0,0.0,1.0,279,117,35.0,282.0,35.0,3.0,0,5,0,1,300,187.96,185.0,187.96,0.0,42.26420260095825,14,4,0,0.0,0,0,1.0,0.0,0.0,1.0,1.0,237.0,69.0,237.0,0.0,172.0
5822,35.0,0.0,47.0,24.0,46.0,23.0,2.0,0.0,0.0,0.0,0.0,295,55,35.0,2255.0,2255.0,3.0,0,5,0,2,267,187.96,185.0,187.96,0.0,42.26420260095825,14,4,0,0.0,1,1,1.0,0.0,0.0,1.0,3.0,283.0,93.0,284.0,0.0,203.66666666666666
2511,36.0,0.0,18.0,3.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,142,0,3184.0,36.0,3184.0,3.0,0,6,0,0,127,187.96,225.0,195.58,0.0,47.73442847364819,39,16,1,1.0,0,0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,18.0,0.0,127.0
2723,36.0,0.0,102.0,69.0,61.0,33.0,1.0,0.0,2.0,3.0,96.0,152,75,937.0,36.0,937.0,3.0,0,6,0,1,300,187.96,225.0,195.58,0.0,47.73442847364819,39,16,1,1.0,9,5,96.0,3.0,2.0,0.0,1.0,79.0,72.0,120.0,0.0,213.5
2895,36.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,161,121,1926.0,36.0,1926.0,3.0,0,6,0,0,108,187.96,225.0,195.58,0.0,47.73442847364819,39,16,1,1.0,27,0,96.0,3.0,2.0,0.0,1.0,81.0,72.0,122.0,0.0,178.33333333333334
9637,37.0,0.0,66.0,44.0,43.0,23.0,0.0,0.0,0.0,0.0,57.0,459,7,1640.0,37.0,37.0,3.0,0,1,0,0,134,175.26,145.0,180.34,0.0,30.850102669404517,13,2,0,0.0,63,1,57.0,0.0,0.0,0.0,0.0,43.0,44.0,66.0,0.0,134.0
9958,37.0,1.0,177.0,99.0,148.0,73.0,3.0,0.0,0.0,0.0,159.0,472,3,37.0,1619.0,37.0,3.0,0,1,0,1,300,175.26,145.0,180.34,0.0,30.850102669404517,13,2,0,0.0,55,0,216.0,0.0,0.0,0.0,3.0,191.0,143.0,243.0,1.0,217.0
10373,37.0,1.0,79.0,34.0,79.0,34.0,0.0,0.0,0.0,0.0,4.0,489,0,3803.0,37.0,37.0,3.0,0,1,0,0,254,175.26,145.0,180.34,0.0,30.850102669404517,13,2,0,0.0,27,0,220.0,0.0,0.0,0.0,3.0,270.0,177.0,322.0,2.0,229.33333333333334
10741,37.0,0.0,177.0,90.0,155.0,73.0,0.0,0.0,1.0,1.0,255.0,505,5,2991.0,37.0,37.0,3.0,0,1,0,1,300,175.26,145.0,180.34,0.0,30.850102669404517,13,2,0,0.0,0,0,475.0,1.0,1.0,0.0,3.0,425.0,267.0,499.0,2.0,247.0
