fight_stat_id,fight_id,fighter_id,referee,f_1,f_2,winner,num_rounds,title_fight,weight_class,gender,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq,cumulative_ctrl_time,cumulative_reversals,cumulative_submission_att,cumulative_takedown_succ,cumulative_takedown_att,cumulative_sig_strikes_att,cumulative_total_strikes_succ,cumulative_total_strikes_att,cumulative_knockdowns,avg_finish_time
5990,2995,669.0,28,669.0,1912.0,1912.0,3.0,0,0,0,180.34,155.0,185.42,0.0,37.50581793292265,13,3,0,0.0,997.0,0.0,1.0,6.0,7.0,507.0,388.0,668.0,1.0,289.5
6631,3316,669.0,144,3575.0,669.0,3575.0,3.0,0,0,0,180.34,155.0,185.42,0.0,37.50581793292265,13,3,0,0.0,1414.0,0.0,1.0,8.0,21.0,547.0,438.0,752.0,1.0,291.6
5098,2549,672.0,164,672.0,341.0,341.0,3.0,0,1,0,170.18,135.0,172.72,0.0,38.757015742642025,29,5,0,1.0,0.0,0.0,0.0,0.0,0.0,97.0,27.0,97.0,0.0,300.0
6108,3054,672.0,59,672.0,2840.0,672.0,3.0,0,4,0,170.18,135.0,172.72,0.0,38.757015742642025,29,5,0,1.0,77.0,1.0,0.0,0.0,1.0,228.0,72.0,234.0,1.0,300.0
7661,3831,672.0,16,3673.0,672.0,672.0,3.0,0,4,0,170.18,135.0,172.72,0.0,38.757015742642025,29,5,0,1.0,87.0,1.0,0.0,1.0,2.0,386.0,144.0,392.0,2.0,251.0
8319,4160,672.0,1,2961.0,672.0,2961.0,3.0,0,4,0,170.18,135.0,172.72,0.0,38.757015742642025,29,5,0,1.0,97.0,1.0,0.0,3.0,4.0,479.0,176.0,490.0,2.0,257.25
8864,4432,672.0,59,672.0,263.0,672.0,3.0,0,4,0,170.18,135.0,172.72,0.0,38.757015742642025,29,5,0,1.0,132.0,1.0,0.0,4.0,7.0,711.0,275.0,724.0,2.0,265.8
9708,4854,672.0,1,672.0,68.0,68.0,3.0,0,4,0,170.18,135.0,172.72,0.0,38.757015742642025,29,5,0,1.0,132.0,1.0,0.0,4.0,8.0,788.0,303.0,801.0,2.0,271.5
10644,5322,672.0,42,672.0,3868.0,672.0,3.0,0,1,0,170.18,135.0,172.72,0.0,38.757015742642025,29,5,0,1.0,160.0,1.0,0.0,4.0,8.0,951.0,403.0,991.0,2.0,275.57142857142856
11657,5829,672.0,6,1552.0,672.0,1552.0,3.0,0,1,0,170.18,135.0,172.72,0.0,38.757015742642025,29,5,0,1.0,241.0,1.0,0.0,5.0,10.0,1059.0,454.0,1112.0,2.0,278.625
10263,5132,683.0,3,3723.0,683.0,3723.0,3.0,0,4,0,167.64,135.0,180.34,0.0,29.579739904175224,8,2,0,0.0,266.0,1.0,0.0,1.0,6.0,16.0,58.0,76.0,0.0,300.0
10864,5432,683.0,3,683.0,1213.0,1213.0,3.0,0,4,0,167.64,135.0,180.34,0.0,29.579739904175224,8,2,0,0.0,415.0,1.0,1.0,3.0,12.0,113.0,101.0,188.0,0.0,300.0
10900,5450,684.0,60,684.0,3135.0,3135.0,3.0,0,9,0,182.88,185.0,187.96,0.0,34.69952087611225,23,9,0,0.0,91.0,0.0,0.0,3.0,11.0,97.0,60.0,112.0,0.0,300.0
11390,5695,684.0,10,684.0,324.0,324.0,3.0,0,9,0,182.88,185.0,187.96,0.0,34.69952087611225,23,9,0,0.0,232.0,0.0,0.0,7.0,19.0,211.0,119.0,246.0,0.0,300.0
11828,5914,684.0,1,684.0,3598.0,684.0,3.0,0,9,0,182.88,185.0,187.96,0.0,34.69952087611225,23,9,0,0.0,463.0,0.0,0.0,8.0,21.0,272.0,181.0,335.0,3.0,258.6666666666667
12006,6003,684.0,5,684.0,976.0,684.0,3.0,0,9,0,182.88,185.0,187.96,0.0,34.69952087611225,23,9,0,0.0,465.0,0.0,0.0,8.0,21.0,284.0,187.0,347.0,4.0,209.0
12089,6045,684.0,5,334.0,684.0,684.0,3.0,0,5,0,182.88,185.0,187.96,0.0,34.69952087611225,23,9,0,0.0,563.0,0.0,0.0,8.0,23.0,310.0,215.0,384.0,4.0,224.2
7505,3753,687.0,121,3575.0,687.0,687.0,3.0,0,0,0,182.88,155.0,195.58,0.0,39.879534565366185,8,2,0,0.0,4.0,0.0,0.0,0.0,0.0,25.0,13.0,27.0,1.0,73.0
8437,4219,687.0,55,466.0,687.0,466.0,3.0,0,0,0,182.88,155.0,195.58,0.0,39.879534565366185,8,2,0,0.0,4.0,0.0,0.0,0.0,0.0,32.0,13.0,34.0,1.0,78.5
9083,4542,687.0,42,1152.0,687.0,1152.0,3.0,0,0,0,182.88,155.0,195.58,0.0,39.879534565366185,8,2,0,0.0,176.0,0.0,0.0,1.0,1.0,162.0,116.0,205.0,2.0,100.0
6654,3327,688.0,5,688.0,1887.0,688.0,3.0,0,0,0,172.72,155.0,175.26,1.0,35.13210130047912,12,5,0,0.0,9.0,0.0,0.0,0.0,0.0,162.0,49.0,162.0,0.0,300.0
7354,3677,688.0,3,688.0,2537.0,688.0,3.0,0,0,0,172.72,155.0,175.26,1.0,35.13210130047912,12,5,0,0.0,12.0,0.0,0.0,0.0,1.0,170.0,55.0,170.0,1.0,167.0
8171,4086,688.0,6,1930.0,688.0,688.0,3.0,0,0,0,172.72,155.0,175.26,1.0,35.13210130047912,12,5,0,0.0,133.0,0.0,1.0,0.0,1.0,312.0,124.0,356.0,1.0,211.33333333333334
8831,4416,688.0,15,1209.0,688.0,1209.0,3.0,0,0,0,172.72,155.0,175.26,1.0,35.13210130047912,12,5,0,0.0,133.0,0.0,1.0,0.0,1.0,412.0,178.0,465.0,1.0,233.5
9683,4842,688.0,92,2773.0,688.0,688.0,3.0,0,0,0,172.72,155.0,175.26,1.0,35.13210130047912,12,5,0,0.0,172.0,0.0,3.0,1.0,2.0,603.0,299.0,683.0,1.0,218.6
10326,5163,688.0,16,688.0,2650.0,2650.0,3.0,0,0,0,172.72,155.0,175.26,1.0,35.13210130047912,12,5,0,0.0,172.0,0.0,3.0,1.0,2.0,659.0,314.0,739.0,1.0,188.16666666666666
12078,6039,688.0,43,688.0,2817.0,2817.0,3.0,0,0,0,172.72,155.0,175.26,1.0,35.13210130047912,12,5,0,0.0,172.0,0.0,3.0,1.0,2.0,661.0,315.0,741.0,1.0,166.57142857142858
5161,2581,691.0,71,772.0,691.0,691.0,3.0,0,5,0,180.34,170.0,180.34,1.0,41.549623545516766,14,4,0,0.0,318.0,0.0,0.0,3.0,15.0,73.0,114.0,158.0,0.0,300.0
5856,2928,691.0,117,691.0,3117.0,691.0,3.0,0,3,0,180.34,170.0,180.34,1.0,41.549623545516766,14,4,0,0.0,746.0,0.0,1.0,6.0,24.0,154.0,212.0,320.0,0.0,300.0
9122,4561,691.0,71,691.0,456.0,691.0,3.0,0,3,0,180.34,170.0,180.34,1.0,41.549623545516766,14,4,0,0.0,854.0,0.0,2.0,7.0,27.0,193.0,237.0,371.0,0.0,290.3333333333333
9909,4955,691.0,13,1004.0,691.0,691.0,3.0,0,3,0,180.34,170.0,180.34,1.0,41.549623545516766,14,4,0,0.0,1227.0,0.0,6.0,10.0,32.0,231.0,272.0,427.0,0.0,257.0
10310,5155,691.0,19,691.0,126.0,691.0,3.0,0,3,0,180.34,170.0,180.34,1.0,41.549623545516766,14,4,0,0.0,1311.0,0.0,7.0,11.0,33.0,268.0,304.0,465.0,0.0,236.6
11430,5715,691.0,10,691.0,2168.0,2168.0,3.0,0,3,0,180.34,170.0,180.34,1.0,41.549623545516766,14,4,0,0.0,1369.0,0.0,7.0,13.0,45.0,482.0,370.0,681.0,0.0,247.16666666666666
12007,6004,691.0,16,1773.0,691.0,1773.0,3.0,0,3,0,180.34,170.0,180.34,1.0,41.549623545516766,14,4,0,0.0,1477.0,0.0,7.0,14.0,55.0,538.0,451.0,807.0,0.0,254.71428571428572
4561,2281,692.0,6,4056.0,692.0,4056.0,3.0,0,3,0,175.26,155.0,182.88,0.0,38.36824093086927,20,6,1,1.0,78.0,0.0,0.0,0.0,6.0,87.0,63.0,100.0,0.0,300.0
5689,2845,692.0,117,358.0,692.0,358.0,3.0,0,0,0,175.26,155.0,182.88,0.0,38.36824093086927,20,6,1,1.0,487.0,0.0,1.0,4.0,14.0,127.0,126.0,177.0,0.0,300.0
5846,2923,692.0,156,692.0,3680.0,692.0,3.0,0,0,0,175.26,155.0,182.88,0.0,38.36824093086927,20,6,1,1.0,551.0,0.0,2.0,5.0,15.0,135.0,138.0,193.0,0.0,285.0
6448,3224,692.0,115,692.0,2787.0,692.0,3.0,0,3,0,175.26,155.0,182.88,0.0,38.36824093086927,20,6,1,1.0,776.0,0.0,2.0,8.0,23.0,183.0,193.0,269.0,0.0,288.75
6801,3401,692.0,121,3065.0,692.0,692.0,3.0,0,0,0,175.26,155.0,182.88,0.0,38.36824093086927,20,6,1,1.0,979.0,0.0,2.0,8.0,23.0,272.0,240.0,372.0,0.0,291.0
7305,3653,692.0,121,900.0,692.0,900.0,3.0,0,0,0,175.26,155.0,182.88,0.0,38.36824093086927,20,6,1,1.0,1052.0,0.0,2.0,10.0,26.0,371.0,301.0,487.0,0.0,292.5
7521,3761,692.0,71,2244.0,692.0,2244.0,3.0,0,0,0,175.26,155.0,182.88,0.0,38.36824093086927,20,6,1,1.0,1065.0,0.0,2.0,10.0,28.0,454.0,341.0,582.0,0.0,293.57142857142856
3338,1669,693.0,0,693.0,1109.0,693.0,3.0,0,3,0,182.88,170.0,187.96,0.0,39.75906913073238,19,9,0,1.0,5.0,0.0,0.0,0.0,0.0,9.0,6.0,11.0,1.0,40.0
3604,1802,693.0,117,693.0,1168.0,1168.0,3.0,0,3,0,182.88,170.0,187.96,0.0,39.75906913073238,19,9,0,1.0,9.0,0.0,0.0,0.0,0.0,19.0,18.0,26.0,1.0,34.5
3896,1948,693.0,180,693.0,3680.0,693.0,3.0,0,3,0,182.88,170.0,187.96,0.0,39.75906913073238,19,9,0,1.0,42.0,0.0,2.0,0.0,0.0,33.0,29.0,41.0,1.0,114.0
4123,2062,693.0,6,2978.0,693.0,2978.0,3.0,0,3,0,182.88,170.0,187.96,0.0,39.75906913073238,19,9,0,1.0,219.0,0.0,4.0,2.0,3.0,66.0,53.0,79.0,1.0,160.5
4572,2286,693.0,117,693.0,2557.0,693.0,3.0,0,3,0,182.88,170.0,187.96,0.0,39.75906913073238,19,9,0,1.0,237.0,0.0,5.0,2.0,3.0,67.0,53.0,80.0,1.0,142.6
4808,2404,693.0,117,693.0,2232.0,2232.0,3.0,0,3,0,182.88,170.0,187.96,0.0,39.75906913073238,19,9,0,1.0,259.0,0.0,5.0,2.0,3.0,127.0,84.0,143.0,1.0,149.0
5116,2558,693.0,117,693.0,808.0,693.0,3.0,0,3,0,182.88,170.0,187.96,0.0,39.75906913073238,19,9,0,1.0,260.0,0.0,5.0,2.0,3.0,145.0,105.0,164.0,1.0,135.14285714285714
5331,2666,693.0,0,3661.0,693.0,3661.0,5.0,0,3,0,182.88,170.0,187.96,0.0,39.75906913073238,19,9,0,1.0,488.0,0.0,6.0,2.0,6.0,199.0,144.0,235.0,2.0,134.625
5988,2994,693.0,117,693.0,1059.0,693.0,3.0,0,3,0,182.88,170.0,187.96,0.0,39.75906913073238,19,9,0,1.0,553.0,0.0,7.0,3.0,7.0,201.0,148.0,239.0,2.0,128.0
6190,3095,693.0,117,693.0,2178.0,693.0,3.0,0,3,0,182.88,170.0,187.96,0.0,39.75906913073238,19,9,0,1.0,602.0,0.0,8.0,3.0,8.0,233.0,164.0,273.0,2.0,141.3
6649,3325,693.0,75,1915.0,693.0,1915.0,3.0,0,3,0,182.88,170.0,187.96,0.0,39.75906913073238,19,9,0,1.0,768.0,0.0,8.0,6.0,12.0,292.0,201.0,341.0,2.0,155.72727272727272
7086,3543,693.0,0,693.0,456.0,456.0,3.0,0,3,0,182.88,170.0,187.96,0.0,39.75906913073238,19,9,0,1.0,768.0,0.0,8.0,6.0,13.0,324.0,212.0,373.0,2.0,150.58333333333334
7590,3795,693.0,42,693.0,3497.0,693.0,3.0,0,3,0,182.88,170.0,187.96,0.0,39.75906913073238,19,9,0,1.0,958.0,1.0,10.0,6.0,13.0,440.0,274.0,498.0,3.0,157.23076923076923
8204,4102,693.0,58,693.0,1751.0,1751.0,3.0,0,3,0,182.88,170.0,187.96,0.0,39.75906913073238,19,9,0,1.0,958.0,1.0,10.0,6.0,14.0,496.0,303.0,554.0,3.0,154.64285714285714
8745,4373,693.0,75,1737.0,693.0,1737.0,3.0,0,3,0,182.88,170.0,187.96,0.0,39.75906913073238,19,9,0,1.0,998.0,1.0,10.0,6.0,17.0,544.0,319.0,605.0,3.0,164.33333333333334
3851,1926,695.0,84,272.0,695.0,272.0,3.0,0,6,0,193.04,264.0,208.28,0.0,44.5284052019165,19,12,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0,216.0
4105,2053,695.0,0,3650.0,695.0,695.0,5.0,0,6,0,193.04,264.0,208.28,0.0,44.5284052019165,19,12,1,0.0,53.0,0.0,0.0,0.0,2.0,22.0,26.0,32.0,1.0,211.5
4315,2158,695.0,0,1361.0,695.0,695.0,3.0,0,6,0,193.04,264.0,208.28,0.0,44.5284052019165,19,12,1,0.0,53.0,0.0,0.0,0.0,3.0,70.0,68.0,106.0,2.0,149.33333333333334
4553,2277,695.0,117,272.0,695.0,272.0,5.0,1,6,0,193.04,264.0,208.28,0.0,44.5284052019165,19,12,1,0.0,53.0,0.0,0.0,0.0,3.0,73.0,70.0,110.0,2.0,132.25
5706,2853,695.0,28,695.0,3942.0,3942.0,5.0,0,6,0,193.04,264.0,208.28,0.0,44.5284052019165,19,12,1,0.0,53.0,0.0,0.0,0.0,3.0,86.0,76.0,123.0,2.0,141.6
6126,3063,695.0,117,695.0,1676.0,1676.0,5.0,0,6,0,193.04,264.0,208.28,0.0,44.5284052019165,19,12,1,0.0,53.0,0.0,0.0,0.0,3.0,89.0,77.0,126.0,2.0,134.66666666666666
6592,3296,695.0,121,695.0,1335.0,695.0,3.0,0,6,0,193.04,264.0,208.28,0.0,44.5284052019165,19,12,1,0.0,143.0,0.0,0.0,0.0,4.0,117.0,106.0,169.0,3.0,121.28571428571429
6781,3391,695.0,45,2473.0,695.0,2473.0,3.0,0,6,0,193.04,264.0,208.28,0.0,44.5284052019165,19,12,1,0.0,143.0,0.0,0.0,0.0,4.0,134.0,115.0,186.0,3.0,133.75
7218,3609,695.0,55,695.0,509.0,509.0,3.0,0,6,0,193.04,264.0,208.28,0.0,44.5284052019165,19,12,1,0.0,144.0,0.0,0.0,0.0,4.0,135.0,115.0,187.0,3.0,120.66666666666667
7603,3802,695.0,121,1497.0,695.0,1497.0,3.0,0,6,0,193.04,264.0,208.28,0.0,44.5284052019165,19,12,1,0.0,163.0,0.0,0.0,0.0,6.0,196.0,161.0,268.0,3.0,133.6
1450,725,701.0,0,701.0,2443.0,701.0,3.0,0,10,0,187.96,205.0,187.96,0.0,41.36618754277892,19,6,0,2.0,36.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,66.0
1550,775,701.0,121,701.0,3165.0,701.0,3.0,0,10,0,187.96,205.0,187.96,0.0,41.36618754277892,19,6,0,2.0,61.0,0.0,1.0,1.0,6.0,106.0,54.0,111.0,1.0,164.5
1632,816,701.0,3,701.0,4044.0,701.0,3.0,0,10,0,187.96,205.0,187.96,0.0,41.36618754277892,19,6,0,2.0,177.0,0.0,1.0,2.0,7.0,141.0,87.0,157.0,1.0,178.0
1806,903,701.0,0,701.0,1728.0,701.0,3.0,0,10,0,187.96,205.0,187.96,0.0,41.36618754277892,19,6,0,2.0,264.0,0.0,2.0,2.0,7.0,164.0,107.0,181.0,1.0,169.5
2109,1055,701.0,75,1934.0,701.0,1934.0,3.0,0,10,0,187.96,205.0,187.96,0.0,41.36618754277892,19,6,0,2.0,288.0,0.0,2.0,2.0,9.0,174.0,126.0,209.0,1.0,195.4
2348,1174,701.0,0,701.0,2404.0,701.0,3.0,0,10,0,187.96,205.0,187.96,0.0,41.36618754277892,19,6,0,2.0,315.0,0.0,2.0,2.0,9.0,182.0,132.0,218.0,2.0,178.66666666666666
2519,1260,701.0,75,3051.0,701.0,3051.0,3.0,0,10,0,187.96,205.0,187.96,0.0,41.36618754277892,19,6,0,2.0,329.0,0.0,2.0,2.0,9.0,266.0,199.0,340.0,2.0,196.0
3757,1879,701.0,55,2688.0,701.0,2688.0,3.0,0,10,0,187.96,205.0,187.96,0.0,41.36618754277892,19,6,0,2.0,329.0,0.0,2.0,2.0,9.0,374.0,237.0,448.0,2.0,209.0
4574,2287,701.0,3,701.0,3506.0,701.0,3.0,0,10,0,187.96,205.0,187.96,0.0,41.36618754277892,19,6,0,2.0,332.0,0.0,2.0,2.0,9.0,449.0,274.0,523.0,3.0,215.66666666666666
4806,2403,701.0,16,701.0,2660.0,701.0,3.0,0,10,0,187.96,205.0,187.96,0.0,41.36618754277892,19,6,0,2.0,377.0,0.0,2.0,2.0,9.0,654.0,382.0,740.0,4.0,224.1
351,176,702.0,121,3813.0,702.0,3813.0,1.0,0,5,0,180.34,205.0,187.96,0.0,47.72621492128679,35,13,1,1.0,,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,44.0
390,195,702.0,117,702.0,1236.0,702.0,1.0,0,5,0,180.34,205.0,187.96,0.0,47.72621492128679,35,13,1,1.0,,0.0,0.0,0.0,0.0,34.0,33.0,41.0,1.0,108.5
463,232,702.0,121,1376.0,702.0,1376.0,5.0,1,10,0,180.34,205.0,187.96,0.0,47.72621492128679,35,13,1,1.0,7.0,0.0,0.0,0.0,1.0,61.0,203.0,232.0,1.0,172.33333333333334
1669,835,702.0,0,2026.0,702.0,2026.0,3.0,0,10,0,180.34,205.0,187.96,0.0,47.72621492128679,35,13,1,1.0,9.0,0.0,0.0,0.0,1.0,238.0,248.0,410.0,2.0,204.25
1812,906,702.0,165,702.0,2404.0,702.0,3.0,0,10,0,180.34,205.0,187.96,0.0,47.72621492128679,35,13,1,1.0,18.0,0.0,0.0,0.0,1.0,256.0,259.0,428.0,4.0,170.6
2067,1034,702.0,75,2422.0,702.0,2422.0,3.0,0,10,0,180.34,205.0,187.96,0.0,47.72621492128679,35,13,1,1.0,18.0,0.0,0.0,0.0,1.0,282.0,266.0,454.0,4.0,175.66666666666666
2263,1132,702.0,117,2943.0,702.0,2943.0,3.0,0,11,0,180.34,205.0,187.96,0.0,47.72621492128679,35,13,1,1.0,110.0,0.0,0.0,1.0,2.0,419.0,321.0,611.0,4.0,193.42857142857142
2578,1289,702.0,84,702.0,3767.0,702.0,3.0,0,5,0,180.34,205.0,187.96,0.0,47.72621492128679,35,13,1,1.0,171.0,0.0,1.0,2.0,3.0,584.0,368.0,782.0,5.0,206.75
3284,1642,702.0,84,702.0,2083.0,2083.0,3.0,0,5,0,180.34,205.0,187.96,0.0,47.72621492128679,35,13,1,1.0,171.0,0.0,1.0,2.0,3.0,592.0,371.0,790.0,5.0,186.77777777777777
3524,1762,702.0,187,702.0,2087.0,702.0,3.0,0,5,0,180.34,205.0,187.96,0.0,47.72621492128679,35,13,1,1.0,184.0,0.0,1.0,2.0,3.0,696.0,422.0,902.0,6.0,197.0
3942,1971,702.0,117,702.0,2943.0,2943.0,5.0,0,11,0,180.34,205.0,187.96,0.0,47.72621492128679,35,13,1,1.0,223.0,0.0,1.0,2.0,3.0,883.0,502.0,1115.0,7.0,206.36363636363637
4386,2193,702.0,6,702.0,557.0,702.0,5.0,0,10,0,180.34,205.0,187.96,0.0,47.72621492128679,35,13,1,1.0,260.0,0.0,1.0,2.0,5.0,966.0,551.0,1212.0,9.0,209.83333333333334
1156,578,703.0,121,703.0,2083.0,703.0,3.0,0,5,0,187.96,185.0,195.58,1.0,48.94729637234771,34,11,0,1.0,9.0,0.0,0.0,0.0,0.0,20.0,17.0,20.0,2.0,49.0
1264,632,703.0,121,703.0,2943.0,703.0,5.0,1,5,0,187.96,185.0,195.58,1.0,48.94729637234771,34,11,0,1.0,31.0,0.0,0.0,0.0,0.0,56.0,48.0,56.0,3.0,114.0
1368,684,703.0,0,703.0,1951.0,703.0,3.0,0,5,0,187.96,185.0,195.58,1.0,48.94729637234771,34,11,0,1.0,57.0,1.0,2.0,0.0,0.0,67.0,76.0,89.0,3.0,119.66666666666667
1524,762,703.0,121,703.0,1860.0,703.0,5.0,1,5,0,187.96,185.0,195.58,1.0,48.94729637234771,34,11,0,1.0,100.0,1.0,2.0,1.0,1.0,82.0,106.0,124.0,4.0,162.25
1616,808,703.0,121,703.0,2943.0,703.0,5.0,1,5,0,187.96,185.0,195.58,1.0,48.94729637234771,34,11,0,1.0,152.0,1.0,2.0,1.0,2.0,129.0,146.0,173.0,7.0,143.2
1746,873,703.0,0,703.0,2595.0,703.0,5.0,1,5,0,187.96,185.0,195.58,1.0,48.94729637234771,34,11,0,1.0,308.0,1.0,3.0,1.0,2.0,188.0,220.0,261.0,7.0,168.0
1896,948,703.0,117,703.0,2443.0,703.0,3.0,0,10,0,187.96,185.0,195.58,1.0,48.94729637234771,34,11,0,1.0,314.0,1.0,3.0,1.0,2.0,201.0,233.0,274.0,8.0,152.71428571428572
1996,998,703.0,0,703.0,3376.0,703.0,5.0,1,5,0,187.96,185.0,195.58,1.0,48.94729637234771,34,11,0,1.0,411.0,1.0,3.0,2.0,3.0,241.0,265.0,320.0,8.0,138.5
2218,1109,703.0,75,703.0,2060.0,703.0,5.0,1,5,0,187.96,185.0,195.58,1.0,48.94729637234771,34,11,0,1.0,576.0,1.0,3.0,2.0,3.0,380.0,371.0,475.0,8.0,156.44444444444446
2326,1163,703.0,68,703.0,2723.0,703.0,3.0,0,10,0,187.96,185.0,195.58,1.0,48.94729637234771,34,11,0,1.0,595.0,1.0,3.0,2.0,3.0,405.0,384.0,500.0,11.0,161.1
2664,1332,703.0,3,703.0,1901.0,703.0,5.0,1,5,0,187.96,185.0,195.58,1.0,48.94729637234771,34,11,0,1.0,677.0,1.0,3.0,2.0,3.0,516.0,446.0,612.0,12.0,173.72727272727272
2814,1407,703.0,84,703.0,604.0,703.0,5.0,1,5,0,187.96,185.0,195.58,1.0,48.94729637234771,34,11,0,1.0,706.0,1.0,6.0,3.0,4.0,573.0,510.0,707.0,12.0,175.08333333333334
3062,1531,703.0,117,703.0,3813.0,703.0,5.0,1,5,0,187.96,185.0,195.58,1.0,48.94729637234771,34,11,0,1.0,711.0,1.0,6.0,3.0,4.0,583.0,516.0,717.0,13.0,177.3846153846154
3356,1678,703.0,0,703.0,1409.0,703.0,5.0,1,5,0,187.96,185.0,195.58,1.0,48.94729637234771,34,11,0,1.0,744.0,1.0,6.0,3.0,4.0,644.0,568.0,788.0,15.0,173.57142857142858
3964,1982,703.0,75,703.0,604.0,703.0,5.0,1,5,0,187.96,185.0,195.58,1.0,48.94729637234771,34,11,0,1.0,763.0,1.0,6.0,3.0,4.0,674.0,584.0,819.0,16.0,169.66666666666666
4130,2065,703.0,6,703.0,3725.0,703.0,3.0,0,10,0,187.96,185.0,195.58,1.0,48.94729637234771,34,11,0,1.0,784.0,1.0,6.0,3.0,4.0,701.0,611.0,854.0,17.0,176.5625
4622,2311,703.0,0,703.0,164.0,164.0,5.0,1,5,0,187.96,185.0,195.58,1.0,48.94729637234771,34,11,0,1.0,784.0,1.0,6.0,3.0,4.0,725.0,631.0,886.0,17.0,170.76470588235293
5007,2504,703.0,0,164.0,703.0,164.0,5.0,1,5,0,187.96,185.0,195.58,1.0,48.94729637234771,34,11,0,1.0,784.0,1.0,6.0,3.0,4.0,740.0,663.0,931.0,17.0,165.5
7074,3537,703.0,0,703.0,3767.0,3767.0,5.0,0,5,0,187.96,185.0,195.58,1.0,48.94729637234771,34,11,0,1.0,789.0,1.0,6.0,3.0,4.0,875.0,738.0,1066.0,18.0,172.57894736842104
7383,3692,703.0,121,3396.0,703.0,3396.0,3.0,0,10,0,187.96,185.0,195.58,1.0,48.94729637234771,34,11,0,1.0,789.0,1.0,6.0,3.0,4.0,918.0,768.0,1122.0,18.0,178.95
7976,3988,703.0,75,703.0,3643.0,703.0,3.0,0,5,0,187.96,185.0,195.58,1.0,48.94729637234771,34,11,0,1.0,789.0,1.0,6.0,3.0,4.0,996.0,822.0,1211.0,18.0,184.71428571428572
9793,4897,703.0,0,4089.0,703.0,4089.0,3.0,0,5,0,187.96,185.0,195.58,1.0,48.94729637234771,34,11,0,1.0,789.0,1.0,6.0,3.0,4.0,1068.0,856.0,1286.0,18.0,189.95454545454547
10087,5044,703.0,0,3562.0,703.0,3562.0,3.0,0,5,0,187.96,185.0,195.58,1.0,48.94729637234771,34,11,0,1.0,789.0,1.0,6.0,3.0,4.0,1083.0,864.0,1301.0,18.0,194.17391304347825
11479,5740,703.0,0,2671.0,703.0,2671.0,5.0,0,5,0,187.96,185.0,195.58,1.0,48.94729637234771,34,11,0,1.0,820.0,1.0,6.0,3.0,4.0,1193.0,921.0,1415.0,18.0,189.58333333333334
3530,1765,707.0,0,707.0,3440.0,707.0,3.0,0,1,0,180.34,145.0,177.8,0.0,37.106091718001366,29,16,0,0.0,23.0,0.0,2.0,0.0,1.0,133.0,133.0,196.0,0.0,300.0
3723,1862,707.0,38,1692.0,707.0,707.0,3.0,0,1,0,180.34,145.0,177.8,0.0,37.106091718001366,29,16,0,0.0,101.0,0.0,3.0,1.0,7.0,354.0,228.0,431.0,0.0,300.0
3908,1954,707.0,68,707.0,2886.0,707.0,3.0,0,1,0,180.34,145.0,177.8,0.0,37.106091718001366,29,16,0,0.0,169.0,0.0,4.0,2.0,10.0,370.0,255.0,463.0,0.0,255.66666666666666
4148,2074,707.0,173,707.0,3103.0,3103.0,3.0,0,1,0,180.34,145.0,177.8,0.0,37.106091718001366,29,16,0,0.0,183.0,0.0,5.0,2.0,10.0,418.0,316.0,559.0,0.0,266.75
4486,2243,707.0,35,707.0,2526.0,707.0,3.0,0,1,0,180.34,145.0,177.8,0.0,37.106091718001366,29,16,0,0.0,590.0,0.0,7.0,3.0,14.0,527.0,444.0,760.0,0.0,273.4
4679,2340,707.0,75,3660.0,707.0,707.0,3.0,0,1,0,180.34,145.0,177.8,0.0,37.106091718001366,29,16,0,0.0,596.0,0.0,7.0,3.0,14.0,543.0,450.0,777.0,1.0,236.16666666666666
4865,2433,707.0,117,3790.0,707.0,3790.0,3.0,0,1,0,180.34,145.0,177.8,0.0,37.106091718001366,29,16,0,0.0,641.0,0.0,10.0,3.0,14.0,620.0,494.0,875.0,1.0,245.28571428571428
5211,2606,707.0,156,2401.0,707.0,2401.0,3.0,0,1,0,180.34,145.0,177.8,0.0,37.106091718001366,29,16,0,0.0,641.0,0.0,10.0,3.0,14.0,642.0,505.0,897.0,1.0,224.25
5568,2784,707.0,4,707.0,2130.0,2130.0,3.0,0,1,0,180.34,145.0,177.8,0.0,37.106091718001366,29,16,0,0.0,862.0,1.0,10.0,3.0,14.0,734.0,561.0,1016.0,1.0,232.66666666666666
3859,1930,710.0,5,1870.0,710.0,710.0,3.0,0,0,0,172.72,145.0,170.18,0.0,38.143737166324435,15,8,0,0.0,28.0,0.0,0.0,0.0,0.0,93.0,42.0,103.0,0.0,173.0
4117,2059,710.0,67,2401.0,710.0,2401.0,3.0,0,1,0,172.72,145.0,170.18,0.0,38.143737166324435,15,8,0,0.0,114.0,0.0,0.0,1.0,1.0,189.0,90.0,211.0,0.0,214.5
4440,2220,710.0,147,710.0,3754.0,3754.0,3.0,0,1,0,172.72,145.0,170.18,0.0,38.143737166324435,15,8,0,0.0,245.0,0.0,1.0,2.0,8.0,288.0,122.0,318.0,0.0,243.0
