fight_stat_id,fight_id,fighter_id,knockdowns,total_strikes_att,total_strikes_succ,sig_strikes_att,sig_strikes_succ,takedown_att,takedown_succ,submission_att,reversals,ctrl_time,event_id,referee,f_1,f_2,winner,num_rounds,title_fight,weight_class,gender,result,finish_time,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq,cumulative_ctrl_time,cumulative_reversals,cumulative_submission_att,cumulative_takedown_succ,cumulative_takedown_att,cumulative_sig_strikes_att,cumulative_total_strikes_succ,cumulative_total_strikes_att,cumulative_knockdowns,avg_finish_time,f_2_fight_stat_id,f_2_fight_id,f_2_fighter_id,f_2_knockdowns,f_2_total_strikes_att,f_2_total_strikes_succ,f_2_sig_strikes_att,f_2_sig_strikes_succ,f_2_takedown_att,f_2_takedown_succ,f_2_submission_att,f_2_reversals,f_2_ctrl_time,f_2_event_id,f_2_referee,f_2_f_1,f_2_f_2,f_2_winner,f_2_num_rounds,f_2_title_fight,f_2_weight_class,f_2_gender,f_2_result,f_2_finish_time,f_2_fighter_height_cm,f_2_fighter_weight_lbs,f_2_fighter_reach_cm,f_2_fighter_stance,f_2_fighter_dob,f_2_fighter_w,f_2_fighter_l,f_2_fighter_d,f_2_fighter_nc_dq,f_2_cumulative_ctrl_time,f_2_cumulative_reversals,f_2_cumulative_submission_att,f_2_cumulative_takedown_succ,f_2_cumulative_takedown_att,f_2_cumulative_sig_strikes_att,f_2_cumulative_total_strikes_succ,f_2_cumulative_total_strikes_att,f_2_cumulative_knockdowns,f_2_avg_finish_time
9901,4951,902.0,0.0,156.0,139.0,86.0,70.0,5.0,3.0,0.0,0.0,645.0,470,55,1500.0,902.0,902.0,3.0,0,10,0,1,300,185.42,185.0,198.12,0.0,37.44558521560575,9,3,0,0.0,736.0,0.0,0.0,5.0,12.0,239.0,186.0,311.0,0.0,236.0,9902.0,4951.0,1500.0,0.0,36.0,20.0,27.0,11.0,0.0,0.0,0.0,0.0,0.0,470.0,55.0,1500.0,902.0,902.0,3.0,0.0,10.0,0.0,1.0,300.0,182.88,205.0,198.12,0.0,29.555099247091032,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,20.0,36.0,0.0,300.0
6117,3059,903.0,0.0,184.0,122.0,95.0,44.0,4.0,3.0,0.0,1.0,420.0,308,117,4057.0,903.0,903.0,3.0,0,4,0,1,300,167.64,135.0,167.64,0.0,43.61670088980151,13,7,0,0.0,767.0,1.0,0.0,8.0,13.0,224.0,205.0,337.0,0.0,300.0,6118.0,3059.0,4057.0,0.0,77.0,49.0,59.0,31.0,4.0,2.0,0.0,0.0,62.0,308.0,117.0,4057.0,903.0,903.0,3.0,0.0,4.0,0.0,1.0,300.0,175.26,135.0,180.34,1.0,43.63860369609856,35.0,10.0,0.0,1.0,1334.0,1.0,4.0,13.0,19.0,496.0,457.0,762.0,2.0,252.88888888888889
6610,3305,903.0,0.0,195.0,91.0,183.0,80.0,6.0,1.0,1.0,0.0,161.0,330,0,903.0,2299.0,903.0,3.0,0,4,0,1,300,167.64,135.0,167.64,0.0,43.61670088980151,13,7,0,0.0,928.0,1.0,1.0,9.0,19.0,407.0,296.0,532.0,0.0,300.0,6611.0,3306.0,2860.0,0.0,43.0,24.0,32.0,13.0,0.0,0.0,0.0,0.0,0.0,330.0,117.0,1374.0,2860.0,1374.0,3.0,0.0,9.0,0.0,0.0,178.0,172.72,125.0,182.88,0.0,37.17453798767967,12.0,7.0,0.0,0.0,38.0,0.0,1.0,0.0,0.0,140.0,74.0,160.0,2.0,173.33333333333334
7904,3952,903.0,1.0,116.0,49.0,106.0,40.0,4.0,0.0,0.0,0.0,154.0,385,0,903.0,1726.0,1726.0,3.0,0,4,0,1,300,167.64,135.0,167.64,0.0,43.61670088980151,13,7,0,0.0,1285.0,2.0,1.0,10.0,30.0,765.0,476.0,923.0,1.0,269.0,7905.0,3953.0,2201.0,0.0,163.0,114.0,110.0,68.0,2.0,2.0,0.0,0.0,486.0,385.0,121.0,1174.0,2201.0,2201.0,3.0,0.0,0.0,0.0,1.0,300.0,175.26,155.0,177.8,0.0,36.04380561259411,13.0,2.0,1.0,0.0,486.0,0.0,0.0,2.0,2.0,110.0,114.0,163.0,0.0,300.0
8726,4363,903.0,0.0,115.0,66.0,106.0,58.0,3.0,0.0,0.0,0.0,19.0,421,44,903.0,3136.0,903.0,3.0,0,4,0,1,300,167.64,135.0,167.64,0.0,43.61670088980151,13,7,0,0.0,1304.0,2.0,1.0,10.0,33.0,871.0,542.0,1038.0,1.0,273.42857142857144,8727.0,4364.0,1247.0,0.0,62.0,42.0,40.0,24.0,4.0,2.0,3.0,0.0,218.0,421.0,123.0,2376.0,1247.0,1247.0,3.0,0.0,4.0,0.0,2.0,114.0,167.64,125.0,165.1,0.0,32.01095140314853,24.0,7.0,0.0,0.0,218.0,0.0,3.0,2.0,4.0,40.0,42.0,62.0,0.0,114.0
9085,4543,903.0,1.0,138.0,84.0,120.0,66.0,10.0,4.0,0.0,0.0,250.0,437,-1,3673.0,903.0,903.0,3.0,0,4,0,1,300,167.64,135.0,167.64,0.0,43.61670088980151,13,7,0,0.0,1554.0,2.0,1.0,14.0,43.0,991.0,626.0,1176.0,2.0,276.75,9086.0,4543.0,3673.0,0.0,123.0,58.0,104.0,44.0,0.0,0.0,1.0,0.0,8.0,437.0,-1.0,3673.0,903.0,903.0,3.0,0.0,4.0,0.0,1.0,300.0,172.72,135.0,175.26,0.0,43.422313483915126,16.0,8.0,1.0,0.0,43.0,0.0,2.0,0.0,1.0,417.0,226.0,474.0,1.0,195.6
9927,4964,903.0,0.0,10.0,4.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,471,20,263.0,903.0,263.0,3.0,0,4,0,0,85,167.64,135.0,167.64,0.0,43.61670088980151,13,7,0,0.0,1554.0,2.0,1.0,14.0,43.0,1001.0,630.0,1186.0,2.0,255.44444444444449,9928.0,4964.0,263.0,1.0,17.0,13.0,16.0,12.0,0.0,0.0,0.0,0.0,3.0,471.0,20.0,263.0,903.0,263.0,3.0,0.0,4.0,0.0,0.0,85.0,172.72,135.0,177.8,2.0,31.310061601642712,21.0,8.0,1.0,0.0,708.0,0.0,10.0,5.0,12.0,759.0,381.0,812.0,4.0,217.9
11194,5597,903.0,0.0,85.0,52.0,72.0,39.0,4.0,1.0,0.0,0.0,70.0,525,5,903.0,1836.0,1836.0,3.0,0,4,0,0,57,167.64,135.0,167.64,0.0,43.61670088980151,13,7,0,0.0,1624.0,2.0,1.0,15.0,47.0,1073.0,682.0,1271.0,2.0,235.6,11195.0,5598.0,2728.0,1.0,219.0,136.0,195.0,115.0,3.0,3.0,0.0,0.0,185.0,525.0,0.0,287.0,2728.0,2728.0,3.0,0.0,0.0,0.0,1.0,300.0,177.8,155.0,180.34,0.0,37.541409993155376,30.0,14.0,1.0,1.0,1522.0,3.0,4.0,13.0,34.0,1532.0,953.0,1700.0,2.0,280.6666666666667
13734,6867,904.0,0.0,141.0,71.0,132.0,64.0,1.0,1.0,0.0,0.0,19.0,635,1,904.0,3107.0,904.0,3.0,0,0,0,4,38,177.8,155.0,175.26,1.0,29.859000684462696,9,1,0,0.0,19.0,0.0,0.0,1.0,1.0,132.0,71.0,141.0,0.0,38.0,13735.0,6868.0,2576.0,0.0,238.0,111.0,234.0,108.0,1.0,0.0,0.0,1.0,23.0,635.0,0.0,1693.0,2576.0,2576.0,3.0,0.0,0.0,0.0,1.0,300.0,175.26,145.0,182.88,0.0,31.479808350444905,14.0,6.0,0.0,0.0,817.0,2.0,1.0,9.0,28.0,1097.0,524.0,1184.0,3.0,206.27272727272728
14188,7094,904.0,0.0,27.0,20.0,15.0,8.0,0.0,0.0,1.0,1.0,55.0,654,16,904.0,1760.0,904.0,3.0,0,0,0,2,67,177.8,155.0,175.26,1.0,29.859000684462696,9,1,0,0.0,74.0,1.0,1.0,1.0,1.0,147.0,91.0,168.0,0.0,52.5,14189.0,7095.0,3492.0,0.0,124.0,72.0,61.0,22.0,3.0,1.0,0.0,0.0,150.0,654.0,25.0,3148.0,3492.0,3148.0,3.0,0.0,12.0,1.0,1.0,300.0,172.72,145.0,172.72,1.0,33.33607118412046,5.0,2.0,0.0,0.0,275.0,0.0,0.0,1.0,3.0,131.0,119.0,205.0,0.0,277.5
2450,1225,905.0,0.0,236.0,147.0,222.0,134.0,1.0,0.0,0.0,0.0,328.0,139,75,905.0,3851.0,905.0,3.0,0,3,0,1,300,177.8,170.0,190.5,0.0,43.57563312799452,6,5,0,0.0,328.0,0.0,2.0,0.0,1.0,236.0,154.0,253.0,0.0,170.33333333333334,2451.0,1226.0,3564.0,0.0,14.0,3.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,139.0,165.0,1457.0,3564.0,1457.0,3.0,0.0,10.0,0.0,0.0,116.0,187.96,185.0,195.58,1.0,42.91854893908282,17.0,7.0,0.0,1.0,92.0,0.0,0.0,1.0,2.0,363.0,169.0,377.0,4.0,181.8
2534,1267,905.0,0.0,171.0,95.0,162.0,87.0,2.0,2.0,0.0,0.0,303.0,143,117,905.0,3760.0,905.0,3.0,0,3,0,1,300,177.8,170.0,190.5,0.0,43.57563312799452,6,5,0,0.0,631.0,0.0,2.0,2.0,3.0,398.0,249.0,424.0,0.0,202.75,2535.0,1268.0,2096.0,0.0,136.0,60.0,128.0,52.0,6.0,1.0,2.0,0.0,157.0,143.0,68.0,665.0,2096.0,665.0,3.0,0.0,5.0,0.0,1.0,300.0,182.88,205.0,187.96,1.0,40.86242299794661,10.0,6.0,0.0,1.0,839.0,0.0,3.0,8.0,25.0,151.0,130.0,219.0,0.0,218.33333333333331
3149,1575,905.0,0.0,134.0,75.0,117.0,62.0,2.0,2.0,0.0,0.0,191.0,172,117,2371.0,905.0,905.0,3.0,0,3,0,0,207,177.8,170.0,190.5,0.0,43.57563312799452,6,5,0,0.0,878.0,0.0,2.0,4.0,5.0,762.0,453.0,834.0,0.0,231.14285714285717,3150.0,1575.0,2371.0,0.0,63.0,31.0,57.0,27.0,4.0,2.0,0.0,0.0,155.0,172.0,117.0,2371.0,905.0,905.0,3.0,0.0,3.0,0.0,0.0,207.0,185.42,170.0,190.5,0.0,41.74127310061601,15.0,15.0,0.0,0.0,502.0,1.0,2.0,3.0,7.0,253.0,137.0,301.0,1.0,223.83333333333331
3326,1663,905.0,0.0,257.0,96.0,256.0,95.0,8.0,0.0,0.0,0.0,59.0,180,92,905.0,1957.0,1957.0,3.0,0,3,0,1,300,177.8,170.0,190.5,0.0,43.57563312799452,6,5,0,0.0,937.0,0.0,2.0,4.0,13.0,1018.0,549.0,1091.0,0.0,239.75,3327.0,1664.0,1401.0,0.0,29.0,10.0,29.0,10.0,0.0,0.0,0.0,0.0,0.0,180.0,117.0,3499.0,1401.0,3499.0,3.0,0.0,0.0,0.0,0.0,181.0,177.8,155.0,187.96,0.0,34.43668720054757,34.0,9.0,0.0,1.0,64.0,0.0,3.0,2.0,10.0,132.0,81.0,163.0,0.0,121.5
3828,1914,905.0,0.0,129.0,77.0,83.0,36.0,3.0,1.0,1.0,0.0,112.0,203,16,905.0,1978.0,905.0,3.0,0,3,0,1,300,177.8,170.0,190.5,0.0,43.57563312799452,6,5,0,0.0,1049.0,0.0,3.0,5.0,16.0,1101.0,626.0,1220.0,0.0,246.44444444444449,3829.0,1915.0,1189.0,0.0,146.0,70.0,127.0,56.0,4.0,0.0,0.0,2.0,231.0,203.0,3.0,2309.0,1189.0,2309.0,5.0,0.0,1.0,0.0,2.0,67.0,175.26,155.0,182.88,1.0,35.17864476386037,29.0,8.0,0.0,1.0,1244.0,3.0,4.0,7.0,17.0,493.0,306.0,573.0,0.0,192.4
4083,2042,905.0,0.0,144.0,70.0,134.0,61.0,2.0,0.0,0.0,0.0,45.0,215,6,2645.0,905.0,2645.0,3.0,0,3,0,1,300,177.8,170.0,190.5,0.0,43.57563312799452,6,5,0,0.0,1094.0,0.0,3.0,5.0,18.0,1235.0,696.0,1364.0,0.0,251.8,4084.0,2042.0,2645.0,0.0,180.0,102.0,141.0,65.0,7.0,3.0,0.0,0.0,409.0,215.0,6.0,2645.0,905.0,2645.0,3.0,0.0,3.0,0.0,1.0,300.0,182.88,170.0,187.96,0.0,41.856262833675565,25.0,10.0,0.0,1.0,1170.0,0.0,3.0,6.0,17.0,860.0,491.0,1061.0,3.0,262.3
11922,5961,906.0,1.0,98.0,73.0,45.0,26.0,5.0,1.0,1.0,0.0,598.0,559,53,906.0,3415.0,906.0,3.0,0,1,0,1,300,172.72,145.0,177.8,0.0,33.374401095140314,18,4,0,0.0,598.0,0.0,1.0,1.0,5.0,45.0,73.0,98.0,1.0,300.0,11923.0,5962.0,4027.0,0.0,22.0,15.0,16.0,9.0,2.0,2.0,1.0,0.0,196.0,559.0,3.0,1013.0,4027.0,4027.0,3.0,0.0,5.0,0.0,2.0,295.0,187.96,185.0,190.5,0.0,28.240930869267626,22.0,5.0,0.0,0.0,960.0,6.0,5.0,4.0,6.0,223.0,208.0,316.0,1.0,238.4
12524,6262,906.0,0.0,132.0,111.0,24.0,16.0,11.0,5.0,3.0,1.0,655.0,585,1,906.0,1950.0,906.0,3.0,0,1,0,1,300,172.72,145.0,177.8,0.0,33.374401095140314,18,4,0,0.0,1253.0,1.0,6.0,6.0,17.0,78.0,185.0,239.0,1.0,237.66666666666663,12525.0,6263.0,65.0,0.0,255.0,100.0,255.0,100.0,0.0,0.0,0.0,0.0,0.0,585.0,0.0,2737.0,65.0,65.0,3.0,0.0,4.0,0.0,1.0,300.0,170.18,135.0,177.8,0.0,30.31895961670089,16.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,576.0,223.0,577.0,4.0,156.0
12902,6451,906.0,0.0,162.0,124.0,63.0,36.0,10.0,6.0,0.0,0.0,479.0,600,0,906.0,2112.0,906.0,3.0,0,1,0,1,300,172.72,145.0,177.8,0.0,33.374401095140314,18,4,0,0.0,1732.0,1.0,6.0,12.0,27.0,141.0,309.0,401.0,1.0,253.25,12903.0,6452.0,88.0,0.0,232.0,75.0,218.0,62.0,1.0,1.0,0.0,0.0,135.0,600.0,5.0,3629.0,88.0,3629.0,3.0,0.0,7.0,1.0,1.0,300.0,172.72,135.0,167.64,0.0,27.93429158110883,13.0,6.0,0.0,0.0,675.0,1.0,1.0,3.0,6.0,434.0,214.0,498.0,0.0,285.0
14092,7046,906.0,0.0,97.0,88.0,35.0,27.0,3.0,2.0,1.0,0.0,387.0,650,5,906.0,4017.0,906.0,3.0,0,1,0,2,108,172.72,145.0,177.8,0.0,33.374401095140314,18,4,0,0.0,2119.0,1.0,7.0,14.0,31.0,179.0,398.0,501.0,1.0,198.33333333333331,14093.0,7047.0,3146.0,0.0,136.0,73.0,122.0,59.0,3.0,0.0,0.0,0.0,69.0,650.0,1.0,1229.0,3146.0,1229.0,3.0,0.0,5.0,0.0,1.0,300.0,187.96,185.0,200.66,2.0,28.670773442847366,8.0,1.0,0.0,0.0,107.0,0.0,0.0,0.0,3.0,136.0,87.0,155.0,0.0,206.0
13580,6790,909.0,0.0,149.0,105.0,89.0,53.0,0.0,0.0,0.0,6.0,389.0,629,5,909.0,2177.0,909.0,3.0,0,4,0,0,253,172.72,135.0,170.18,1.0,23.260780287474333,9,0,0,0.0,389.0,6.0,0.0,0.0,0.0,89.0,105.0,149.0,0.0,253.0,13581.0,6791.0,677.0,0.0,42.0,32.0,29.0,21.0,4.0,3.0,0.0,1.0,155.0,629.0,1.0,3652.0,677.0,3652.0,3.0,0.0,1.0,0.0,2.0,221.0,175.26,145.0,180.34,0.0,37.02669404517454,9.0,2.0,0.0,0.0,155.0,1.0,0.0,3.0,4.0,29.0,32.0,42.0,0.0,221.0
14152,7076,909.0,0.0,38.0,23.0,32.0,18.0,2.0,2.0,1.0,1.0,97.0,653,1,909.0,1660.0,909.0,3.0,0,4,0,0,190,172.72,135.0,170.18,1.0,23.260780287474333,9,0,0,0.0,733.0,7.0,1.0,3.0,3.0,361.0,274.0,459.0,1.0,247.66666666666663,14153.0,7077.0,1173.0,0.0,185.0,147.0,88.0,55.0,1.0,0.0,0.0,0.0,18.0,653.0,6.0,1231.0,1173.0,1231.0,3.0,0.0,10.0,0.0,2.0,222.0,190.5,205.0,187.96,0.0,35.696098562628336,16.0,7.0,0.0,0.0,175.0,0.0,0.0,0.0,4.0,723.0,569.0,898.0,1.0,220.875
2336,1168,914.0,0.0,111.0,87.0,36.0,21.0,11.0,8.0,2.0,1.0,684.0,134,0,914.0,1784.0,914.0,3.0,0,6,0,1,300,185.42,255.0,185.42,0.0,47.53456536618754,15,3,0,1.0,684.0,1.0,2.0,8.0,11.0,36.0,87.0,111.0,0.0,300.0,2337.0,1169.0,348.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,138.0,2792.0,348.0,2792.0,3.0,0.0,6.0,0.0,0.0,147.0,187.96,258.0,193.04,0.0,48.544832306639286,21.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,147.0
2703,1352,914.0,1.0,45.0,15.0,44.0,14.0,9.0,0.0,0.0,0.0,3.0,151,84,3155.0,914.0,914.0,3.0,0,6,0,0,155,185.42,255.0,185.42,0.0,47.53456536618754,15,3,0,1.0,687.0,1.0,2.0,8.0,20.0,80.0,102.0,156.0,1.0,227.5,2704.0,1352.0,3155.0,0.0,182.0,51.0,182.0,51.0,0.0,0.0,0.0,0.0,1.0,151.0,84.0,3155.0,914.0,914.0,3.0,0.0,6.0,0.0,0.0,155.0,190.5,260.0,198.12,0.0,38.299794661190965,9.0,3.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,187.0,56.0,188.0,1.0,81.0
3145,1573,914.0,0.0,59.0,37.0,30.0,14.0,6.0,3.0,0.0,0.0,206.0,172,174,1926.0,914.0,914.0,3.0,0,6,0,4,300,185.42,255.0,185.42,0.0,47.53456536618754,15,3,0,1.0,893.0,1.0,2.0,11.0,26.0,110.0,139.0,215.0,1.0,251.66666666666663,3146.0,1573.0,1926.0,0.0,65.0,32.0,60.0,27.0,0.0,0.0,0.0,0.0,0.0,172.0,174.0,1926.0,914.0,914.0,3.0,0.0,6.0,0.0,4.0,300.0,182.88,240.0,182.88,0.0,44.114989733059545,8.0,2.0,0.0,0.0,637.0,0.0,0.0,5.0,7.0,341.0,228.0,437.0,0.0,261.6
2214,1107,925.0,1.0,34.0,25.0,32.0,24.0,1.0,0.0,0.0,0.0,26.0,128,117,925.0,2026.0,925.0,3.0,0,10,0,0,268,185.42,205.0,193.04,0.0,42.32991101984942,27,14,1,0.0,526.0,0.0,2.0,6.0,15.0,209.0,184.0,287.0,3.0,276.3333333333333,2215.0,1108.0,116.0,0.0,119.0,61.0,104.0,46.0,11.0,4.0,2.0,0.0,267.0,128.0,3.0,519.0,116.0,519.0,3.0,0.0,0.0,0.0,1.0,300.0,177.8,155.0,172.72,0.0,40.51471594798083,16.0,10.0,0.0,0.0,1544.0,3.0,10.0,14.0,30.0,363.0,336.0,541.0,1.0,203.57142857142856
2417,1209,925.0,0.0,148.0,82.0,146.0,80.0,4.0,0.0,0.0,0.0,162.0,137,0,1934.0,925.0,1934.0,5.0,1,10,0,1,300,185.42,205.0,193.04,0.0,42.32991101984942,27,14,1,0.0,688.0,0.0,2.0,6.0,19.0,355.0,266.0,435.0,3.0,282.25,2418.0,1209.0,1934.0,0.0,113.0,39.0,108.0,35.0,0.0,0.0,0.0,0.0,23.0,137.0,0.0,1934.0,925.0,1934.0,5.0,1.0,10.0,0.0,1.0,300.0,185.42,185.0,187.96,1.0,45.82067077344285,24.0,8.0,0.0,0.0,1882.0,2.0,7.0,9.0,13.0,587.0,513.0,759.0,9.0,287.0
3130,1565,925.0,0.0,42.0,11.0,40.0,9.0,0.0,0.0,0.0,0.0,5.0,171,0,925.0,2349.0,2349.0,5.0,1,10,0,0,157,185.42,205.0,193.04,0.0,42.32991101984942,27,14,1,0.0,727.0,0.0,2.0,6.0,20.0,423.0,301.0,512.0,4.0,250.16666666666663,3131.0,1566.0,2052.0,0.0,114.0,73.0,91.0,51.0,3.0,0.0,1.0,0.0,16.0,172.0,174.0,1967.0,2052.0,2052.0,3.0,0.0,0.0,0.0,2.0,144.0,172.72,145.0,172.72,0.0,39.61396303901437,30.0,12.0,2.0,1.0,1731.0,0.0,10.0,19.0,48.0,414.0,431.0,641.0,0.0,268.8
3354,1677,925.0,1.0,30.0,16.0,29.0,16.0,0.0,0.0,0.0,0.0,7.0,181,6,925.0,2723.0,925.0,3.0,0,10,0,0,113,185.42,205.0,193.04,0.0,42.32991101984942,27,14,1,0.0,734.0,0.0,2.0,6.0,20.0,452.0,317.0,542.0,5.0,230.57142857142856,3355.0,1678.0,1409.0,0.0,54.0,27.0,43.0,16.0,1.0,0.0,0.0,0.0,111.0,181.0,0.0,703.0,1409.0,703.0,5.0,1.0,5.0,0.0,0.0,124.0,187.96,170.0,190.5,1.0,42.6776180698152,34.0,12.0,0.0,0.0,3527.0,0.0,8.0,19.0,40.0,972.0,789.0,1418.0,4.0,247.23076923076923
4190,2095,925.0,0.0,105.0,51.0,95.0,41.0,3.0,1.0,1.0,0.0,88.0,220,3,925.0,2688.0,2688.0,3.0,0,10,0,1,300,185.42,205.0,193.04,0.0,42.32991101984942,27,14,1,0.0,2054.0,0.0,4.0,16.0,40.0,844.0,701.0,1124.0,6.0,246.3,4191.0,2096.0,3221.0,0.0,160.0,95.0,83.0,30.0,6.0,0.0,2.0,0.0,44.0,220.0,0.0,2594.0,3221.0,2594.0,5.0,1.0,0.0,0.0,1.0,300.0,182.88,170.0,193.04,1.0,38.94045174537988,22.0,13.0,0.0,0.0,1841.0,6.0,22.0,14.0,55.0,1752.0,1303.0,2376.0,3.0,243.11764705882356
4696,2348,925.0,0.0,10.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,50.0,242,0,925.0,604.0,604.0,5.0,0,10,0,2,287,185.42,205.0,193.04,0.0,42.32991101984942,27,14,1,0.0,2104.0,0.0,4.0,16.0,41.0,845.0,710.0,1134.0,6.0,250.0,4697.0,2349.0,4025.0,0.0,13.0,10.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,243.0,19.0,3337.0,4025.0,3337.0,3.0,0.0,3.0,0.0,2.0,259.0,180.34,170.0,193.04,0.0,43.09377138945928,18.0,8.0,0.0,0.0,116.0,0.0,0.0,1.0,2.0,63.0,53.0,88.0,1.0,285.3333333333333
4966,2483,925.0,1.0,12.0,9.0,12.0,9.0,0.0,0.0,0.0,0.0,3.0,254,45,925.0,429.0,925.0,3.0,0,10,0,0,63,185.42,205.0,193.04,0.0,42.32991101984942,27,14,1,0.0,2107.0,0.0,4.0,16.0,41.0,857.0,719.0,1146.0,7.0,234.41666666666663,4967.0,2484.0,1357.0,0.0,141.0,44.0,116.0,27.0,3.0,3.0,0.0,0.0,382.0,255.0,43.0,308.0,1357.0,1357.0,3.0,0.0,9.0,0.0,1.0,300.0,165.1,125.0,165.1,0.0,37.9958932238193,9.0,5.0,0.0,0.0,382.0,0.0,0.0,3.0,3.0,116.0,44.0,141.0,0.0,300.0
5220,2610,925.0,2.0,128.0,79.0,96.0,48.0,2.0,1.0,0.0,0.0,205.0,266,0,925.0,2595.0,2595.0,5.0,0,10,0,0,91,185.42,205.0,193.04,0.0,42.32991101984942,27,14,1,0.0,2312.0,0.0,4.0,17.0,43.0,953.0,798.0,1274.0,9.0,223.3846153846154,5221.0,2611.0,4046.0,1.0,163.0,97.0,93.0,36.0,5.0,2.0,0.0,0.0,386.0,267.0,6.0,1384.0,4046.0,4046.0,3.0,0.0,1.0,0.0,1.0,300.0,175.26,145.0,180.34,0.0,37.44558521560575,13.0,3.0,0.0,1.0,386.0,0.0,0.0,2.0,5.0,93.0,97.0,163.0,1.0,300.0
8042,4021,925.0,2.0,174.0,94.0,173.0,94.0,3.0,2.0,0.0,0.0,4.0,391,117,925.0,241.0,925.0,3.0,0,10,0,0,59,185.42,205.0,193.04,0.0,42.32991101984942,27,14,1,0.0,2588.0,0.0,4.0,21.0,51.0,1328.0,1042.0,1700.0,13.0,211.58823529411765,8043.0,4022.0,1153.0,0.0,277.0,163.0,204.0,99.0,2.0,0.0,0.0,0.0,66.0,392.0,71.0,2116.0,1153.0,2116.0,3.0,0.0,7.0,1.0,1.0,300.0,172.72,135.0,170.18,0.0,29.782340862423,14.0,8.0,0.0,0.0,66.0,0.0,0.0,0.0,2.0,204.0,163.0,277.0,0.0,300.0
9302,4651,925.0,0.0,12.0,4.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,445,6,925.0,632.0,632.0,5.0,0,10,0,0,89,185.42,205.0,193.04,0.0,42.32991101984942,27,14,1,0.0,2588.0,0.0,4.0,21.0,51.0,1340.0,1046.0,1712.0,13.0,204.77777777777777,9303.0,4652.0,2569.0,0.0,23.0,7.0,23.0,7.0,0.0,0.0,0.0,0.0,10.0,446.0,6.0,1174.0,2569.0,1174.0,3.0,0.0,0.0,0.0,0.0,112.0,182.88,155.0,187.96,0.0,33.86447638603696,9.0,6.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,65.0,26.0,66.0,1.0,123.75
11186,5593,925.0,0.0,129.0,78.0,103.0,54.0,4.0,2.0,0.0,0.0,177.0,524,6,925.0,1457.0,925.0,3.0,0,10,0,1,300,185.42,205.0,193.04,0.0,42.32991101984942,27,14,1,0.0,3083.0,0.0,4.0,26.0,60.0,1499.0,1186.0,1935.0,14.0,201.45,11187.0,5594.0,394.0,0.0,108.0,50.0,99.0,41.0,0.0,0.0,0.0,0.0,35.0,524.0,0.0,144.0,394.0,144.0,5.0,0.0,5.0,0.0,1.0,300.0,182.88,185.0,187.96,1.0,31.249828884325805,18.0,5.0,1.0,0.0,571.0,0.0,0.0,5.0,9.0,593.0,283.0,614.0,4.0,255.66666666666663
11534,5767,925.0,0.0,46.0,25.0,28.0,10.0,0.0,0.0,0.0,0.0,104.0,541,0,925.0,3362.0,3362.0,3.0,0,10,0,0,216,185.42,205.0,193.04,0.0,42.32991101984942,27,14,1,0.0,3187.0,0.0,4.0,26.0,60.0,1527.0,1211.0,1981.0,14.0,202.14285714285717,11535.0,5768.0,3584.0,0.0,197.0,60.0,197.0,60.0,4.0,1.0,0.0,0.0,0.0,541.0,1.0,3467.0,3584.0,3467.0,3.0,0.0,8.0,1.0,1.0,300.0,162.56,115.0,162.56,0.0,36.70088980150582,9.0,6.0,1.0,0.0,1390.0,0.0,9.0,12.0,30.0,1085.0,526.0,1204.0,0.0,276.5
12976,6488,925.0,0.0,99.0,54.0,99.0,54.0,0.0,0.0,0.0,0.0,0.0,603,6,925.0,898.0,898.0,3.0,0,10,0,1,300,185.42,205.0,193.04,0.0,42.32991101984942,27,14,1,0.0,3187.0,0.0,4.0,26.0,60.0,1626.0,1265.0,2080.0,14.0,206.5909090909091,12977.0,6489.0,3017.0,0.0,58.0,27.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,603.0,4.0,3493.0,3017.0,3493.0,3.0,0.0,0.0,0.0,0.0,17.0,180.34,155.0,193.04,0.0,40.114989733059545,26.0,9.0,0.0,0.0,456.0,2.0,16.0,6.0,14.0,2487.0,1281.0,2657.0,3.0,240.1
