fight_stat_id,fight_id,fighter_id,knockdowns,total_strikes_att,total_strikes_succ,sig_strikes_att,sig_strikes_succ,takedown_att,takedown_succ,submission_att,reversals,ctrl_time,event_id,referee,f_1,f_2,winner,num_rounds,title_fight,weight_class,gender,result,finish_time,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq,cumulative_ctrl_time,cumulative_reversals,cumulative_submission_att,cumulative_takedown_succ,cumulative_takedown_att,cumulative_sig_strikes_att,cumulative_total_strikes_succ,cumulative_total_strikes_att,cumulative_knockdowns,avg_finish_time,f_2_fight_stat_id,f_2_fight_id,f_2_fighter_id,f_2_knockdowns,f_2_total_strikes_att,f_2_total_strikes_succ,f_2_sig_strikes_att,f_2_sig_strikes_succ,f_2_takedown_att,f_2_takedown_succ,f_2_submission_att,f_2_reversals,f_2_ctrl_time,f_2_event_id,f_2_referee,f_2_f_1,f_2_f_2,f_2_winner,f_2_num_rounds,f_2_title_fight,f_2_weight_class,f_2_gender,f_2_result,f_2_finish_time,f_2_fighter_height_cm,f_2_fighter_weight_lbs,f_2_fighter_reach_cm,f_2_fighter_stance,f_2_fighter_dob,f_2_fighter_w,f_2_fighter_l,f_2_fighter_d,f_2_fighter_nc_dq,f_2_cumulative_ctrl_time,f_2_cumulative_reversals,f_2_cumulative_submission_att,f_2_cumulative_takedown_succ,f_2_cumulative_takedown_att,f_2_cumulative_sig_strikes_att,f_2_cumulative_total_strikes_succ,f_2_cumulative_total_strikes_att,f_2_cumulative_knockdowns,f_2_avg_finish_time
7617,3809,30.0,0.0,131.0,45.0,120.0,34.0,1.0,1.0,2.0,0.0,76.0,373,138,1531.0,30.0,30.0,3.0,0,3,0,1,300,180.34,170.0,185.42,0.0,37.28678986995209,24,7,0,0.0,283.0,2.0,3.0,1.0,6.0,397.0,184.0,418.0,0.0,261.0,7618.0,3809.0,1531.0,0.0,113.0,64.0,58.0,24.0,6.0,5.0,0.0,0.0,461.0,373.0,138.0,1531.0,30.0,30.0,3.0,0.0,3.0,0.0,1.0,300.0,180.34,170.0,185.42,1.0,39.841204654346335,34.0,10.0,2.0,1.0,1263.0,2.0,4.0,14.0,23.0,597.0,400.0,820.0,3.0,276.57142857142856
8369,4185,30.0,0.0,220.0,84.0,219.0,83.0,7.0,1.0,0.0,0.0,72.0,405,48,2779.0,30.0,30.0,3.0,0,3,0,1,300,180.34,170.0,185.42,0.0,37.28678986995209,24,7,0,0.0,355.0,2.0,3.0,2.0,13.0,616.0,268.0,638.0,0.0,270.75,8370.0,4185.0,2779.0,0.0,182.0,89.0,165.0,75.0,1.0,1.0,0.0,0.0,37.0,405.0,48.0,2779.0,30.0,30.0,3.0,0.0,3.0,0.0,1.0,300.0,182.88,170.0,187.96,0.0,38.83093771389459,21.0,6.0,0.0,1.0,63.0,0.0,0.0,1.0,1.0,271.0,153.0,297.0,1.0,258.5
10904,5452,30.0,0.0,169.0,74.0,156.0,62.0,4.0,2.0,0.0,0.0,150.0,512,42,30.0,2155.0,30.0,3.0,0,3,0,1,300,180.34,170.0,185.42,0.0,37.28678986995209,24,7,0,0.0,823.0,2.0,4.0,5.0,25.0,1207.0,534.0,1263.0,2.0,242.9,10905.0,5453.0,1862.0,0.0,99.0,56.0,77.0,36.0,1.0,1.0,0.0,0.0,60.0,512.0,59.0,1057.0,1862.0,1057.0,3.0,0.0,2.0,1.0,1.0,300.0,162.56,115.0,160.02,0.0,38.62286105407255,11.0,12.0,1.0,0.0,2540.0,5.0,3.0,15.0,54.0,1226.0,890.0,1650.0,0.0,295.2307692307692
11102,5551,30.0,0.0,138.0,46.0,138.0,46.0,4.0,0.0,0.0,0.0,53.0,521,0,30.0,883.0,883.0,3.0,0,3,0,1,300,180.34,170.0,185.42,0.0,37.28678986995209,24,7,0,0.0,876.0,2.0,4.0,5.0,29.0,1345.0,580.0,1401.0,2.0,248.0909090909091,11103.0,5552.0,1158.0,1.0,73.0,33.0,73.0,33.0,0.0,0.0,0.0,0.0,2.0,521.0,6.0,1417.0,1158.0,1158.0,3.0,0.0,10.0,0.0,0.0,49.0,190.5,205.0,203.2,0.0,31.444216290212182,29.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,73.0,33.0,73.0,1.0,49.0
12444,6222,30.0,0.0,279.0,167.0,259.0,149.0,4.0,0.0,0.0,0.0,120.0,582,49,30.0,899.0,30.0,3.0,0,3,0,1,300,180.34,170.0,185.42,0.0,37.28678986995209,24,7,0,0.0,996.0,2.0,4.0,5.0,33.0,1604.0,747.0,1680.0,2.0,252.41666666666663,12445.0,6223.0,2181.0,1.0,111.0,54.0,93.0,42.0,2.0,1.0,0.0,0.0,25.0,582.0,4.0,3142.0,2181.0,3142.0,3.0,0.0,5.0,0.0,1.0,300.0,182.88,185.0,190.5,1.0,32.89253935660506,12.0,2.0,0.0,0.0,27.0,0.0,0.0,1.0,3.0,188.0,92.0,207.0,1.0,270.5
11206,5603,31.0,1.0,129.0,82.0,92.0,54.0,5.0,3.0,3.0,0.0,414.0,526,1,31.0,3847.0,31.0,3.0,0,1,0,1,300,177.8,135.0,182.88,2.0,27.55373032169747,10,5,1,0.0,1075.0,1.0,5.0,9.0,19.0,259.0,201.0,332.0,1.0,300.0,11207.0,5604.0,2397.0,1.0,103.0,42.0,101.0,41.0,1.0,0.0,1.0,1.0,38.0,526.0,4.0,346.0,2397.0,346.0,3.0,0.0,1.0,0.0,2.0,103.0,170.18,145.0,172.72,0.0,34.62286105407255,16.0,8.0,0.0,0.0,41.0,1.0,1.0,0.0,1.0,131.0,58.0,133.0,2.0,72.0
11404,5702,31.0,0.0,85.0,40.0,53.0,17.0,2.0,0.0,1.0,3.0,171.0,535,13,31.0,380.0,380.0,3.0,0,1,0,1,300,177.8,135.0,182.88,2.0,27.55373032169747,10,5,1,0.0,1246.0,4.0,6.0,9.0,21.0,312.0,241.0,417.0,1.0,300.0,11405.0,5703.0,3830.0,0.0,14.0,5.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,535.0,10.0,3918.0,3830.0,3918.0,3.0,0.0,6.0,0.0,0.0,95.0,190.5,243.0,200.66,0.0,36.145106091718,8.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,14.0,0.0,95.0
10052,5026,33.0,0.0,83.0,29.0,82.0,28.0,5.0,1.0,0.0,0.0,38.0,476,15,33.0,1613.0,1613.0,3.0,0,4,0,1,300,172.72,135.0,172.72,0.0,36.34770704996578,10,2,0,0.0,150.0,1.0,0.0,1.0,6.0,299.0,121.0,302.0,1.0,239.33333333333331,10053.0,5027.0,1610.0,0.0,38.0,29.0,11.0,9.0,3.0,1.0,1.0,0.0,226.0,476.0,75.0,3479.0,1610.0,3479.0,3.0,0.0,7.0,1.0,0.0,142.0,170.18,135.0,170.18,0.0,35.90143737166324,6.0,8.0,0.0,0.0,801.0,1.0,5.0,5.0,21.0,323.0,338.0,564.0,0.0,252.16666666666663
11738,5869,33.0,1.0,11.0,9.0,11.0,9.0,0.0,0.0,0.0,0.0,10.0,551,1,33.0,977.0,33.0,3.0,0,4,0,0,185,172.72,135.0,172.72,0.0,36.34770704996578,10,2,0,0.0,160.0,1.0,0.0,1.0,6.0,310.0,130.0,313.0,2.0,225.75,11739.0,5870.0,1423.0,0.0,183.0,132.0,68.0,49.0,6.0,4.0,1.0,0.0,446.0,551.0,5.0,3199.0,1423.0,1423.0,3.0,0.0,8.0,1.0,0.0,221.0,167.64,125.0,175.26,0.0,26.46406570841889,9.0,1.0,0.0,0.0,446.0,0.0,1.0,4.0,6.0,68.0,132.0,183.0,0.0,221.0
13162,6581,33.0,0.0,105.0,54.0,105.0,54.0,0.0,0.0,0.0,0.0,0.0,611,43,33.0,336.0,33.0,3.0,0,4,0,1,300,172.72,135.0,172.72,0.0,36.34770704996578,10,2,0,0.0,160.0,1.0,0.0,1.0,6.0,415.0,184.0,418.0,2.0,240.6,13163.0,6582.0,731.0,1.0,235.0,137.0,235.0,137.0,0.0,0.0,0.0,0.0,0.0,611.0,1.0,289.0,731.0,731.0,3.0,0.0,6.0,0.0,0.0,190.0,193.04,250.0,198.12,0.0,34.35455167693361,16.0,12.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0,1796.0,918.0,1865.0,3.0,209.23076923076923
5269,2635,35.0,0.0,11.0,3.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,269,121,1920.0,35.0,1920.0,3.0,0,5,0,0,44,187.96,185.0,187.96,0.0,42.26420260095825,14,4,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,11.0,0.0,44.0,5270.0,2635.0,1920.0,1.0,28.0,18.0,26.0,16.0,0.0,0.0,0.0,0.0,3.0,269.0,121.0,1920.0,35.0,1920.0,3.0,0.0,5.0,0.0,0.0,44.0,185.42,185.0,185.42,0.0,36.27926078028747,10.0,3.0,0.0,0.0,723.0,1.0,5.0,3.0,19.0,218.0,206.0,353.0,1.0,203.25
5488,2744,35.0,0.0,226.0,66.0,226.0,66.0,1.0,1.0,0.0,0.0,1.0,279,117,35.0,282.0,35.0,3.0,0,5,0,1,300,187.96,185.0,187.96,0.0,42.26420260095825,14,4,0,0.0,1.0,0.0,0.0,1.0,1.0,237.0,69.0,237.0,0.0,172.0,5489.0,2745.0,2961.0,1.0,23.0,12.0,23.0,12.0,0.0,0.0,0.0,0.0,4.0,279.0,5.0,952.0,2961.0,2961.0,3.0,0.0,4.0,0.0,0.0,139.0,172.72,135.0,180.34,0.0,36.7501711156742,20.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,23.0,12.0,23.0,1.0,139.0
5822,2911,35.0,0.0,47.0,24.0,46.0,23.0,2.0,0.0,0.0,0.0,0.0,295,55,35.0,2255.0,2255.0,3.0,0,5,0,2,267,187.96,185.0,187.96,0.0,42.26420260095825,14,4,0,0.0,1.0,0.0,0.0,1.0,3.0,283.0,93.0,284.0,0.0,203.66666666666663,5823.0,2912.0,3443.0,0.0,28.0,26.0,27.0,25.0,0.0,0.0,0.0,0.0,33.0,295.0,0.0,2709.0,3443.0,3443.0,3.0,0.0,3.0,0.0,0.0,186.0,177.8,170.0,177.8,0.0,48.12320328542094,12.0,6.0,0.0,1.0,139.0,0.0,0.0,0.0,2.0,193.0,137.0,223.0,2.0,191.0
2511,1256,36.0,0.0,18.0,3.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,142,0,3184.0,36.0,3184.0,3.0,0,6,0,0,127,187.96,225.0,195.58,0.0,47.73442847364819,39,16,1,1.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,18.0,0.0,127.0,2512.0,1256.0,3184.0,1.0,37.0,17.0,33.0,14.0,0.0,0.0,0.0,0.0,7.0,142.0,0.0,3184.0,36.0,3184.0,3.0,0.0,6.0,0.0,0.0,127.0,193.04,238.0,195.58,0.0,40.15058179329227,21.0,9.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,219.0,119.0,236.0,4.0,95.5
