fight_stat_id,fighter_id,referee,f_1,f_2,winner,num_rounds,title_fight,weight_class,gender,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq,event_city,event_country,cumulative_ctrl_time,cumulative_reversals,cumulative_submission_att,cumulative_takedown_succ,cumulative_takedown_att,cumulative_sig_strikes_att,cumulative_total_strikes_succ,cumulative_total_strikes_att,cumulative_knockdowns,avg_finish_time
5490,952.0,5,952.0,2961.0,2961.0,3.0,0,4,0,185.42,135.0,182.88,0.0,42.3709787816564,15,13,1,0.0,0,0,184.5,0.0,0.0,0.0,1.0,74.5,53.5,101.0,0.0,219.5
6685,952.0,64,1651.0,952.0,1651.0,3.0,0,4,0,185.42,135.0,182.88,0.0,42.3709787816564,15,13,1,0.0,83,21,352.0,0.0,0.0,0.0,2.0,112.0,97.0,165.0,0.0,300.0
4769,953.0,75,1166.0,953.0,1166.0,3.0,0,0,0,177.8,155.0,177.8,1.0,38.25051334702259,21,12,0,1.0,62,5,24.8,0.0,0.2,0.4,1.4,88.6,43.0,91.4,0.0,275.6
5105,953.0,16,358.0,953.0,358.0,3.0,0,0,0,177.8,155.0,177.8,1.0,38.25051334702259,21,12,0,1.0,127,6,19.5,0.0,0.25,0.25,1.5,92.5,43.5,95.25,0.0,269.5
5514,953.0,0,953.0,2070.0,2070.0,3.0,0,0,0,177.8,155.0,177.8,1.0,38.25051334702259,21,12,0,1.0,0,0,14.0,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,81.33333333333333,39.333333333333336,84.0,0.0,259.3333333333333
12891,953.0,1,2869.0,953.0,2869.0,3.0,0,0,0,177.8,155.0,177.8,1.0,38.25051334702259,21,12,0,1.0,0,0,1.0,0.0,0.0,0.0,1.0,72.0,33.5,73.5,0.0,239.0
13395,953.0,16,688.0,953.0,688.0,3.0,0,0,0,177.8,155.0,177.8,1.0,38.25051334702259,21,12,0,1.0,0,0,0.0,0.0,0.0,0.0,1.0,83.0,39.0,83.0,0.0,188.0
12001,955.0,16,3135.0,955.0,3135.0,3.0,0,9,0,160.02,125.0,162.56,1.0,29.100616016427104,4,2,0,0.0,0,0,41.0,0.0,0.0,0.5,1.5,19.5,29.0,44.5,0.0,165.5
13723,955.0,5,3536.0,955.0,3536.0,3.0,0,9,0,160.02,125.0,162.56,1.0,29.100616016427104,4,2,0,0.0,0,0,82.0,0.0,0.0,1.0,1.0,7.0,46.0,56.0,0.0,193.0
8522,957.0,4,957.0,3029.0,957.0,3.0,0,8,1,167.64,125.0,175.26,0.0,37.80971937029432,12,9,0,2.0,0,0,143.14285714285714,0.0,0.14285714285714285,1.1428571428571428,2.5714285714285716,62.857142857142854,45.0,86.14285714285714,0.0,220.71428571428572
8837,957.0,118,3467.0,957.0,3467.0,3.0,0,8,1,167.64,125.0,175.26,0.0,37.80971937029432,12,9,0,2.0,10,0,140.0,0.0,0.0,1.1666666666666667,2.8333333333333335,72.5,49.833333333333336,97.5,0.0,228.5
9758,957.0,59,957.0,827.0,957.0,3.0,0,8,1,167.64,125.0,175.26,0.0,37.80971937029432,12,9,0,2.0,58,6,161.0,0.0,0.0,1.2,2.8,44.8,43.8,74.2,0.0,214.2
10311,957.0,80,1554.0,957.0,1554.0,3.0,0,8,1,167.64,125.0,175.26,0.0,37.80971937029432,12,9,0,2.0,11,0,112.25,0.0,0.0,1.0,2.25,35.25,33.75,57.75,0.0,192.75
10821,957.0,65,3271.0,957.0,3271.0,3.0,0,8,1,167.64,125.0,175.26,0.0,37.80971937029432,12,9,0,2.0,32,0,134.33333333333334,0.0,0.0,1.0,2.0,23.0,33.333333333333336,48.0,0.0,221.66666666666666
10963,957.0,57,3521.0,957.0,3521.0,3.0,0,8,1,167.64,125.0,175.26,0.0,37.80971937029432,12,9,0,2.0,8,0,147.5,0.0,0.0,1.0,2.0,8.0,18.0,22.5,0.0,182.5
11331,957.0,4,3629.0,957.0,3629.0,3.0,0,8,1,167.64,125.0,175.26,0.0,37.80971937029432,12,9,0,2.0,0,0,120.0,0.0,0.0,1.0,2.0,9.0,15.0,21.0,0.0,149.0
4461,960.0,43,553.0,960.0,960.0,3.0,0,5,0,182.88,185.0,185.42,1.0,46.902121834360024,13,5,0,0.0,121,0,113.0,0.0,0.0,1.6153846153846154,4.846153846153846,104.0,67.07692307692308,121.23076923076923,0.7692307692307693,190.92307692307693
4875,960.0,117,1864.0,960.0,960.0,3.0,0,5,0,182.88,185.0,185.42,1.0,46.902121834360024,13,5,0,0.0,130,0,122.16666666666667,0.0,0.0,1.75,5.166666666666667,111.66666666666667,71.66666666666667,130.33333333333334,0.75,199.16666666666666
5046,960.0,83,960.0,3643.0,960.0,3.0,0,5,0,182.88,185.0,185.42,1.0,46.902121834360024,13,5,0,0.0,128,0,128.8181818181818,0.0,0.0,1.9090909090909092,5.545454545454546,112.36363636363636,73.45454545454545,132.45454545454547,0.7272727272727273,208.27272727272728
5279,960.0,163,438.0,960.0,960.0,3.0,0,5,0,182.88,185.0,185.42,1.0,46.902121834360024,13,5,0,0.0,17,0,136.4,0.0,0.0,2.1,5.7,114.2,72.1,133.5,0.8,208.8
5745,960.0,121,2254.0,960.0,960.0,3.0,0,5,0,182.88,185.0,185.42,1.0,46.902121834360024,13,5,0,0.0,0,0,106.55555555555556,0.0,0.0,1.5555555555555556,5.0,121.55555555555556,73.11111111111111,139.33333333333334,0.8888888888888888,198.66666666666666
6459,960.0,121,1934.0,960.0,960.0,5.0,0,5,0,182.88,185.0,185.42,1.0,46.902121834360024,13,5,0,0.0,105,0,104.125,0.0,0.0,1.375,5.125,126.75,75.875,145.125,0.75,216.25
6895,960.0,6,587.0,960.0,960.0,3.0,0,5,0,182.88,185.0,185.42,1.0,46.902121834360024,13,5,0,0.0,0,0,118.28571428571429,0.0,0.0,1.4285714285714286,5.571428571428571,134.85714285714286,80.42857142857143,155.57142857142858,0.8571428571428571,233.14285714285714
7695,960.0,117,164.0,960.0,960.0,3.0,0,5,0,182.88,185.0,185.42,1.0,46.902121834360024,13,5,0,0.0,18,0,118.33333333333333,0.0,0.0,1.6666666666666667,6.333333333333333,142.0,84.5,164.16666666666666,0.8333333333333334,222.0
8328,960.0,121,960.0,144.0,144.0,5.0,1,5,0,182.88,185.0,185.42,1.0,46.902121834360024,13,5,0,0.0,0,0,119.4,0.0,0.0,1.6,7.0,162.4,96.0,186.8,0.8,261.6
8896,960.0,6,960.0,990.0,960.0,5.0,1,5,0,182.88,185.0,185.42,1.0,46.902121834360024,13,5,0,0.0,15,1,70.5,0.0,0.0,1.0,4.25,176.25,91.5,189.75,1.0,252.0
9177,960.0,3,144.0,960.0,144.0,5.0,0,5,0,182.88,185.0,185.42,1.0,46.902121834360024,13,5,0,0.0,48,0,91.33333333333333,0.0,0.0,1.3333333333333333,5.666666666666667,204.33333333333334,104.66666666666667,220.0,1.0,300.0
10376,960.0,4,960.0,3381.0,3381.0,3.0,0,5,0,182.88,185.0,185.42,1.0,46.902121834360024,13,5,0,0.0,27,0,6.5,0.0,0.0,0.5,3.5,186.5,82.5,186.5,0.5,300.0
10895,960.0,3,4089.0,960.0,4089.0,5.0,1,5,0,182.88,185.0,185.42,1.0,46.902121834360024,13,5,0,0.0,0,0,0.0,0.0,0.0,0.0,3.0,89.0,40.0,89.0,0.0,300.0
11306,962.0,1,962.0,1831.0,962.0,3.0,0,6,0,187.96,262.0,190.5,1.0,33.28678986995209,17,2,0,0.0,0,0,261.125,0.125,0.5,2.5,4.625,67.75,51.375,88.75,0.0,220.625
11488,962.0,0,962.0,971.0,962.0,3.0,0,6,0,187.96,262.0,190.5,1.0,33.28678986995209,17,2,0,0.0,0,0,227.71428571428572,0.14285714285714285,0.2857142857142857,2.2857142857142856,4.714285714285714,56.42857142857143,50.142857142857146,78.57142857142857,0.0,214.71428571428572
11902,962.0,1,962.0,3062.0,962.0,3.0,0,6,0,187.96,262.0,190.5,1.0,33.28678986995209,17,2,0,0.0,0,0,227.16666666666666,0.16666666666666666,0.16666666666666666,2.3333333333333335,4.666666666666667,64.66666666666667,56.833333333333336,89.66666666666667,0.0,202.5
12378,962.0,1,962.0,289.0,962.0,3.0,0,6,0,187.96,262.0,190.5,1.0,33.28678986995209,17,2,0,0.0,0,0,204.4,0.2,0.2,2.4,4.8,67.0,57.6,92.2,0.0,230.0
12942,962.0,1,962.0,731.0,962.0,3.0,0,6,0,187.96,262.0,190.5,1.0,33.28678986995209,17,2,0,0.0,0,0,157.75,0.25,0.25,1.75,4.25,64.25,52.5,89.5,0.0,216.75
13301,962.0,4,330.0,962.0,330.0,3.0,0,6,0,187.96,262.0,190.5,1.0,33.28678986995209,17,2,0,0.0,6,0,171.0,0.3333333333333333,0.0,1.3333333333333333,4.666666666666667,81.0,66.33333333333333,113.66666666666667,0.0,245.33333333333334
13815,962.0,1,225.0,962.0,225.0,3.0,0,6,0,187.96,262.0,190.5,1.0,33.28678986995209,17,2,0,0.0,0,0,105.5,0.0,0.0,1.0,4.0,77.5,52.0,90.5,0.0,218.0
14124,962.0,2,962.0,2431.0,962.0,3.0,0,6,0,187.96,262.0,190.5,1.0,33.28678986995209,17,2,0,0.0,0,0,173.0,0.0,0.0,2.0,3.0,154.0,104.0,180.0,0.0,300.0
4091,965.0,0,226.0,965.0,226.0,3.0,0,0,0,177.8,155.0,182.88,0.0,44.69815195071869,11,7,0,0.0,46,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,158.0
11815,966.0,1,2320.0,966.0,2320.0,3.0,0,1,0,172.72,145.0,180.34,0.0,35.728952772073924,16,10,0,0.0,0,0,19.333333333333332,0.0,0.0,0.3333333333333333,0.6666666666666666,134.66666666666666,61.666666666666664,143.66666666666666,0.0,151.0
12695,966.0,3,1213.0,966.0,1213.0,3.0,0,4,0,172.72,145.0,180.34,0.0,35.728952772073924,16,10,0,0.0,26,0,15.0,0.0,0.0,0.0,0.0,100.0,52.5,110.0,0.0,91.0
13554,966.0,27,966.0,1850.0,1850.0,3.0,0,1,0,172.72,145.0,180.34,0.0,35.728952772073924,16,10,0,0.0,17,0,0.0,0.0,0.0,0.0,0.0,47.0,48.0,65.0,0.0,74.0
11047,967.0,1,2487.0,967.0,2487.0,3.0,0,0,0,185.42,155.0,180.34,0.0,29.492128678986994,5,1,0,0.0,0,0,67.0,0.0,1.0,2.0,6.0,54.0,17.0,55.0,0.0,300.0
5380,971.0,156,971.0,1607.0,971.0,3.0,0,6,0,185.42,253.0,190.5,0.0,38.74880219028063,21,10,1,0.0,36,6,149.64705882352942,0.058823529411764705,0.23529411764705882,0.5882352941176471,1.2352941176470589,34.294117647058826,42.1764705882353,61.05882352941177,0.35294117647058826,164.7058823529412
5984,971.0,67,971.0,1188.0,971.0,3.0,0,10,0,185.42,253.0,190.5,0.0,38.74880219028063,21,10,1,0.0,115,6,158.8125,0.0625,0.25,0.625,1.3125,35.8125,44.375,64.25,0.3125,173.75
6636,971.0,0,971.0,2163.0,2163.0,3.0,0,10,0,185.42,253.0,190.5,0.0,38.74880219028063,21,10,1,0.0,104,5,162.86666666666667,0.06666666666666667,0.26666666666666666,0.6666666666666666,1.4,36.8,45.13333333333333,66.06666666666666,0.26666666666666666,177.4
7174,971.0,3,971.0,2565.0,971.0,3.0,0,10,0,185.42,253.0,190.5,0.0,38.74880219028063,21,10,1,0.0,0,0,174.5,0.07142857142857142,0.14285714285714285,0.7142857142857143,1.5,38.714285714285715,48.0,70.07142857142857,0.2857142857142857,179.42857142857142
7734,971.0,34,971.0,3963.0,3963.0,3.0,0,10,0,185.42,253.0,190.5,0.0,38.74880219028063,21,10,1,0.0,36,6,169.6153846153846,0.07692307692307693,0.07692307692307693,0.7692307692307693,1.6153846153846154,38.53846153846154,45.23076923076923,67.53846153846153,0.23076923076923078,172.07692307692307
7920,971.0,136,971.0,2218.0,971.0,3.0,0,10,0,185.42,253.0,190.5,0.0,38.74880219028063,21,10,1,0.0,66,0,182.0,0.0,0.08333333333333333,0.8333333333333334,1.75,41.25,48.083333333333336,71.91666666666667,0.25,180.83333333333334
8137,971.0,3,898.0,971.0,898.0,3.0,0,10,0,185.42,253.0,190.5,0.0,38.74880219028063,21,10,1,0.0,5,0,198.1818181818182,0.0,0.09090909090909091,0.9090909090909091,1.9090909090909092,42.72727272727273,51.36363636363637,76.18181818181819,0.2727272727272727,183.9090909090909
9505,971.0,3,142.0,971.0,971.0,3.0,0,6,0,185.42,253.0,190.5,0.0,38.74880219028063,21,10,1,0.0,18,0,218.0,0.0,0.1,1.0,2.1,42.5,54.8,79.3,0.3,189.2
9841,971.0,55,509.0,971.0,509.0,3.0,0,6,0,185.42,253.0,190.5,0.0,38.74880219028063,21,10,1,0.0,57,16,186.55555555555554,0.0,0.1111111111111111,0.7777777777777778,1.7777777777777777,40.666666666666664,53.111111111111114,75.66666666666667,0.3333333333333333,176.88888888888889
10843,971.0,64,597.0,971.0,971.0,3.0,0,6,0,185.42,253.0,190.5,0.0,38.74880219028063,21,10,1,0.0,31,8,170.375,0.0,0.125,0.875,2.0,41.75,51.25,75.25,0.25,181.375
11487,971.0,0,962.0,971.0,962.0,3.0,0,6,0,185.42,253.0,190.5,0.0,38.74880219028063,21,10,1,0.0,0,0,194.42857142857142,0.0,0.14285714285714285,1.0,2.2857142857142856,42.857142857142854,55.857142857142854,81.14285714285714,0.14285714285714285,194.71428571428572
11969,971.0,0,2725.0,971.0,971.0,3.0,0,6,0,185.42,253.0,190.5,0.0,38.74880219028063,21,10,1,0.0,0,0,226.83333333333334,0.0,0.16666666666666666,1.1666666666666667,2.6666666666666665,45.166666666666664,60.666666666666664,88.16666666666667,0.16666666666666666,179.16666666666666
12509,971.0,0,937.0,971.0,971.0,3.0,0,6,0,185.42,253.0,190.5,0.0,38.74880219028063,21,10,1,0.0,0,0,103.0,0.0,0.2,0.8,2.4,49.0,39.6,60.2,0.2,155.0
12965,971.0,6,2431.0,971.0,2431.0,3.0,0,6,0,185.42,253.0,190.5,0.0,38.74880219028063,21,10,1,0.0,24,0,128.75,0.0,0.25,1.0,3.0,55.25,46.0,69.25,0.25,185.75
13465,971.0,1,3942.0,971.0,971.0,3.0,0,6,0,185.42,253.0,190.5,0.0,38.74880219028063,21,10,1,0.0,0,0,130.33333333333334,0.0,0.3333333333333333,1.0,2.3333333333333335,29.333333333333332,34.333333333333336,43.333333333333336,0.3333333333333333,147.66666666666666
13952,971.0,0,971.0,3390.0,971.0,3.0,0,6,0,185.42,253.0,190.5,0.0,38.74880219028063,21,10,1,0.0,0,0,150.5,0.0,0.0,1.5,3.5,38.5,39.0,48.5,0.0,166.5
14245,971.0,3,2034.0,971.0,2034.0,3.0,0,6,0,185.42,253.0,190.5,0.0,38.74880219028063,21,10,1,0.0,6,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,33.0
12643,973.0,44,3250.0,973.0,3250.0,3.0,0,3,0,175.26,155.0,180.34,2.0,27.362080766598222,5,1,0,0.0,27,0,7.5,0.0,0.0,0.0,0.0,51.0,25.5,54.0,0.5,136.0
13411,973.0,5,2418.0,973.0,973.0,3.0,0,3,0,175.26,155.0,180.34,2.0,27.362080766598222,5,1,0,0.0,0,0,15.0,0.0,0.0,0.0,0.0,33.0,26.0,39.0,1.0,93.0
12713,974.0,4,1286.0,974.0,1286.0,3.0,0,1,0,170.18,135.0,180.34,0.0,26.269678302532512,9,1,0,0.0,0,0,190.33333333333334,0.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,45.0,45.333333333333336,74.0,0.0,282.3333333333333
13458,974.0,5,974.0,166.0,974.0,3.0,0,4,0,170.18,135.0,180.34,0.0,26.269678302532512,9,1,0,0.0,0,0,253.0,0.0,0.5,0.5,1.5,37.5,49.0,72.5,0.0,273.5
13881,974.0,16,946.0,974.0,974.0,3.0,0,4,0,170.18,135.0,180.34,0.0,26.269678302532512,9,1,0,0.0,13,0,450.0,0.0,0.0,1.0,1.0,52.0,83.0,115.0,0.0,300.0
12862,975.0,16,975.0,2651.0,975.0,3.0,0,2,1,160.02,115.0,160.02,0.0,31.367556468172484,9,1,0,0.0,8,0,161.0,0.0,0.0,3.0,5.333333333333333,93.66666666666667,63.666666666666664,112.33333333333333,0.0,287.0
13416,975.0,28,975.0,2479.0,975.0,3.0,0,2,1,160.02,115.0,160.02,0.0,31.367556468172484,9,1,0,0.0,0,0,85.0,0.0,0.0,3.0,6.0,96.5,57.0,106.5,0.0,280.5
13899,975.0,16,1001.0,975.0,1001.0,3.0,0,2,1,160.02,115.0,160.02,0.0,31.367556468172484,9,1,0,0.0,12,0,54.0,0.0,0.0,1.0,1.0,33.0,25.0,47.0,0.0,261.0
11467,976.0,0,65.0,976.0,65.0,3.0,0,4,0,165.1,125.0,170.18,2.0,31.550992470910334,7,4,0,0.0,0,0,27.0,0.0,0.0,0.0,1.5,8.0,4.5,9.5,0.0,113.0
12005,976.0,5,684.0,976.0,684.0,3.0,0,9,0,165.1,125.0,170.18,2.0,31.550992470910334,7,4,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,60.0
11737,977.0,1,33.0,977.0,33.0,3.0,0,4,0,172.72,135.0,175.26,0.0,27.772758384668034,7,3,0,0.0,0,0,37.0,0.0,0.0,1.5,2.5,92.0,36.5,95.5,0.0,242.5
12217,977.0,50,1613.0,977.0,1613.0,3.0,0,4,0,172.72,135.0,175.26,0.0,27.772758384668034,7,3,0,0.0,26,0,74.0,0.0,0.0,3.0,5.0,151.0,60.0,156.0,0.0,300.0
11289,979.0,0,2260.0,979.0,2260.0,3.0,0,1,0,170.18,135.0,177.8,0.0,36.290212183436005,16,8,0,0.0,0,0,6.0,0.0,0.0,0.5,0.5,11.5,8.0,20.0,0.0,114.0
11813,979.0,0,80.0,979.0,80.0,3.0,0,4,0,170.18,135.0,177.8,0.0,36.290212183436005,16,8,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,18.0,15.0,35.0,0.0,189.0
10813,980.0,0,1752.0,980.0,980.0,3.0,0,3,0,185.42,170.0,187.96,1.0,37.23203285420944,17,4,0,0.0,32,0,20.4,0.1,0.1,0.1,0.5,154.2,83.9,160.9,0.4,247.8
10990,980.0,1,980.0,2726.0,980.0,3.0,0,3,0,185.42,170.0,187.96,1.0,37.23203285420944,17,4,0,0.0,0,0,22.22222222222222,0.1111111111111111,0.0,0.1111111111111111,0.5555555555555556,157.88888888888889,87.77777777777777,165.33333333333334,0.3333333333333333,251.22222222222223
11256,980.0,5,980.0,2736.0,980.0,3.0,0,3,0,185.42,170.0,187.96,1.0,37.23203285420944,17,4,0,0.0,0,0,21.625,0.125,0.0,0.0,0.5,134.625,76.875,142.875,0.375,245.125
11526,980.0,1,980.0,3315.0,3315.0,3.0,0,3,0,185.42,170.0,187.96,1.0,37.23203285420944,17,4,0,0.0,0,0,24.428571428571427,0.14285714285714285,0.0,0.0,0.5714285714285714,149.28571428571428,85.71428571428571,158.71428571428572,0.0,259.57142857142856
11883,980.0,43,1240.0,980.0,980.0,3.0,0,3,0,185.42,170.0,187.96,1.0,37.23203285420944,17,4,0,0.0,0,0,21.666666666666668,0.16666666666666666,0.0,0.0,0.3333333333333333,141.0,82.5,148.16666666666666,0.0,252.83333333333334
12154,980.0,43,980.0,1308.0,980.0,3.0,0,3,0,185.42,170.0,187.96,1.0,37.23203285420944,17,4,0,0.0,0,0,26.0,0.2,0.0,0.0,0.2,122.2,70.0,127.4,0.0,243.4
12271,980.0,0,2070.0,980.0,980.0,3.0,0,3,0,185.42,170.0,187.96,1.0,37.23203285420944,17,4,0,0.0,0,0,30.25,0.25,0.0,0.0,0.25,132.0,76.0,138.25,0.0,247.5
13357,980.0,1,2029.0,980.0,980.0,3.0,0,11,0,185.42,170.0,187.96,1.0,37.23203285420944,17,4,0,0.0,0,0,25.333333333333332,0.0,0.0,0.0,0.3333333333333333,106.0,55.666666666666664,108.0,0.0,230.0
13497,980.0,0,1915.0,980.0,1915.0,3.0,0,3,0,185.42,170.0,187.96,1.0,37.23203285420944,17,4,0,0.0,0,0,38.0,0.0,0.0,0.0,0.5,66.5,39.0,69.0,0.0,195.0
14002,980.0,3,980.0,2865.0,2865.0,3.0,0,3,0,185.42,170.0,187.96,1.0,37.23203285420944,17,4,0,0.0,10,0,0.0,0.0,0.0,0.0,0.0,25.0,7.0,25.0,0.0,177.0
9956,981.0,16,981.0,4082.0,981.0,3.0,0,2,1,167.64,115.0,165.1,0.0,36.90622861054072,17,3,2,0.0,55,0,64.1,0.1,0.2,0.2,0.6,145.8,96.4,173.3,0.2,237.0
10339,981.0,41,375.0,981.0,981.0,3.0,0,2,1,167.64,115.0,165.1,0.0,36.90622861054072,17,3,2,0.0,43,14,51.111111111111114,0.0,0.2222222222222222,0.2222222222222222,0.5555555555555556,139.55555555555554,92.77777777777777,168.88888888888889,0.1111111111111111,230.0
11181,981.0,9,3063.0,981.0,3063.0,3.0,0,2,1,167.64,115.0,165.1,0.0,36.90622861054072,17,3,2,0.0,19,7,39.5,0.0,0.125,0.125,0.125,136.125,92.125,166.75,0.125,221.25
11682,981.0,0,981.0,1057.0,981.0,3.0,0,2,1,167.64,115.0,165.1,0.0,36.90622861054072,17,3,2,0.0,19,7,36.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,144.71428571428572,92.28571428571429,172.14285714285714,0.14285714285714285,210.0
11976,981.0,0,981.0,179.0,981.0,5.0,0,8,1,167.64,115.0,165.1,0.0,36.90622861054072,17,3,2,0.0,0,0,40.833333333333336,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,162.83333333333334,103.33333333333333,192.16666666666666,0.0,236.0
12387,981.0,1,3239.0,981.0,981.0,5.0,0,2,1,167.64,115.0,165.1,0.0,36.90622861054072,17,3,2,0.0,0,0,38.8,0.0,0.2,0.2,0.2,139.0,95.2,169.8,0.0,223.2
12770,981.0,5,981.0,69.0,981.0,3.0,0,2,1,167.64,115.0,165.1,0.0,36.90622861054072,17,3,2,0.0,0,0,46.0,0.0,0.0,0.25,0.25,104.0,82.0,141.25,0.0,204.0
13500,981.0,4,981.0,2057.0,2057.0,5.0,0,2,1,167.64,115.0,165.1,0.0,36.90622861054072,17,3,2,0.0,0,0,47.666666666666664,0.0,0.0,0.3333333333333333,0.3333333333333333,72.0,83.0,119.33333333333333,0.0,172.0
13968,981.0,34,981.0,2410.0,2410.0,3.0,0,2,1,167.64,115.0,165.1,0.0,36.90622861054072,17,3,2,0.0,11,0,64.0,0.0,0.0,0.5,0.5,82.0,102.5,140.0,0.0,231.0
14432,981.0,2,981.0,179.0,981.0,3.0,0,2,1,167.64,115.0,165.1,0.0,36.90622861054072,17,3,2,0.0,0,0,123.0,0.0,0.0,1.0,1.0,102.0,90.0,130.0,0.0,162.0
8989,982.0,3,3448.0,982.0,3448.0,3.0,0,10,0,193.04,205.0,208.28,1.0,35.32101300479124,11,7,0,1.0,59,0,52.57142857142857,0.0,0.0,0.0,0.14285714285714285,62.0,48.857142857142854,75.71428571428571,0.7142857142857143,204.71428571428572
9675,982.0,92,1684.0,982.0,982.0,3.0,0,10,0,193.04,205.0,208.28,1.0,35.32101300479124,11,7,0,1.0,61,0,55.0,0.0,0.0,0.0,0.16666666666666666,61.333333333333336,46.0,72.5,0.8333333333333334,188.83333333333334
10725,982.0,6,2307.0,982.0,2307.0,3.0,0,10,0,193.04,205.0,208.28,1.0,35.32101300479124,11,7,0,1.0,34,9,43.6,0.0,0.0,0.0,0.2,65.2,46.4,76.4,0.6,190.8
11261,982.0,4,1173.0,982.0,982.0,3.0,0,10,0,193.04,205.0,208.28,1.0,35.32101300479124,11,7,0,1.0,0,0,54.5,0.0,0.0,0.0,0.25,79.5,57.0,93.5,0.75,222.5
11313,982.0,5,2582.0,982.0,2582.0,3.0,0,10,0,193.04,205.0,208.28,1.0,35.32101300479124,11,7,0,1.0,0,0,67.33333333333333,0.0,0.0,0.0,0.3333333333333333,97.33333333333333,69.0,116.0,0.6666666666666666,251.0
11704,982.0,4,982.0,1859.0,1859.0,3.0,0,10,0,193.04,205.0,208.28,1.0,35.32101300479124,11,7,0,1.0,0,0,3.0,0.0,0.0,0.0,0.0,84.0,46.5,99.5,0.0,296.0
12310,982.0,0,982.0,1507.0,1507.0,3.0,0,10,0,193.04,205.0,208.28,1.0,35.32101300479124,11,7,0,1.0,0,0,2.0,0.0,0.0,0.0,0.0,144.0,59.0,156.0,0.0,300.0
5872,983.0,117,983.0,1616.0,983.0,3.0,1,1,0,180.34,145.0,180.34,0.0,31.46611909650924,16,4,0,1.0,41,12,67.3076923076923,0.23076923076923078,0.6923076923076923,0.6923076923076923,2.4615384615384617,142.84615384615384,85.15384615384616,164.92307692307693,0.23076923076923078,255.92307692307693
6414,983.0,117,983.0,949.0,983.0,3.0,0,1,0,180.34,145.0,180.34,0.0,31.46611909650924,16,4,0,1.0,41,12,53.25,0.25,0.3333333333333333,0.5833333333333334,2.1666666666666665,147.83333333333334,88.83333333333333,171.0,0.25,252.25
6706,983.0,2,983.0,2512.0,983.0,3.0,0,1,0,180.34,145.0,180.34,0.0,31.46611909650924,16,4,0,1.0,26,0,54.81818181818182,0.09090909090909091,0.18181818181818182,0.5454545454545454,2.272727272727273,152.1818181818182,88.0909090909091,173.0,0.2727272727272727,247.9090909090909
7186,983.0,3,983.0,2991.0,983.0,3.0,0,1,0,180.34,145.0,180.34,0.0,31.46611909650924,16,4,0,1.0,0,0,57.3,0.1,0.2,0.4,1.6,157.0,90.2,178.0,0.3,242.7
7476,983.0,0,983.0,3591.0,983.0,5.0,0,1,0,180.34,145.0,180.34,0.0,31.46611909650924,16,4,0,1.0,6,0,37.666666666666664,0.1111111111111111,0.2222222222222222,0.2222222222222222,1.5555555555555556,168.55555555555554,95.88888888888889,190.22222222222223,0.2222222222222222,254.66666666666666
7914,983.0,121,983.0,1267.0,983.0,5.0,0,1,0,180.34,145.0,180.34,0.0,31.46611909650924,16,4,0,1.0,24,0,38.5,0.125,0.25,0.125,1.5,147.375,92.375,171.125,0.25,249.0
8157,983.0,130,3122.0,983.0,3122.0,3.0,0,1,0,180.34,145.0,180.34,0.0,31.46611909650924,16,4,0,1.0,21,0,41.285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,1.7142857142857142,152.57142857142858,97.57142857142857,179.42857142857142,0.14285714285714285,281.14285714285717
9547,983.0,15,2309.0,983.0,983.0,5.0,0,1,0,180.34,145.0,180.34,0.0,31.46611909650924,16,4,0,1.0,66,0,48.166666666666664,0.16666666666666666,0.16666666666666666,0.16666666666666666,2.0,171.0,109.0,199.83333333333334,0.16666666666666666,278.0
10564,983.0,15,983.0,542.0,983.0,3.0,0,1,0,180.34,145.0,180.34,0.0,31.46611909650924,16,4,0,1.0,4,0,54.0,0.2,0.2,0.2,1.6,151.0,105.0,183.6,0.0,273.8
12511,983.0,6,2532.0,983.0,2532.0,5.0,0,1,0,180.34,145.0,180.34,0.0,31.46611909650924,16,4,0,1.0,0,0,20.0,0.25,0.25,0.25,1.25,146.25,97.25,176.25,0.0,267.25
13193,983.0,16,1377.0,983.0,983.0,5.0,0,1,0,180.34,145.0,180.34,0.0,31.46611909650924,16,4,0,1.0,22,0,0.0,0.0,0.3333333333333333,0.0,0.0,77.66666666666667,67.66666666666667,107.33333333333333,0.0,256.3333333333333
13720,983.0,4,983.0,3087.0,983.0,5.0,1,1,0,180.34,145.0,180.34,0.0,31.46611909650924,16,4,0,1.0,15,1,0.0,0.0,0.5,0.0,0.0,93.5,77.5,123.0,0.0,259.0
